model,ds,mech,str,seed,clean,full,infl,note
ModernNCA,ds_0,M04,S3,13,0.8536142756326244,0.8578485734449037,0.004234297812279353,NCA(6d)+kNN
ModernNCA,ds_0,M04,S3,42,0.8536142756326244,0.8578485734449037,0.004234297812279353,NCA(6d)+kNN
ModernNCA,ds_0,M04,S3,2026,0.8536142756326244,0.8578485734449037,0.004234297812279353,NCA(6d)+kNN
ModernNCA,ds_0,M04,S5,13,0.8536142756326244,0.8583526565177941,0.004738380885169757,NCA(6d)+kNN
ModernNCA,ds_0,M04,S5,42,0.8536142756326244,0.8583526565177941,0.004738380885169757,NCA(6d)+kNN
ModernNCA,ds_0,M04,S5,2026,0.8536142756326244,0.8583526565177941,0.004738380885169757,NCA(6d)+kNN
ModernNCA,ds_0,M06,S1,13,0.8542753914090726,0.8660176635889201,0.011742272179847468,NCA(7d)+kNN
ModernNCA,ds_0,M06,S1,42,0.8542753914090726,0.8660176635889201,0.011742272179847468,NCA(7d)+kNN
ModernNCA,ds_0,M06,S1,2026,0.8542753914090726,0.8660176635889201,0.011742272179847468,NCA(7d)+kNN
ModernNCA,ds_0,M06,S3,13,0.8542753914090726,1.0,0.1457246085909274,NCA(7d)+kNN
ModernNCA,ds_0,M06,S3,42,0.8542753914090726,1.0,0.1457246085909274,NCA(7d)+kNN
ModernNCA,ds_0,M06,S3,2026,0.8542753914090726,1.0,0.1457246085909274,NCA(7d)+kNN
ModernNCA,ds_0,M06,S5,13,0.8542753914090726,1.0,0.1457246085909274,NCA(7d)+kNN
ModernNCA,ds_0,M06,S5,42,0.8542753914090726,1.0,0.1457246085909274,NCA(7d)+kNN
ModernNCA,ds_0,M06,S5,2026,0.8542753914090726,1.0,0.1457246085909274,NCA(7d)+kNN
ModernNCA,ds_0,M07,S1,13,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S1,42,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S1,2026,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S3,13,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S3,42,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S3,2026,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S5,13,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S5,42,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M07,S5,2026,0.8804545454545454,0.958030303030303,0.07757575757575763,NCA(7d)+kNN
ModernNCA,ds_0,M08,S1,13,0.8657865786578658,0.859135913591359,-0.0066506650665068,NCA(6d)+kNN
ModernNCA,ds_0,M08,S1,42,0.8657865786578658,0.859135913591359,-0.0066506650665068,NCA(6d)+kNN
ModernNCA,ds_0,M08,S1,2026,0.8657865786578658,0.859135913591359,-0.0066506650665068,NCA(6d)+kNN
ModernNCA,ds_0,M08,S3,13,0.8657865786578658,0.8575357535753576,-0.008250825082508184,NCA(6d)+kNN
ModernNCA,ds_0,M08,S3,42,0.8657865786578658,0.8575357535753576,-0.008250825082508184,NCA(6d)+kNN
ModernNCA,ds_0,M08,S3,2026,0.8657865786578658,0.8575357535753576,-0.008250825082508184,NCA(6d)+kNN
ModernNCA,ds_0,M08,S5,13,0.8657865786578658,0.8622862286228623,-0.0035003500350034855,NCA(6d)+kNN
ModernNCA,ds_0,M08,S5,42,0.8657865786578658,0.8622862286228623,-0.0035003500350034855,NCA(6d)+kNN
ModernNCA,ds_0,M08,S5,2026,0.8657865786578658,0.8622862286228623,-0.0035003500350034855,NCA(6d)+kNN
ModernNCA,ds_0,M11,S1,13,0.8586363636363636,0.8444444444444444,-0.0141919191919192,NCA(7d)+kNN
ModernNCA,ds_0,M11,S1,42,0.8586363636363636,0.8444444444444444,-0.0141919191919192,NCA(7d)+kNN
ModernNCA,ds_0,M11,S1,2026,0.8586363636363636,0.8444444444444444,-0.0141919191919192,NCA(7d)+kNN
ModernNCA,ds_0,M11,S3,13,0.8586363636363636,0.9385858585858586,0.07994949494949499,NCA(7d)+kNN
ModernNCA,ds_0,M11,S3,42,0.8586363636363636,0.9385858585858586,0.07994949494949499,NCA(7d)+kNN
ModernNCA,ds_0,M11,S3,2026,0.8586363636363636,0.9385858585858586,0.07994949494949499,NCA(7d)+kNN
ModernNCA,ds_0,M11,S5,13,0.8586363636363636,0.9954545454545455,0.13681818181818184,NCA(7d)+kNN
ModernNCA,ds_0,M11,S5,42,0.8586363636363636,0.9954545454545455,0.13681818181818184,NCA(7d)+kNN
ModernNCA,ds_0,M11,S5,2026,0.8586363636363636,0.9954545454545455,0.13681818181818184,NCA(7d)+kNN
ModernNCA,ds_1,M01,S1,13,0.8142612721417068,0.8120471014492752,-0.002214170692431683,NCA(6d)+kNN
ModernNCA,ds_1,M01,S1,42,0.8142612721417068,0.8120471014492752,-0.002214170692431683,NCA(6d)+kNN
ModernNCA,ds_1,M01,S1,2026,0.8142612721417068,0.8120471014492752,-0.002214170692431683,NCA(6d)+kNN
ModernNCA,ds_1,M01,S3,13,0.8142612721417068,1.0,0.18573872785829315,NCA(6d)+kNN
ModernNCA,ds_1,M01,S3,42,0.8142612721417068,1.0,0.18573872785829315,NCA(6d)+kNN
ModernNCA,ds_1,M01,S3,2026,0.8142612721417068,1.0,0.18573872785829315,NCA(6d)+kNN
ModernNCA,ds_1,M01,S5,13,0.8142612721417068,1.0,0.18573872785829315,NCA(6d)+kNN
ModernNCA,ds_1,M01,S5,42,0.8142612721417068,1.0,0.18573872785829315,NCA(6d)+kNN
ModernNCA,ds_1,M01,S5,2026,0.8142612721417068,1.0,0.18573872785829315,NCA(6d)+kNN
ModernNCA,ds_1,M03,S1,13,0.8621948779511805,0.8840036014405763,0.021808723489395776,NCA(6d)+kNN
ModernNCA,ds_1,M03,S1,42,0.8621948779511805,0.8840036014405763,0.021808723489395776,NCA(6d)+kNN
ModernNCA,ds_1,M03,S1,2026,0.8621948779511805,0.8840036014405763,0.021808723489395776,NCA(6d)+kNN
ModernNCA,ds_1,M03,S3,13,0.8621948779511805,0.9985994397759104,0.13640456182472982,NCA(6d)+kNN
ModernNCA,ds_1,M03,S3,42,0.8621948779511805,0.9985994397759104,0.13640456182472982,NCA(6d)+kNN
ModernNCA,ds_1,M03,S3,2026,0.8621948779511805,0.9985994397759104,0.13640456182472982,NCA(6d)+kNN
ModernNCA,ds_1,M03,S5,13,0.8621948779511805,1.0,0.13780512204881945,NCA(6d)+kNN
ModernNCA,ds_1,M03,S5,42,0.8621948779511805,1.0,0.13780512204881945,NCA(6d)+kNN
ModernNCA,ds_1,M03,S5,2026,0.8621948779511805,1.0,0.13780512204881945,NCA(6d)+kNN
ModernNCA,ds_1,M04,S1,13,0.8621948779511805,0.8690976390556224,0.006902761104441879,NCA(6d)+kNN
ModernNCA,ds_1,M04,S1,42,0.8621948779511805,0.8690976390556224,0.006902761104441879,NCA(6d)+kNN
ModernNCA,ds_1,M04,S1,2026,0.8621948779511805,0.8690976390556224,0.006902761104441879,NCA(6d)+kNN
ModernNCA,ds_1,M04,S3,13,0.8621948779511805,0.8672468987595037,0.005052020808323121,NCA(6d)+kNN
ModernNCA,ds_1,M04,S3,42,0.8621948779511805,0.8672468987595037,0.005052020808323121,NCA(6d)+kNN
ModernNCA,ds_1,M04,S3,2026,0.8621948779511805,0.8672468987595037,0.005052020808323121,NCA(6d)+kNN
ModernNCA,ds_1,M04,S5,13,0.8621948779511805,0.8756502601040416,0.013455382152861017,NCA(6d)+kNN
ModernNCA,ds_1,M04,S5,42,0.8621948779511805,0.8756502601040416,0.013455382152861017,NCA(6d)+kNN
ModernNCA,ds_1,M04,S5,2026,0.8621948779511805,0.8756502601040416,0.013455382152861017,NCA(6d)+kNN
ModernNCA,ds_1,M06,S1,13,0.89005,0.89215,0.0020999999999999908,NCA(7d)+kNN
ModernNCA,ds_1,M06,S1,42,0.89005,0.89215,0.0020999999999999908,NCA(7d)+kNN
ModernNCA,ds_1,M06,S1,2026,0.89005,0.89215,0.0020999999999999908,NCA(7d)+kNN
ModernNCA,ds_1,M06,S3,13,0.89005,1.0,0.10994999999999999,NCA(7d)+kNN
ModernNCA,ds_1,M06,S3,42,0.89005,1.0,0.10994999999999999,NCA(7d)+kNN
ModernNCA,ds_1,M06,S3,2026,0.89005,1.0,0.10994999999999999,NCA(7d)+kNN
ModernNCA,ds_1,M06,S5,13,0.89005,1.0,0.10994999999999999,NCA(7d)+kNN
ModernNCA,ds_1,M06,S5,42,0.89005,1.0,0.10994999999999999,NCA(7d)+kNN
ModernNCA,ds_1,M06,S5,2026,0.89005,1.0,0.10994999999999999,NCA(7d)+kNN
ModernNCA,ds_1,M07,S1,13,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S1,42,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S1,2026,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S3,13,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S3,42,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S3,2026,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S5,13,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S5,42,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M07,S5,2026,0.8869172932330827,0.9438596491228071,0.056942355889724405,NCA(7d)+kNN
ModernNCA,ds_1,M08,S1,13,0.861672193749372,0.8530298462466084,-0.008642347502763603,NCA(6d)+kNN
ModernNCA,ds_1,M08,S1,42,0.861672193749372,0.8530298462466084,-0.008642347502763603,NCA(6d)+kNN
ModernNCA,ds_1,M08,S1,2026,0.861672193749372,0.8530298462466084,-0.008642347502763603,NCA(6d)+kNN
ModernNCA,ds_1,M08,S3,13,0.861672193749372,0.8591096372223898,-0.0025625565269822292,NCA(6d)+kNN
ModernNCA,ds_1,M08,S3,42,0.861672193749372,0.8591096372223898,-0.0025625565269822292,NCA(6d)+kNN
ModernNCA,ds_1,M08,S3,2026,0.861672193749372,0.8591096372223898,-0.0025625565269822292,NCA(6d)+kNN
ModernNCA,ds_1,M08,S5,13,0.861672193749372,0.8437342980604965,-0.017937895688875494,NCA(6d)+kNN
ModernNCA,ds_1,M08,S5,42,0.861672193749372,0.8437342980604965,-0.017937895688875494,NCA(6d)+kNN
ModernNCA,ds_1,M08,S5,2026,0.861672193749372,0.8437342980604965,-0.017937895688875494,NCA(6d)+kNN
ModernNCA,ds_1,M11,S1,13,0.8714500000000001,0.8731,0.0016499999999999293,NCA(7d)+kNN
ModernNCA,ds_1,M11,S1,42,0.8714500000000001,0.8731,0.0016499999999999293,NCA(7d)+kNN
ModernNCA,ds_1,M11,S1,2026,0.8714500000000001,0.8731,0.0016499999999999293,NCA(7d)+kNN
ModernNCA,ds_1,M11,S3,13,0.8714500000000001,0.9115,0.04004999999999992,NCA(7d)+kNN
ModernNCA,ds_1,M11,S3,42,0.8714500000000001,0.9115,0.04004999999999992,NCA(7d)+kNN
ModernNCA,ds_1,M11,S3,2026,0.8714500000000001,0.9115,0.04004999999999992,NCA(7d)+kNN
ModernNCA,ds_1,M11,S5,13,0.8714500000000001,1.0,0.12854999999999994,NCA(7d)+kNN
ModernNCA,ds_1,M11,S5,42,0.8714500000000001,1.0,0.12854999999999994,NCA(7d)+kNN
ModernNCA,ds_1,M11,S5,2026,0.8714500000000001,1.0,0.12854999999999994,NCA(7d)+kNN
ModernNCA,ds_2,M01,S1,13,0.8191276510604242,0.8254801920768309,0.006352541016406699,NCA(6d)+kNN
ModernNCA,ds_2,M01,S1,42,0.8191276510604242,0.8254801920768309,0.006352541016406699,NCA(6d)+kNN
ModernNCA,ds_2,M01,S1,2026,0.8191276510604242,0.8254801920768309,0.006352541016406699,NCA(6d)+kNN
ModernNCA,ds_2,M01,S3,13,0.8191276510604242,0.9841436574629852,0.16501600640256098,NCA(6d)+kNN
ModernNCA,ds_2,M01,S3,42,0.8191276510604242,0.9841436574629852,0.16501600640256098,NCA(6d)+kNN
ModernNCA,ds_2,M01,S3,2026,0.8191276510604242,0.9841436574629852,0.16501600640256098,NCA(6d)+kNN
ModernNCA,ds_2,M01,S5,13,0.8191276510604242,1.0,0.18087234893957582,NCA(6d)+kNN
ModernNCA,ds_2,M01,S5,42,0.8191276510604242,1.0,0.18087234893957582,NCA(6d)+kNN
ModernNCA,ds_2,M01,S5,2026,0.8191276510604242,1.0,0.18087234893957582,NCA(6d)+kNN
ModernNCA,ds_2,M03,S1,13,0.8270490976912995,0.8524548845649763,0.025405786873676783,NCA(6d)+kNN
ModernNCA,ds_2,M03,S1,42,0.8270490976912995,0.8524548845649763,0.025405786873676783,NCA(6d)+kNN
ModernNCA,ds_2,M03,S1,2026,0.8270490976912995,0.8524548845649763,0.025405786873676783,NCA(6d)+kNN
ModernNCA,ds_2,M03,S3,13,0.8270490976912995,1.0,0.17295090230870047,NCA(6d)+kNN
ModernNCA,ds_2,M03,S3,42,0.8270490976912995,1.0,0.17295090230870047,NCA(6d)+kNN
ModernNCA,ds_2,M03,S3,2026,0.8270490976912995,1.0,0.17295090230870047,NCA(6d)+kNN
ModernNCA,ds_2,M03,S5,13,0.8270490976912995,1.0,0.17295090230870047,NCA(6d)+kNN
ModernNCA,ds_2,M03,S5,42,0.8270490976912995,1.0,0.17295090230870047,NCA(6d)+kNN
ModernNCA,ds_2,M03,S5,2026,0.8270490976912995,1.0,0.17295090230870047,NCA(6d)+kNN
ModernNCA,ds_2,M04,S1,13,0.8270490976912995,0.8152535537856638,-0.011795543905635753,NCA(6d)+kNN
ModernNCA,ds_2,M04,S1,42,0.8270490976912995,0.8152535537856638,-0.011795543905635753,NCA(6d)+kNN
ModernNCA,ds_2,M04,S1,2026,0.8270490976912995,0.8152535537856638,-0.011795543905635753,NCA(6d)+kNN
ModernNCA,ds_2,M04,S3,13,0.8270490976912995,0.8199919346708338,-0.007057163020465773,NCA(6d)+kNN
ModernNCA,ds_2,M04,S3,42,0.8270490976912995,0.8199919346708338,-0.007057163020465773,NCA(6d)+kNN
ModernNCA,ds_2,M04,S3,2026,0.8270490976912995,0.8199919346708338,-0.007057163020465773,NCA(6d)+kNN
ModernNCA,ds_2,M04,S5,13,0.8270490976912995,0.8270995059985886,5.040830728908485e-05,NCA(6d)+kNN
ModernNCA,ds_2,M04,S5,42,0.8270490976912995,0.8270995059985886,5.040830728908485e-05,NCA(6d)+kNN
ModernNCA,ds_2,M04,S5,2026,0.8270490976912995,0.8270995059985886,5.040830728908485e-05,NCA(6d)+kNN
ModernNCA,ds_2,M06,S1,13,0.8550375939849624,0.860250626566416,0.005213032581453669,NCA(7d)+kNN
ModernNCA,ds_2,M06,S1,42,0.8550375939849624,0.860250626566416,0.005213032581453669,NCA(7d)+kNN
ModernNCA,ds_2,M06,S1,2026,0.8550375939849624,0.860250626566416,0.005213032581453669,NCA(7d)+kNN
ModernNCA,ds_2,M06,S3,13,0.8550375939849624,1.0,0.14496240601503763,NCA(7d)+kNN
ModernNCA,ds_2,M06,S3,42,0.8550375939849624,1.0,0.14496240601503763,NCA(7d)+kNN
ModernNCA,ds_2,M06,S3,2026,0.8550375939849624,1.0,0.14496240601503763,NCA(7d)+kNN
ModernNCA,ds_2,M06,S5,13,0.8550375939849624,1.0,0.14496240601503763,NCA(7d)+kNN
ModernNCA,ds_2,M06,S5,42,0.8550375939849624,1.0,0.14496240601503763,NCA(7d)+kNN
ModernNCA,ds_2,M06,S5,2026,0.8550375939849624,1.0,0.14496240601503763,NCA(7d)+kNN
ModernNCA,ds_2,M07,S1,13,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S1,42,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S1,2026,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S3,13,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S3,42,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S3,2026,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S5,13,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S5,42,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M07,S5,2026,0.8554509565745521,0.9489320781455614,0.0934811215710093,NCA(7d)+kNN
ModernNCA,ds_2,M08,S1,13,0.8877777777777778,0.8881818181818182,0.00040404040404040664,NCA(6d)+kNN
ModernNCA,ds_2,M08,S1,42,0.8877777777777778,0.8881818181818182,0.00040404040404040664,NCA(6d)+kNN
ModernNCA,ds_2,M08,S1,2026,0.8877777777777778,0.8881818181818182,0.00040404040404040664,NCA(6d)+kNN
ModernNCA,ds_2,M08,S3,13,0.8877777777777778,0.8783838383838384,-0.009393939393939399,NCA(6d)+kNN
ModernNCA,ds_2,M08,S3,42,0.8877777777777778,0.8783838383838384,-0.009393939393939399,NCA(6d)+kNN
ModernNCA,ds_2,M08,S3,2026,0.8877777777777778,0.8783838383838384,-0.009393939393939399,NCA(6d)+kNN
ModernNCA,ds_2,M08,S5,13,0.8877777777777778,0.875,-0.012777777777777777,NCA(6d)+kNN
ModernNCA,ds_2,M08,S5,42,0.8877777777777778,0.875,-0.012777777777777777,NCA(6d)+kNN
ModernNCA,ds_2,M08,S5,2026,0.8877777777777778,0.875,-0.012777777777777777,NCA(6d)+kNN
ModernNCA,ds_2,M11,S1,13,0.8247807238632927,0.7871761266256679,-0.03760459723762477,NCA(7d)+kNN
ModernNCA,ds_2,M11,S1,42,0.8247807238632927,0.7871761266256679,-0.03760459723762477,NCA(7d)+kNN
ModernNCA,ds_2,M11,S1,2026,0.8247807238632927,0.7871761266256679,-0.03760459723762477,NCA(7d)+kNN
ModernNCA,ds_2,M11,S3,13,0.8247807238632927,0.866720435527775,0.04193971166448229,NCA(7d)+kNN
ModernNCA,ds_2,M11,S3,42,0.8247807238632927,0.866720435527775,0.04193971166448229,NCA(7d)+kNN
ModernNCA,ds_2,M11,S3,2026,0.8247807238632927,0.866720435527775,0.04193971166448229,NCA(7d)+kNN
ModernNCA,ds_2,M11,S5,13,0.8247807238632927,0.9896662970057466,0.1648855731424539,NCA(7d)+kNN
ModernNCA,ds_2,M11,S5,42,0.8247807238632927,0.9896662970057466,0.1648855731424539,NCA(7d)+kNN
ModernNCA,ds_2,M11,S5,2026,0.8247807238632927,0.9896662970057466,0.1648855731424539,NCA(7d)+kNN
ModernNCA,ds_3,M01,S1,13,0.8192107371794872,0.8496594551282051,0.03044871794871784,NCA(6d)+kNN
ModernNCA,ds_3,M01,S1,42,0.8192107371794872,0.8496594551282051,0.03044871794871784,NCA(6d)+kNN
ModernNCA,ds_3,M01,S1,2026,0.8192107371794872,0.8496594551282051,0.03044871794871784,NCA(6d)+kNN
ModernNCA,ds_3,M01,S3,13,0.8192107371794872,1.0,0.18078926282051277,NCA(6d)+kNN
ModernNCA,ds_3,M01,S3,42,0.8192107371794872,1.0,0.18078926282051277,NCA(6d)+kNN
ModernNCA,ds_3,M01,S3,2026,0.8192107371794872,1.0,0.18078926282051277,NCA(6d)+kNN
ModernNCA,ds_3,M01,S5,13,0.8192107371794872,1.0,0.18078926282051277,NCA(6d)+kNN
ModernNCA,ds_3,M01,S5,42,0.8192107371794872,1.0,0.18078926282051277,NCA(6d)+kNN
ModernNCA,ds_3,M01,S5,2026,0.8192107371794872,1.0,0.18078926282051277,NCA(6d)+kNN
ModernNCA,ds_3,M03,S1,13,0.858974358974359,0.8851161858974359,0.026141826923076872,NCA(6d)+kNN
ModernNCA,ds_3,M03,S1,42,0.858974358974359,0.8851161858974359,0.026141826923076872,NCA(6d)+kNN
ModernNCA,ds_3,M03,S1,2026,0.858974358974359,0.8851161858974359,0.026141826923076872,NCA(6d)+kNN
ModernNCA,ds_3,M03,S3,13,0.858974358974359,0.9944911858974359,0.13551682692307687,NCA(6d)+kNN
ModernNCA,ds_3,M03,S3,42,0.858974358974359,0.9944911858974359,0.13551682692307687,NCA(6d)+kNN
ModernNCA,ds_3,M03,S3,2026,0.858974358974359,0.9944911858974359,0.13551682692307687,NCA(6d)+kNN
ModernNCA,ds_3,M03,S5,13,0.858974358974359,1.0,0.14102564102564097,NCA(6d)+kNN
ModernNCA,ds_3,M03,S5,42,0.858974358974359,1.0,0.14102564102564097,NCA(6d)+kNN
ModernNCA,ds_3,M03,S5,2026,0.858974358974359,1.0,0.14102564102564097,NCA(6d)+kNN
ModernNCA,ds_3,M04,S1,13,0.858974358974359,0.8533653846153846,-0.00560897435897445,NCA(6d)+kNN
ModernNCA,ds_3,M04,S1,42,0.858974358974359,0.8533653846153846,-0.00560897435897445,NCA(6d)+kNN
ModernNCA,ds_3,M04,S1,2026,0.858974358974359,0.8533653846153846,-0.00560897435897445,NCA(6d)+kNN
ModernNCA,ds_3,M04,S3,13,0.858974358974359,0.8615785256410255,0.0026041666666665186,NCA(6d)+kNN
ModernNCA,ds_3,M04,S3,42,0.858974358974359,0.8615785256410255,0.0026041666666665186,NCA(6d)+kNN
ModernNCA,ds_3,M04,S3,2026,0.858974358974359,0.8615785256410255,0.0026041666666665186,NCA(6d)+kNN
ModernNCA,ds_3,M04,S5,13,0.858974358974359,0.8706430288461539,0.011668669871794823,NCA(6d)+kNN
ModernNCA,ds_3,M04,S5,42,0.858974358974359,0.8706430288461539,0.011668669871794823,NCA(6d)+kNN
ModernNCA,ds_3,M04,S5,2026,0.858974358974359,0.8706430288461539,0.011668669871794823,NCA(6d)+kNN
ModernNCA,ds_3,M06,S1,13,0.8844841429144922,0.8999397832195906,0.015455640305098384,NCA(7d)+kNN
ModernNCA,ds_3,M06,S1,42,0.8844841429144922,0.8999397832195906,0.015455640305098384,NCA(7d)+kNN
ModernNCA,ds_3,M06,S1,2026,0.8844841429144922,0.8999397832195906,0.015455640305098384,NCA(7d)+kNN
ModernNCA,ds_3,M06,S3,13,0.8844841429144922,1.0,0.11551585708550782,NCA(7d)+kNN
ModernNCA,ds_3,M06,S3,42,0.8844841429144922,1.0,0.11551585708550782,NCA(7d)+kNN
ModernNCA,ds_3,M06,S3,2026,0.8844841429144922,1.0,0.11551585708550782,NCA(7d)+kNN
ModernNCA,ds_3,M06,S5,13,0.8844841429144922,1.0,0.11551585708550782,NCA(7d)+kNN
ModernNCA,ds_3,M06,S5,42,0.8844841429144922,1.0,0.11551585708550782,NCA(7d)+kNN
ModernNCA,ds_3,M06,S5,2026,0.8844841429144922,1.0,0.11551585708550782,NCA(7d)+kNN
ModernNCA,ds_3,M07,S1,13,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S1,42,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S1,2026,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S3,13,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S3,42,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S3,2026,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S5,13,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S5,42,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M07,S5,2026,0.826973157051282,0.9361478365384617,0.10917467948717963,NCA(7d)+kNN
ModernNCA,ds_3,M08,S1,13,0.8829946952257032,0.8672805524972476,-0.015714142728455616,NCA(6d)+kNN
ModernNCA,ds_3,M08,S1,42,0.8829946952257032,0.8672805524972476,-0.015714142728455616,NCA(6d)+kNN
ModernNCA,ds_3,M08,S1,2026,0.8829946952257032,0.8672805524972476,-0.015714142728455616,NCA(6d)+kNN
ModernNCA,ds_3,M08,S3,13,0.8829946952257032,0.8685817235511961,-0.014412971674507058,NCA(6d)+kNN
ModernNCA,ds_3,M08,S3,42,0.8829946952257032,0.8685817235511961,-0.014412971674507058,NCA(6d)+kNN
ModernNCA,ds_3,M08,S3,2026,0.8829946952257032,0.8685817235511961,-0.014412971674507058,NCA(6d)+kNN
ModernNCA,ds_3,M08,S5,13,0.8829946952257032,0.8847963166850165,0.001801621459313285,NCA(6d)+kNN
ModernNCA,ds_3,M08,S5,42,0.8829946952257032,0.8847963166850165,0.001801621459313285,NCA(6d)+kNN
ModernNCA,ds_3,M08,S5,2026,0.8829946952257032,0.8847963166850165,0.001801621459313285,NCA(6d)+kNN
ModernNCA,ds_3,M11,S1,13,0.8746998799519807,0.8947078831532613,0.0200080032012806,NCA(7d)+kNN
ModernNCA,ds_3,M11,S1,42,0.8746998799519807,0.8947078831532613,0.0200080032012806,NCA(7d)+kNN
ModernNCA,ds_3,M11,S1,2026,0.8746998799519807,0.8947078831532613,0.0200080032012806,NCA(7d)+kNN
ModernNCA,ds_3,M11,S3,13,0.8746998799519807,0.9462284913965586,0.0715286114445779,NCA(7d)+kNN
ModernNCA,ds_3,M11,S3,42,0.8746998799519807,0.9462284913965586,0.0715286114445779,NCA(7d)+kNN
ModernNCA,ds_3,M11,S3,2026,0.8746998799519807,0.9462284913965586,0.0715286114445779,NCA(7d)+kNN
ModernNCA,ds_3,M11,S5,13,0.8746998799519807,0.9997999199679872,0.1251000400160065,NCA(7d)+kNN
ModernNCA,ds_3,M11,S5,42,0.8746998799519807,0.9997999199679872,0.1251000400160065,NCA(7d)+kNN
ModernNCA,ds_3,M11,S5,2026,0.8746998799519807,0.9997999199679872,0.1251000400160065,NCA(7d)+kNN
ModernNCA,ds_4,M01,S1,13,0.8042304230423041,0.8062306230623062,0.0020002000200021186,NCA(6d)+kNN
ModernNCA,ds_4,M01,S1,42,0.8042304230423041,0.8062306230623062,0.0020002000200021186,NCA(6d)+kNN
ModernNCA,ds_4,M01,S1,2026,0.8042304230423041,0.8062306230623062,0.0020002000200021186,NCA(6d)+kNN
ModernNCA,ds_4,M01,S3,13,0.8042304230423041,0.995049504950495,0.19081908190819097,NCA(6d)+kNN
ModernNCA,ds_4,M01,S3,42,0.8042304230423041,0.995049504950495,0.19081908190819097,NCA(6d)+kNN
ModernNCA,ds_4,M01,S3,2026,0.8042304230423041,0.995049504950495,0.19081908190819097,NCA(6d)+kNN
ModernNCA,ds_4,M01,S5,13,0.8042304230423041,1.0,0.19576957695769592,NCA(6d)+kNN
ModernNCA,ds_4,M01,S5,42,0.8042304230423041,1.0,0.19576957695769592,NCA(6d)+kNN
ModernNCA,ds_4,M01,S5,2026,0.8042304230423041,1.0,0.19576957695769592,NCA(6d)+kNN
ModernNCA,ds_4,M03,S1,13,0.792236056281,0.7681445490434256,-0.024091507237574472,NCA(6d)+kNN
