metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,mechanism
delta_directional_repair,0.11558185790485168,0.1034435523891665,0.12776801132895735,1.0,500,20,0.028386583747959947,P5,encoded_column,1000,M09
delta_same_side_residual,-0.11558185790485168,-0.12791724763640783,-0.103629500100632,0.0,500,20,0.028386583747959947,P5,encoded_column,1000,M09
delta_overcorrection,0.003311194927487936,0.000982119602468456,0.0062288158502726175,1.0,500,20,0.006243695832804463,P5,encoded_column,1000,M09
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,1000,M09
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,1000,M09
delta_leak_recall,0.18058749999999998,0.1543121875,0.20716406249999997,1.0,500,20,0.060752099541367385,P5,encoded_column,1000,M09
delta_deletion_precision,0.5691666666666666,0.5187995833333334,0.6180849999999999,1.0,500,20,0.1155738542641617,P5,encoded_column,1000,M09
delta_legit_retention,0.07990083333333335,0.07339025000000002,0.08597003125,1.0,500,20,0.014944854993925958,P5,encoded_column,1000,M09
delta_semantic_group_recall_full,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,1000,M09
delta_semantic_group_recall_any,0.3568,0.31658499999999995,0.3896,1.0,500,20,0.08426874303460079,P5,encoded_column,1000,M09
delta_partial_group_violation_rate,0.3568,0.31650000000000006,0.3890049999999999,1.0,500,20,0.08426874303460079,P5,encoded_column,1000,M09
delta_legacy_sdr,0.17550065161405182,0.15624886123509146,0.19480836920333075,1.0,500,20,0.045609641668345434,P5,encoded_column,1000,M10
delta_directional_repair,0.19436633537509507,0.17666698423320154,0.2117972002565442,1.0,500,20,0.04086585499134547,P5,encoded_column,1000,M10
delta_same_side_residual,-0.19436633537509507,-0.21123605204802265,-0.17701061585790703,0.0,500,20,0.04086585499134547,P5,encoded_column,1000,M10
delta_overcorrection,0.018865683761043216,0.011896639744453095,0.02650762412558606,1.0,500,20,0.01684765588649172,P5,encoded_column,1000,M10
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,1000,M10
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,1000,M10
delta_leak_recall,0.9016,0.893,0.9100999999999999,1.0,500,20,0.02031955241943865,P5,encoded_column,1000,M10
delta_deletion_precision,0.5282833333333334,0.42939625000000003,0.6343675,1.0,500,20,0.23917150554430072,P5,encoded_column,1000,M10
delta_legit_retention,0.05043372721396248,0.04495896686059038,0.0563188833656539,1.0,500,20,0.013346655253708789,P5,encoded_column,1000,M10
delta_semantic_group_recall_full,0.9016,0.8927999999999999,0.9103,1.0,500,20,0.02031955241943865,P5,encoded_column,1000,M10
delta_semantic_group_recall_any,0.9016,0.8929,0.9103,1.0,500,20,0.02031955241943865,P5,encoded_column,1000,M10
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,1000,M10
delta_legacy_sdr,0.10124774454799464,0.08694087237846176,0.11622104014268582,1.0,500,20,0.034411848487246245,P5,encoded_column,1000,M11
delta_directional_repair,0.10721305585229472,0.09383894628759493,0.12136447916726407,1.0,500,20,0.03181132436682869,P5,encoded_column,1000,M11
delta_same_side_residual,-0.10721305585229475,-0.12160374262852522,-0.09422200393447946,0.0,500,20,0.03181132436682869,P5,encoded_column,1000,M11
delta_overcorrection,0.005965311304300081,0.0018911714453261474,0.012182873228792605,1.0,500,20,0.012413933997654704,P5,encoded_column,1000,M11
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,1000,M11
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,1000,M11
delta_leak_recall,0.4281208333333333,0.3932680208333333,0.4626589583333333,1.0,500,20,0.08198293341064368,P5,encoded_column,1000,M11
delta_deletion_precision,0.7250833333333334,0.7060333333333334,0.7450004166666667,1.0,500,20,0.045869746301140525,P5,encoded_column,1000,M11
delta_legit_retention,0.09400750000000001,0.09025907291666665,0.09790958333333333,1.0,500,20,0.008846735488369124,P5,encoded_column,1000,M11
delta_semantic_group_recall_full,0.0989,0.06489749999999998,0.13440249999999998,1.0,500,20,0.08108858054459235,P5,encoded_column,1000,M11
delta_semantic_group_recall_any,0.5849999999999999,0.5686,0.5992999999999998,1.0,500,20,0.036172103237599805,P5,encoded_column,1000,M11
delta_partial_group_violation_rate,0.4861,0.45820000000000005,0.5129999999999999,1.0,500,20,0.06371804668760814,P5,encoded_column,1000,M11
delta_legacy_sdr,0.04058801807513989,-0.01008805684616245,0.08587086309532627,0.9462,500,20,0.11112159654488954,P5,encoded_column,2000,M01
delta_directional_repair,0.13185944764205437,0.11686814287290978,0.1467468563196056,1.0,500,20,0.03476708107891862,P5,encoded_column,2000,M01
delta_same_side_residual,-0.13185944764205437,-0.1466381034016059,-0.11705577582593579,0.0,500,20,0.03476708107891862,P5,encoded_column,2000,M01
delta_overcorrection,0.0912714295669145,0.057733491560267865,0.13050991012442176,1.0,500,20,0.08459520676037419,P5,encoded_column,2000,M01
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M01
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M01
delta_leak_recall,0.7946,0.7770975,0.8094999999999999,1.0,500,20,0.03728185674165469,P5,encoded_column,2000,M01
delta_deletion_precision,0.2212416666666667,0.20148291666666665,0.24123674999999997,1.0,500,20,0.045090699855405786,P5,encoded_column,2000,M01
delta_legit_retention,0.04685916666666668,0.04197985416666668,0.051709468749999994,1.0,500,20,0.011440251889888337,P5,encoded_column,2000,M01
delta_semantic_group_recall_full,0.7946,0.7776,0.8094999999999999,1.0,500,20,0.03728185674165469,P5,encoded_column,2000,M01
delta_semantic_group_recall_any,0.7946,0.7781,0.8092999999999998,1.0,500,20,0.03728185674165469,P5,encoded_column,2000,M01
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M01
delta_legacy_sdr,0.06234332070231907,0.01314882398241892,0.10780393799860313,0.9922,500,20,0.11274076984223562,P5,encoded_column,2000,M02
delta_directional_repair,0.15295009191555556,0.13743908994728263,0.16858813450767512,1.0,500,20,0.03709661592359987,P5,encoded_column,2000,M02
delta_same_side_residual,-0.15295009191555559,-0.1687168163924299,-0.13682574702467853,0.0,500,20,0.03709661592359987,P5,encoded_column,2000,M02
delta_overcorrection,0.09060677121323649,0.05606891902489977,0.12829004113506223,1.0,500,20,0.08626305186821567,P5,encoded_column,2000,M02
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M02
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M02
delta_leak_recall,0.8011000000000001,0.7921000000000001,0.8100999999999999,1.0,500,20,0.021011024675030427,P5,encoded_column,2000,M02
delta_deletion_precision,0.22366833333333336,0.203216875,0.24356825,1.0,500,20,0.04711838701331829,P5,encoded_column,2000,M02
delta_legit_retention,0.047484583333333344,0.04219887500000001,0.05270821875000003,1.0,500,20,0.01247134296237129,P5,encoded_column,2000,M02
delta_semantic_group_recall_full,0.8011000000000001,0.7924,0.8102,1.0,500,20,0.021011024675030427,P5,encoded_column,2000,M02
delta_semantic_group_recall_any,0.8011000000000001,0.7919000000000002,0.8102,1.0,500,20,0.021011024675030427,P5,encoded_column,2000,M02
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M02
delta_legacy_sdr,-0.08756909279273956,-0.12437644873359743,-0.0553855366160252,0.0,500,20,0.07984514716990629,P5,encoded_column,2000,M03
delta_directional_repair,-0.043072161327772515,-0.06826655843284507,-0.02271484152373675,0.0,500,20,0.052953791730610926,P5,encoded_column,2000,M03
delta_same_side_residual,0.043072161327772515,0.022329101809908034,0.06694167271201938,1.0,500,20,0.052953791730610926,P5,encoded_column,2000,M03
delta_overcorrection,0.04314217651190867,0.02360070596861453,0.06508888124059456,1.0,500,20,0.04953267504441368,P5,encoded_column,2000,M03
delta_introduced_distortion,0.0013547549530583593,0.00016779485822274135,0.003275640813925338,0.997,500,20,0.003982972852780474,P5,encoded_column,2000,M03
delta_introduced_distortion_zero_opp,0.06807654822644453,0.022460870937289334,0.1322582184637545,0.9998,8,6,0.07836579510361717,P5,encoded_column,2000,M03
delta_leak_recall,-0.18020000000000003,-0.2112,-0.13340000000000002,0.0,500,20,0.09703585880867362,P5,encoded_column,2000,M03
delta_deletion_precision,-0.052485000000000004,-0.06290170833333333,-0.03950987500000001,0.0,500,20,0.027901599180729857,P5,encoded_column,2000,M03
delta_legit_retention,-0.011348333333333332,-0.014196489583333333,-0.00836384375,0.0,500,20,0.006796852019017408,P5,encoded_column,2000,M03
delta_semantic_group_recall_full,-0.18020000000000003,-0.21150000000000002,-0.13179500000000008,0.0,500,20,0.09703585880867362,P5,encoded_column,2000,M03
delta_semantic_group_recall_any,-0.18020000000000003,-0.21060000000000004,-0.13259500000000007,0.0,500,20,0.09703585880867362,P5,encoded_column,2000,M03
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M03
delta_legacy_sdr,-0.08667172047639794,-0.12271464012123706,-0.05495190308433523,0.0,500,20,0.07904036631354718,P5,encoded_column,2000,M04
delta_directional_repair,-0.05419521231443884,-0.07869979111356071,-0.031771003417474415,0.0,500,20,0.05598786568383619,P5,encoded_column,2000,M04
delta_same_side_residual,0.05419521231443884,0.03182381845881501,0.07827734244504986,1.0,500,20,0.05598786568383619,P5,encoded_column,2000,M04
delta_overcorrection,0.030650908891969635,0.01784069496827802,0.04620337757337501,1.0,500,20,0.03364128334632714,P5,encoded_column,2000,M04
delta_introduced_distortion,0.0018255992699894676,0.0007730631832649417,0.0031018282045793327,1.0,500,20,0.002778203775123192,P5,encoded_column,2000,M04
delta_introduced_distortion_zero_opp,0.09010641026605133,0.05079631654536359,0.13956313779978563,1.0,11,9,0.07232746044272186,P5,encoded_column,2000,M04
delta_leak_recall,-0.19550000000000003,-0.2070025,-0.18440000000000004,0.0,500,20,0.026996101083012165,P5,encoded_column,2000,M04
delta_deletion_precision,-0.054733333333333335,-0.06106504166666666,-0.04870470833333334,0.0,500,20,0.01497870222909302,P5,encoded_column,2000,M04
delta_legit_retention,-0.011764583333333333,-0.01377084375000001,-0.010044124999999997,0.0,500,20,0.0043695173457483074,P5,encoded_column,2000,M04
delta_semantic_group_recall_full,-0.19550000000000003,-0.2071,-0.1841,0.0,500,20,0.026996101083012165,P5,encoded_column,2000,M04
delta_semantic_group_recall_any,-0.19550000000000003,-0.2076,-0.18460000000000001,0.0,500,20,0.026996101083012165,P5,encoded_column,2000,M04
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M04
delta_legacy_sdr,-0.08596265439910934,-0.12146704501330995,-0.054812707581451896,0.0,500,20,0.07898429966704662,P5,encoded_column,2000,M05
delta_directional_repair,-0.05003378545473937,-0.07448364513844997,-0.02879008685997677,0.0,500,20,0.053145196020783485,P5,encoded_column,2000,M05
delta_same_side_residual,0.05003378545473937,0.02876504488097722,0.0745776325517438,1.0,500,20,0.053145196020783485,P5,encoded_column,2000,M05
delta_overcorrection,0.03399263043590411,0.01876186037411646,0.052471044320771015,1.0,500,20,0.0396948442774257,P5,encoded_column,2000,M05
delta_introduced_distortion,0.001936238508465871,0.00039979259899701816,0.0038529223125907306,0.9988,500,20,0.004173409276367595,P5,encoded_column,2000,M05
delta_introduced_distortion_zero_opp,0.07162962569037785,0.031227403575617447,0.1155214615928879,1.0,11,7,0.06281109347138832,P5,encoded_column,2000,M05
delta_leak_recall,-0.2028,-0.21620250000000002,-0.19000000000000003,0.0,500,20,0.030624379692965983,P5,encoded_column,2000,M05
delta_deletion_precision,-0.057153333333333334,-0.06469170833333333,-0.04995654166666667,0.0,500,20,0.017368955972623897,P5,encoded_column,2000,M05
delta_legit_retention,-0.012362083333333336,-0.014673510416666669,-0.010329156250000002,0.0,500,20,0.005129017805356189,P5,encoded_column,2000,M05
delta_semantic_group_recall_full,-0.2028,-0.2171,-0.19030000000000002,0.0,500,20,0.030624379692965983,P5,encoded_column,2000,M05
delta_semantic_group_recall_any,-0.2028,-0.21669999999999998,-0.1902,0.0,500,20,0.030624379692965983,P5,encoded_column,2000,M05
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M05
delta_legacy_sdr,0.10120557840482028,0.0698513954680181,0.13108835948895872,1.0,500,20,0.07317011216916755,P5,encoded_column,2000,M06
delta_directional_repair,0.14020171147013852,0.11909946344373142,0.16263503050966177,1.0,500,20,0.05012681407085437,P5,encoded_column,2000,M06
delta_same_side_residual,-0.14020171147013852,-0.1623289954012554,-0.11824001668246512,0.0,500,20,0.05012681407085437,P5,encoded_column,2000,M06
delta_overcorrection,0.03899613306531823,0.02342376883930051,0.05735692164126698,1.0,500,20,0.040919674661544135,P5,encoded_column,2000,M06
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M06
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M06
delta_leak_recall,0.6788791666666667,0.6460665625,0.7088398958333334,1.0,500,20,0.07361259364886862,P5,encoded_column,2000,M06
delta_deletion_precision,0.5478683333333334,0.5376897916666667,0.557771875,1.0,500,20,0.023566989191073265,P5,encoded_column,2000,M06
delta_legit_retention,0.14268708333333333,0.13669208333333333,0.14861051041666665,1.0,500,20,0.013764152067134137,P5,encoded_column,2000,M06
delta_semantic_group_recall_full,0.5554000000000001,0.49339749999999993,0.6184999999999999,1.0,500,20,0.15014953949488596,P5,encoded_column,2000,M06
delta_semantic_group_recall_any,0.43019999999999997,0.41930000000000006,0.441,1.0,500,20,0.025603453714396866,P5,encoded_column,2000,M06
delta_partial_group_violation_rate,-0.1252,-0.18280249999999995,-0.06809500000000007,0.0,500,20,0.1350592852280649,P5,encoded_column,2000,M06
delta_legacy_sdr,-0.0018585108344262747,-0.04558822658102489,0.03815213479497764,0.4844,500,20,0.09769828710280287,P5,encoded_column,2000,M07
delta_directional_repair,0.08673185837651617,0.07747732550358992,0.09611157644608631,1.0,500,20,0.021980553572551225,P5,encoded_column,2000,M07
delta_same_side_residual,-0.08673185837651617,-0.09596149591753922,-0.07736244472199806,0.0,500,20,0.021980553572551225,P5,encoded_column,2000,M07
delta_overcorrection,0.08859036921094246,0.05554695735085197,0.12586790177633678,1.0,500,20,0.08262782673889653,P5,encoded_column,2000,M07
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M07
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M07
delta_leak_recall,0.8033000000000001,0.7924,0.8142000000000001,1.0,500,20,0.025688621277871162,P5,encoded_column,2000,M07
delta_deletion_precision,0.22474499999999997,0.20347275,0.24565041666666668,1.0,500,20,0.04966741230454068,P5,encoded_column,2000,M07
delta_legit_retention,0.04767875000000001,0.04234406250000001,0.05328634375000001,1.0,500,20,0.012712514691752058,P5,encoded_column,2000,M07
delta_semantic_group_recall_full,0.8033000000000001,0.7924974999999999,0.8142999999999999,1.0,500,20,0.025688621277871162,P5,encoded_column,2000,M07
delta_semantic_group_recall_any,0.8033000000000001,0.7924,0.8143024999999999,1.0,500,20,0.025688621277871162,P5,encoded_column,2000,M07
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M07
delta_legacy_sdr,-0.07766413627276689,-0.11464649184286467,-0.04499290216355933,0.0,500,20,0.08039609258877481,P5,encoded_column,2000,M08
delta_directional_repair,-0.019406705712516206,-0.03333508528289842,-0.007479572359452767,0.0,500,20,0.030080478242679513,P5,encoded_column,2000,M08
delta_same_side_residual,0.019406705712516206,0.007405279041609882,0.03318468531179153,1.0,500,20,0.030080478242679513,P5,encoded_column,2000,M08
delta_overcorrection,0.05825743056025069,0.033609212871157416,0.08663523310281676,1.0,500,20,0.062349486665112114,P5,encoded_column,2000,M08
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M08
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M08
delta_leak_recall,0.6011,0.4682975,0.7169025,1.0,500,20,0.3004210904363197,P5,encoded_column,2000,M08
delta_deletion_precision,0.1620466666666667,0.12181187500000001,0.19693299999999994,1.0,500,20,0.08730893485355985,P5,encoded_column,2000,M08
delta_legit_retention,0.03419208333333334,0.025893229166666674,0.041796843749999986,1.0,500,20,0.019006671742408887,P5,encoded_column,2000,M08
delta_semantic_group_recall_full,0.6011,0.46708999999999995,0.7165050000000001,1.0,500,20,0.3004210904363197,P5,encoded_column,2000,M08
delta_semantic_group_recall_any,0.6011,0.4658000000000001,0.7160025,1.0,500,20,0.3004210904363197,P5,encoded_column,2000,M08
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M08
delta_legacy_sdr,0.15985219552986224,0.12636248544940465,0.19042904871486604,1.0,500,20,0.07513424728536605,P5,encoded_column,2000,M09
delta_directional_repair,0.18702698253748157,0.16957894123241818,0.20508161848977632,1.0,500,20,0.04149244851431996,P5,encoded_column,2000,M09
delta_same_side_residual,-0.18702698253748157,-0.20469513559752406,-0.16975369249510844,0.0,500,20,0.04149244851431996,P5,encoded_column,2000,M09
delta_overcorrection,0.027174787007619345,0.009491823758390968,0.04991370078142655,1.0,500,20,0.047381797869567914,P5,encoded_column,2000,M09
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M09
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M09
delta_leak_recall,0.3238125,0.2915984375,0.357825625,1.0,500,20,0.07621221561672725,P5,encoded_column,2000,M09
delta_deletion_precision,0.49205000000000004,0.4617165,0.5220087499999999,1.0,500,20,0.0721420216416875,P5,encoded_column,2000,M09
delta_legit_retention,0.14662041666666667,0.13597667708333336,0.1564225625,1.0,500,20,0.0232757224991661,P5,encoded_column,2000,M09
delta_semantic_group_recall_full,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M09
delta_semantic_group_recall_any,0.1122,0.10389750000000002,0.12089999999999998,1.0,500,20,0.020229212852495737,P5,encoded_column,2000,M09
delta_partial_group_violation_rate,0.1122,0.10370000000000001,0.121,1.0,500,20,0.020229212852495737,P5,encoded_column,2000,M09
delta_legacy_sdr,0.09725981039533191,0.04999837128765841,0.13658438869779346,1.0,500,20,0.10054975786093245,P5,encoded_column,2000,M10
delta_directional_repair,0.1712554274274535,0.15404133986884916,0.18724543701198143,1.0,500,20,0.038220830273966055,P5,encoded_column,2000,M10
delta_same_side_residual,-0.1712554274274535,-0.18701288097441274,-0.1554141414112786,0.0,500,20,0.038220830273966055,P5,encoded_column,2000,M10
delta_overcorrection,0.07399561703212157,0.045898069880451746,0.10767603452246306,1.0,500,20,0.07244018256023806,P5,encoded_column,2000,M10
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M10
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M10
delta_leak_recall,0.8010999999999999,0.7903,0.8115999999999998,1.0,500,20,0.024797920116519108,P5,encoded_column,2000,M10
delta_deletion_precision,0.20679166666666665,0.190319375,0.22428016666666664,1.0,500,20,0.03911663751409822,P5,encoded_column,2000,M10
delta_legit_retention,0.04463654815772463,0.03999865847877612,0.04954715574229692,1.0,500,20,0.011148065098772739,P5,encoded_column,2000,M10
delta_semantic_group_recall_full,0.8010999999999999,0.7903,0.8119999999999999,1.0,500,20,0.024797920116519108,P5,encoded_column,2000,M10
delta_semantic_group_recall_any,0.8010999999999999,0.7901999999999999,0.8115,1.0,500,20,0.024797920116519108,P5,encoded_column,2000,M10
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M10
delta_legacy_sdr,0.14714035197066203,0.11406356440793816,0.17806533026299637,1.0,500,20,0.07574371029630361,P5,encoded_column,2000,M11
delta_directional_repair,0.18349083296691493,0.1643422014398469,0.20425529802267978,1.0,500,20,0.046367013394444434,P5,encoded_column,2000,M11
delta_same_side_residual,-0.18349083296691493,-0.20305879747480118,-0.16442081096483563,0.0,500,20,0.046367013394444434,P5,encoded_column,2000,M11
delta_overcorrection,0.03635048099625289,0.019764741788411123,0.05810494422891018,1.0,500,20,0.04541921235324181,P5,encoded_column,2000,M11
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,encoded_column,2000,M11
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,M11
delta_leak_recall,0.5704416666666667,0.5449989583333333,0.5951454166666666,1.0,500,20,0.05798132576465376,P5,encoded_column,2000,M11
delta_deletion_precision,0.5391599999999999,0.5202539166666666,0.558343125,1.0,500,20,0.044046026697492885,P5,encoded_column,2000,M11
delta_legit_retention,0.14156249999999998,0.13289419791666665,0.15066776041666666,1.0,500,20,0.020358042669072807,P5,encoded_column,2000,M11
delta_semantic_group_recall_full,0.2899999999999999,0.2561975,0.3256,1.0,500,20,0.08135173792340207,P5,encoded_column,2000,M11
delta_semantic_group_recall_any,0.3625,0.354,0.3713,1.0,500,20,0.02070214837567399,P5,encoded_column,2000,M11
delta_partial_group_violation_rate,0.07250000000000001,0.038197499999999995,0.10340249999999997,0.9998,500,20,0.07799021531070757,P5,encoded_column,2000,M11
delta_legacy_sdr,0.1559360621635211,0.13706871262852527,0.17418091664087387,1.0,500,20,0.043153497164107095,P5,semantic_group,500,M01
delta_directional_repair,0.16034146390630563,0.144675698086574,0.17664008703191983,1.0,500,20,0.037742762818557964,P5,semantic_group,500,M01
delta_same_side_residual,-0.16034146390630563,-0.17663250112183296,-0.14442372510819726,0.0,500,20,0.037742762818557964,P5,semantic_group,500,M01
delta_overcorrection,0.0044054017427845454,0.0015190127871180215,0.007890765224266736,0.9998,500,20,0.007512246342981516,P5,semantic_group,500,M01
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,500,M01
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,500,M01
delta_leak_recall,0.8183000000000001,0.7600975,0.8710000000000001,1.0,500,20,0.13066352932144779,P5,semantic_group,500,M01
delta_deletion_precision,0.8183000000000001,0.7589899999999998,0.8725999999999999,1.0,500,20,0.13066352932144779,P5,semantic_group,500,M01
delta_legit_retention,0.0487775,0.042244343749999975,0.05554189583333335,1.0,500,20,0.01565977757734543,P5,semantic_group,500,M01
delta_semantic_group_recall_full,0.8183000000000001,0.7605974999999999,0.8723025000000001,1.0,500,20,0.13066352932144779,P5,semantic_group,500,M01
delta_semantic_group_recall_any,0.8183000000000001,0.7595000000000001,0.8709000000000001,1.0,500,20,0.13066352932144779,P5,semantic_group,500,M01
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,500,M01
delta_legacy_sdr,0.18170094743405268,0.16183432685618523,0.200259485609496,1.0,500,20,0.04525147758271208,P5,semantic_group,500,M02
delta_directional_repair,0.18387908861719182,0.1663016500995169,0.20160212127743876,1.0,500,20,0.04213077663395177,P5,semantic_group,500,M02
delta_same_side_residual,-0.1838790886171918,-0.20137362807219092,-0.16601438799540683,0.0,500,20,0.04213077663395177,P5,semantic_group,500,M02
delta_overcorrection,0.002178141183139088,0.00025296549239678157,0.004529602322358599,0.9928,500,20,0.004991994653940058,P5,semantic_group,500,M02
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,500,M02
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,500,M02
delta_leak_recall,0.8943,0.859,0.9265025,1.0,500,20,0.07829841700355863,P5,semantic_group,500,M02
delta_deletion_precision,0.8943,0.8600974999999998,0.9264024999999999,1.0,500,20,0.07829841700355863,P5,semantic_group,500,M02
delta_legit_retention,0.05301583333333333,0.046958052083333326,0.05912339583333335,1.0,500,20,0.0146514002733787,P5,semantic_group,500,M02
delta_semantic_group_recall_full,0.8943,0.8586975,0.9252025,1.0,500,20,0.07829841700355863,P5,semantic_group,500,M02
delta_semantic_group_recall_any,0.8943,0.8591,0.9259000000000001,1.0,500,20,0.07829841700355863,P5,semantic_group,500,M02
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,500,M02
delta_legacy_sdr,-0.0473547841269228,-0.06826226982293727,-0.027919715779530493,0.0,500,20,0.047863390692671676,P5,semantic_group,500,M03
delta_directional_repair,-0.02215412869884397,-0.03454138392669021,-0.010936698423361448,0.0,500,20,0.028414395185440137,P5,semantic_group,500,M03
delta_same_side_residual,0.02215412869884397,0.01066337602650452,0.03534331028532127,1.0,500,20,0.028414395185440137,P5,semantic_group,500,M03
delta_overcorrection,0.024559153397367812,0.012214780922833894,0.03908448736311459,1.0,500,20,0.03172204604879458,P5,semantic_group,500,M03
delta_introduced_distortion,0.000641502030711025,6.276021220242569e-05,0.001466556533418606,0.9958,500,20,0.0017662486692605896,P5,semantic_group,500,M03
delta_introduced_distortion_zero_opp,0.03212556353064609,0.010341114046511958,0.05957444379037275,1.0,8,6,0.0344364655458929,P5,semantic_group,500,M03
delta_leak_recall,-0.051900000000000016,-0.057602500000000015,-0.04630000000000001,0.0,500,20,0.01352541467405947,P5,semantic_group,500,M03
delta_deletion_precision,-0.051900000000000016,-0.05780000000000002,-0.04620000000000001,0.0,500,20,0.01352541467405947,P5,semantic_group,500,M03
delta_legit_retention,-0.0032387500000000033,-0.003935427083333328,-0.0025683020833333456,0.0,500,20,0.001645708745006766,P5,semantic_group,500,M03
delta_semantic_group_recall_full,-0.051900000000000016,-0.05800000000000001,-0.04630000000000001,0.0,500,20,0.01352541467405947,P5,semantic_group,500,M03
delta_semantic_group_recall_any,-0.051900000000000016,-0.05770000000000001,-0.04610000000000001,0.0,500,20,0.01352541467405947,P5,semantic_group,500,M03
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P5,semantic_group,500,M03
delta_legacy_sdr,-0.04876822224316295,-0.06969345056042449,-0.02914964153283706,0.0,500,20,0.04763433781488057,P5,semantic_group,500,M04
delta_directional_repair,-0.03146810661933421,-0.046737791823048006,-0.017651225706111346,0.0,500,20,0.03447072362835843,P5,semantic_group,500,M04
delta_same_side_residual,0.031468106619334205,0.01777568698787045,0.04727771366023994,1.0,500,20,0.03447072362835843,P5,semantic_group,500,M04
delta_overcorrection,0.016404492570334342,0.008723493518063305,0.025279113558927598,1.0,500,20,0.01976354379583778,P5,semantic_group,500,M04
delta_introduced_distortion,0.0008956230534944192,0.0002510658395307091,0.0016952594743580784,0.9996,500,20,0.0016897593146124928,P5,semantic_group,500,M04
delta_introduced_distortion_zero_opp,0.04531205423068555,0.018282701994078596,0.07779571424413825,1.0,11,9,0.04932811456623595,P5,semantic_group,500,M04
delta_leak_recall,-0.056500000000000015,-0.06310000000000002,-0.04999750000000005,0.0,500,20,0.015132745950421559,P5,semantic_group,500,M04
delta_deletion_precision,-0.056500000000000015,-0.06290000000000001,-0.05000000000000001,0.0,500,20,0.015132745950421559,P5,semantic_group,500,M04
delta_legit_retention,-0.0035187500000000054,-0.00425923958333333,-0.002798750000000018,0.0,500,20,0.0017199144779329674,P5,semantic_group,500,M04
delta_semantic_group_recall_full,-0.056500000000000015,-0.06280000000000001,-0.05020000000000001,0.0,500,20,0.015132745950421559,P5,semantic_group,500,M04
delta_semantic_group_recall_any,-0.056500000000000015,-0.06300000000000001,-0.049900000000000014,0.0,500,20,0.015132745950421559,P5,semantic_group,500,M04
