metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,archetype
delta_semantic_group_recall_any,0.5168636363636363,0.4815454545454545,0.5380454545454545,1.0,1100,4,0.03506825300960979,P4,semantic_group,2000,sparse
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1100,4,0.0,P4,semantic_group,2000,sparse
delta_legacy_sdr,0.054392749652374124,0.01698571131490709,0.07595001527386269,0.9968,1100,4,0.03728349067615439,P5,encoded_column,500,drifting
delta_directional_repair,0.06258160648180063,0.03843587941473899,0.07696295490822493,1.0,1100,4,0.0242042769938925,P5,encoded_column,500,drifting
delta_same_side_residual,-0.06258160648180063,-0.07696295490822493,-0.038435879414739,0.0,1100,4,0.0242042769938925,P5,encoded_column,500,drifting
delta_overcorrection,0.007904587547945641,0.0010196155487605203,0.02069221875290681,1.0,1100,4,0.012706802700198909,P5,encoded_column,500,drifting
delta_introduced_distortion,0.0002842692814808486,1.4717307454737467e-05,0.000685788919114156,0.9958,1100,4,0.00042313150112597875,P5,encoded_column,500,drifting
delta_introduced_distortion_zero_opp,0.05036268109074693,0.008094519100105608,0.12437888198757767,1.0,6,3,0.06431536942153103,P5,encoded_column,500,drifting
delta_leak_recall,0.4275340909090909,0.3402026515151515,0.49225189393939395,1.0,1100,4,0.08758802265044648,P5,encoded_column,500,drifting
delta_deletion_precision,0.5587954545454545,0.4649545454545454,0.6290681818181818,1.0,1100,4,0.09738762330786045,P5,encoded_column,500,drifting
delta_legit_retention,0.034197618974163096,0.024908876050420185,0.0432000815850816,1.0,1100,4,0.010801605474221673,P5,encoded_column,500,drifting
delta_semantic_group_recall_full,0.38177272727272726,0.3016363636363636,0.43459090909090914,1.0,1100,4,0.07922439101836887,P5,encoded_column,500,drifting
delta_semantic_group_recall_any,0.5507727272727273,0.4649545454545454,0.6115454545454546,1.0,1100,4,0.08838537891875317,P5,encoded_column,500,drifting
delta_partial_group_violation_rate,0.16900000000000004,0.15863636363636363,0.1793636363636364,1.0,1100,4,0.013081225374569292,P5,encoded_column,500,drifting
delta_legacy_sdr,0.06739696079804472,0.06555140407368797,0.06924251752240146,1.0,1100,4,0.002261091176215161,P5,encoded_column,500,interaction
delta_directional_repair,0.0716656898780182,0.06712603014216482,0.07725617009168004,1.0,1100,4,0.005853340479299628,P5,encoded_column,500,interaction
delta_same_side_residual,-0.0716656898780182,-0.07725617009168004,-0.06712603014216482,0.0,1100,4,0.005853340479299628,P5,encoded_column,500,interaction
delta_overcorrection,0.004086748485397428,0.0010917169648314055,0.007517585640625777,0.9972,1100,4,0.003791878521050301,P5,encoded_column,500,interaction
delta_introduced_distortion,0.00018198059457606155,3.495111391594478e-05,0.00038437199635628957,0.9956,1100,4,0.00021620392804839726,P5,encoded_column,500,interaction
delta_introduced_distortion_zero_opp,0.03683095257876709,0.019223112653769626,0.046426846933848444,1.0,5,3,0.015269389102277724,P5,encoded_column,500,interaction
delta_leak_recall,0.4095511363636364,0.3673068181818182,0.45179545454545456,1.0,1100,4,0.04992245876513615,P5,encoded_column,500,interaction
delta_deletion_precision,0.549590909090909,0.5028181818181818,0.5963636363636364,1.0,1100,4,0.05728809317680868,P5,encoded_column,500,interaction
delta_legit_retention,0.033718193203854975,0.026805381016042757,0.04317761405261409,1.0,1100,4,0.009513273701560888,P5,encoded_column,500,interaction
delta_semantic_group_recall_full,0.3624545454545455,0.3163636363636364,0.40854545454545454,1.0,1100,4,0.05488871787409739,P5,encoded_column,500,interaction
delta_semantic_group_recall_any,0.5449090909090909,0.4934545454545454,0.5963636363636364,1.0,1100,4,0.06371112491564192,P5,encoded_column,500,interaction
delta_partial_group_violation_rate,0.18245454545454545,0.17409090909090907,0.194,1.0,1100,4,0.012367646408510815,P5,encoded_column,500,interaction
delta_legacy_sdr,0.050740825602308734,0.01824015118861017,0.07674617571429852,1.0,1100,4,0.03567369370491001,P5,encoded_column,500,linear
delta_directional_repair,0.0625647155716401,0.040877779192789926,0.08326927707581201,1.0,1100,4,0.023277992620086268,P5,encoded_column,500,linear
delta_same_side_residual,-0.0625647155716401,-0.08326927707581201,-0.040877779192789926,0.0,1100,4,0.023277992620086268,P5,encoded_column,500,linear
delta_overcorrection,0.011509890119890512,0.000977877778792587,0.02391715874963665,0.9826,1100,4,0.0142257925521035,P5,encoded_column,500,linear
delta_introduced_distortion,0.0003139998494408424,-2.7035984848485066e-05,0.0006550356837301699,0.94,1100,4,0.0004303442343495192,P5,encoded_column,500,linear
delta_introduced_distortion_zero_opp,0.034158478610131514,-0.007434895833333393,0.07937170060331833,0.9598,9,3,0.04351636207728479,P5,encoded_column,500,linear
delta_leak_recall,0.3890056818181818,0.32929166666666665,0.44871969696969694,1.0,1100,4,0.06917405958448972,P5,encoded_column,500,linear
delta_deletion_precision,0.5169318181818181,0.44495454545454544,0.5889090909090909,1.0,1100,4,0.08330350016953593,P5,encoded_column,500,linear
delta_legit_retention,0.031220453100820757,0.025576147186147185,0.036864759015494325,1.0,1100,4,0.007088907639219043,P5,encoded_column,500,linear
delta_semantic_group_recall_full,0.3452272727272727,0.28509090909090906,0.40536363636363637,1.0,1100,4,0.07042044140370828,P5,encoded_column,500,linear
delta_semantic_group_recall_any,0.5112272727272728,0.43354545454545457,0.5889090909090909,1.0,1100,4,0.09076647904930689,P5,encoded_column,500,linear
delta_partial_group_violation_rate,0.166,0.14845454545454545,0.18354545454545457,1.0,1100,4,0.02037716001158506,P5,encoded_column,500,linear
delta_legacy_sdr,0.059791448424216555,0.030388508597883564,0.08919438825054955,1.0,1100,4,0.03665075107122001,P5,encoded_column,500,nonlinear
delta_directional_repair,0.06594702168265819,0.041757858533249134,0.09013618483206723,1.0,1100,4,0.03005461868366886,P5,encoded_column,500,nonlinear
delta_same_side_residual,-0.06594702168265819,-0.09013618483206723,-0.041757858533249134,0.0,1100,4,0.03005461868366886,P5,encoded_column,500,nonlinear
delta_overcorrection,0.005820583051984142,0.000707344590013099,0.014397684005044552,0.9936,1100,4,0.008579991140560298,P5,encoded_column,500,nonlinear
delta_introduced_distortion,0.00033499020645747505,3.913322515171016e-08,0.0008837986029221218,0.9962,1100,4,0.00056736063331646,P5,encoded_column,500,nonlinear
delta_introduced_distortion_zero_opp,0.04341236346782104,2.1523273833440586e-05,0.10801504629629634,1.0,7,3,0.057036014540494576,P5,encoded_column,500,nonlinear
delta_leak_recall,0.40465530303030306,0.33943750000000006,0.4733465909090909,1.0,1100,4,0.08161189025695419,P5,encoded_column,500,nonlinear
delta_deletion_precision,0.5390227272727274,0.4568181818181818,0.615159090909091,1.0,1100,4,0.09448107875349565,P5,encoded_column,500,nonlinear
delta_legit_retention,0.03172969733697675,0.02922104182582126,0.03382966783216784,1.0,1100,4,0.0026092878429857212,P5,encoded_column,500,nonlinear
delta_semantic_group_recall_full,0.3586818181818182,0.30327272727272725,0.4152272727272727,1.0,1100,4,0.06987487833684959,P5,encoded_column,500,nonlinear
delta_semantic_group_recall_any,0.5313181818181818,0.45681818181818185,0.5920454545454545,1.0,1100,4,0.08345268037791806,P5,encoded_column,500,nonlinear
delta_partial_group_violation_rate,0.17263636363636364,0.15354545454545454,0.18754545454545457,1.0,1100,4,0.02130430187161539,P5,encoded_column,500,nonlinear
delta_legacy_sdr,0.036836205598540325,0.003998755441013626,0.06967365575606703,0.9814,1100,4,0.039296979830698575,P5,encoded_column,500,sparse
delta_directional_repair,0.049213924709755975,0.02617982855099024,0.07224802086852172,1.0,1100,4,0.02806164301404377,P5,encoded_column,500,sparse
delta_same_side_residual,-0.04921392470975597,-0.07224802086852171,-0.026179828550990235,0.0,1100,4,0.028061643014043763,P5,encoded_column,500,sparse
delta_overcorrection,0.01224295805799639,0.0025624953371150634,0.02192342077887772,1.0,1100,4,0.011402693239754496,P5,encoded_column,500,sparse
delta_introduced_distortion,0.0001347610532192478,0.0,0.00038647849664833937,0.9406,1100,4,0.0002539424444568631,P5,encoded_column,500,sparse
delta_introduced_distortion_zero_opp,0.07248648516139093,0.00326418821839074,0.1417087821043911,1.0,3,2,0.0978951111554085,P5,encoded_column,500,sparse
delta_leak_recall,0.39311363636363633,0.3189659090909091,0.4672613636363636,1.0,1100,4,0.0886611376497851,P5,encoded_column,500,sparse
delta_deletion_precision,0.5210681818181818,0.4335454545454545,0.6085909090909091,1.0,1100,4,0.10444058969988394,P5,encoded_column,500,sparse
delta_legit_retention,0.03083271740514388,0.026301344856124266,0.036064015151515166,1.0,1100,4,0.005514328850267071,P5,encoded_column,500,sparse
delta_semantic_group_recall_full,0.34790909090909095,0.28154545454545454,0.41427272727272724,1.0,1100,4,0.08013081590999936,P5,encoded_column,500,sparse
delta_semantic_group_recall_any,0.5154090909090909,0.4335454545454545,0.5972727272727273,1.0,1100,4,0.09914481436200301,P5,encoded_column,500,sparse
delta_partial_group_violation_rate,0.1675,0.15200000000000002,0.1835909090909091,1.0,1100,4,0.019876408763766968,P5,encoded_column,500,sparse
delta_legacy_sdr,0.044217391753917604,-0.021971235154086236,0.08154433540363487,0.954,1100,4,0.06632687246437216,P5,encoded_column,1000,drifting
delta_directional_repair,0.06936636779854066,0.03715603324067811,0.08673291209393487,1.0,1100,4,0.03223124001647035,P5,encoded_column,1000,drifting
delta_same_side_residual,-0.06936636779854066,-0.08673291209393488,-0.03715603324067811,0.0,1100,4,0.03223124001647035,P5,encoded_column,1000,drifting
delta_overcorrection,0.024662129344525472,0.004431570470865676,0.05737727641712027,1.0,1100,4,0.03354458158824566,P5,encoded_column,1000,drifting
delta_introduced_distortion,0.00048684670009756605,4.735307065815576e-05,0.0012444523651276968,0.9974,1100,4,0.0007531164869737765,P5,encoded_column,1000,drifting
delta_introduced_distortion_zero_opp,0.09314737754790992,0.017362792574657112,0.2213636523142788,1.0,6,3,0.11165079159839111,P5,encoded_column,1000,drifting
delta_leak_recall,0.4443825757575758,0.37448863636363633,0.49382575757575764,1.0,1100,4,0.0711732016739214,P5,encoded_column,1000,drifting
delta_deletion_precision,0.38722727272727275,0.3019545454545455,0.5108712121212121,1.0,1100,4,0.1300847702236444,P5,encoded_column,1000,drifting
delta_legit_retention,0.04436334665334665,0.03630041125541123,0.054092604895104916,1.0,1100,4,0.011040839618712911,P5,encoded_column,1000,drifting
delta_semantic_group_recall_full,0.3804090909090909,0.31113636363636366,0.42354545454545445,1.0,1100,4,0.06840591455426576,P5,encoded_column,1000,drifting
delta_semantic_group_recall_any,0.48631818181818187,0.4156818181818182,0.5276363636363637,1.0,1100,4,0.07194049806408062,P5,encoded_column,1000,drifting
delta_partial_group_violation_rate,0.1059090909090909,0.09799999999999999,0.11690909090909092,1.0,1100,4,0.011698225713692013,P5,encoded_column,1000,drifting
delta_legacy_sdr,0.06597399654860905,0.05539484152986997,0.07791643891314756,1.0,1100,4,0.012380688904562438,P5,encoded_column,1000,interaction
delta_directional_repair,0.08275509284817822,0.07548965066480276,0.08705917033112742,1.0,1100,4,0.0074336619276523545,P5,encoded_column,1000,interaction
delta_same_side_residual,-0.08275509284817822,-0.08705917033112742,-0.07548965066480276,0.0,1100,4,0.0074336619276523545,P5,encoded_column,1000,interaction
delta_overcorrection,0.016515494626878575,0.004973398071367549,0.028057591182389607,1.0,1100,4,0.014318887353871133,P5,encoded_column,1000,interaction
delta_introduced_distortion,0.0002656016726905819,2.19442137159456e-05,0.0006259679299679957,0.9968,1100,4,0.0003792764069296971,P5,encoded_column,1000,interaction
delta_introduced_distortion_zero_opp,0.04727650921461892,0.01206931754377008,0.07516615615789168,1.0,5,3,0.03217860479269081,P5,encoded_column,1000,interaction
delta_leak_recall,0.4380984848484849,0.39424621212121214,0.48195075757575756,1.0,1100,4,0.0540053708543342,P5,encoded_column,1000,interaction
delta_deletion_precision,0.3900454545454546,0.30059090909090913,0.5097045454545455,1.0,1100,4,0.12919514570962456,P5,encoded_column,1000,interaction
delta_legit_retention,0.044385812814636334,0.03697252164502162,0.053936985808309364,1.0,1100,4,0.01024009083908848,P5,encoded_column,1000,interaction
delta_semantic_group_recall_full,0.37263636363636365,0.3311818181818182,0.4140909090909091,1.0,1100,4,0.048982259114795645,P5,encoded_column,1000,interaction
delta_semantic_group_recall_any,0.4785,0.433,0.524,1.0,1100,4,0.05297358872049709,P5,encoded_column,1000,interaction
delta_partial_group_violation_rate,0.10586363636363637,0.0969090909090909,0.11886363636363637,1.0,1100,4,0.013314070106842506,P5,encoded_column,1000,interaction
delta_legacy_sdr,0.01723027375792871,-0.07803569798197502,0.0855186198033289,0.7276,1100,4,0.1019873545807685,P5,encoded_column,1000,linear
delta_directional_repair,0.0674461912514737,0.0293974696316614,0.09889738377448058,1.0,1100,4,0.03903745947388985,P5,encoded_column,1000,linear
delta_same_side_residual,-0.0674461912514737,-0.09889738377448058,-0.029397469631661403,0.0,1100,4,0.03903745947388985,P5,encoded_column,1000,linear
delta_overcorrection,0.0498349308525493,0.005985097633385942,0.1113161567712385,0.9952,1100,4,0.06543103516181614,P5,encoded_column,1000,linear
delta_introduced_distortion,0.00038098664099569873,-3.190340909090934e-05,0.0008853609625668457,0.9406,1100,4,0.0005723852579345268,P5,encoded_column,1000,linear
delta_introduced_distortion_zero_opp,0.0424791012007495,-0.008773437500000068,0.10821078431372559,0.9634,9,3,0.05982107701741355,P5,encoded_column,1000,linear
delta_leak_recall,0.4395340909090909,0.38676704545454543,0.4719015151515151,1.0,1100,4,0.05434362860682112,P5,encoded_column,1000,linear
delta_deletion_precision,0.3680378787878788,0.3009393939393939,0.4354318181818182,1.0,1100,4,0.07321332268313097,P5,encoded_column,1000,linear
delta_legit_retention,0.04273826408885231,0.03743927807486628,0.04723274029891679,1.0,1100,4,0.006079138794918124,P5,encoded_column,1000,linear
delta_semantic_group_recall_full,0.3749545454545455,0.32277272727272727,0.40290909090909094,1.0,1100,4,0.0523494035791853,P5,encoded_column,1000,linear
delta_semantic_group_recall_any,0.48304545454545456,0.43850000000000006,0.5079090909090909,1.0,1100,4,0.04409015931883586,P5,encoded_column,1000,linear
delta_partial_group_violation_rate,0.1080909090909091,0.10081818181818182,0.11672727272727271,1.0,1100,4,0.00926797263722804,P5,encoded_column,1000,linear
delta_legacy_sdr,0.06847733390000241,0.0353858552038239,0.1015688125961809,1.0,1100,4,0.03962077530694841,P5,encoded_column,1000,nonlinear
delta_directional_repair,0.07837443478104422,0.052649041568963426,0.104099827993125,1.0,1100,4,0.031516899129010394,P5,encoded_column,1000,nonlinear
delta_same_side_residual,-0.07837443478104422,-0.104099827993125,-0.052649041568963426,0.0,1100,4,0.031516899129010394,P5,encoded_column,1000,nonlinear
delta_overcorrection,0.009557411897361132,0.0025248532184235367,0.016589970576298727,1.0,1100,4,0.008472427879532386,P5,encoded_column,1000,nonlinear
delta_introduced_distortion,0.00033968898368067223,6.162178520555411e-06,0.0008510518684810572,0.9972,1100,4,0.0005364972156395158,P5,encoded_column,1000,nonlinear
delta_introduced_distortion_zero_opp,0.04500283483881107,0.0016945990931527379,0.10364087301587305,1.0,7,3,0.05267364448774152,P5,encoded_column,1000,nonlinear
delta_leak_recall,0.44105303030303034,0.37023863636363635,0.5118674242424243,1.0,1100,4,0.08779007953050884,P5,encoded_column,1000,nonlinear
delta_deletion_precision,0.3686515151515152,0.3336969696969697,0.40515909090909086,1.0,1100,4,0.04489522884793935,P5,encoded_column,1000,nonlinear
delta_legit_retention,0.04293504468570644,0.04125884199134197,0.044655118778280566,1.0,1100,4,0.002008277122092118,P5,encoded_column,1000,nonlinear
delta_semantic_group_recall_full,0.37536363636363634,0.31322727272727274,0.4360909090909091,1.0,1100,4,0.07744522635643496,P5,encoded_column,1000,nonlinear
delta_semantic_group_recall_any,0.47650000000000003,0.41395454545454546,0.5337272727272728,1.0,1100,4,0.07481170118109078,P5,encoded_column,1000,nonlinear
delta_partial_group_violation_rate,0.10113636363636364,0.09609090909090909,0.1065909090909091,1.0,1100,4,0.005734963571160196,P5,encoded_column,1000,nonlinear
delta_legacy_sdr,0.023926635103923444,-0.028073390675358093,0.06326997201937745,0.8296,1100,4,0.05694438369720895,P5,encoded_column,1000,sparse
delta_directional_repair,0.05717881903234728,0.02699269344959826,0.08592709728715585,1.0,1100,4,0.03700006826926842,P5,encoded_column,1000,sparse
delta_same_side_residual,-0.05717881903234728,-0.08592709728715585,-0.02699269344959826,0.0,1100,4,0.03700006826926842,P5,encoded_column,1000,sparse
delta_overcorrection,0.03305607311391428,0.016267116867702495,0.05494985651333409,1.0,1100,4,0.023893630568626666,P5,encoded_column,1000,sparse
delta_introduced_distortion,0.0001961108145095499,0.0,0.00047370829253596435,0.9418,1100,4,0.0002991389880168152,P5,encoded_column,1000,sparse
delta_introduced_distortion_zero_opp,0.0973537341392563,0.021014427681992312,0.17369304059652027,1.0,3,2,0.1079600825340187,P5,encoded_column,1000,sparse
delta_leak_recall,0.4190965909090909,0.3426174242424242,0.49557575757575756,1.0,1100,4,0.09149763055883098,P5,encoded_column,1000,sparse
delta_deletion_precision,0.3568787878787879,0.2841666666666667,0.4295909090909091,1.0,1100,4,0.09197345606615519,P5,encoded_column,1000,sparse
delta_legit_retention,0.04117108200622906,0.035305017825311924,0.04703714618714619,1.0,1100,4,0.007427640690615484,P5,encoded_column,1000,sparse
delta_semantic_group_recall_full,0.3544090909090909,0.28627272727272723,0.42254545454545456,1.0,1100,4,0.08087638085817303,P5,encoded_column,1000,sparse
delta_semantic_group_recall_any,0.45486363636363636,0.3916363636363636,0.518090909090909,1.0,1100,4,0.07977784236385065,P5,encoded_column,1000,sparse
delta_partial_group_violation_rate,0.10045454545454545,0.09018181818181817,0.11563636363636363,1.0,1100,4,0.015299039383588961,P5,encoded_column,1000,sparse
delta_legacy_sdr,0.01976138034713917,-0.0665888646844856,0.07666638147413724,0.7352,1100,4,0.0901988322568614,P5,encoded_column,2000,drifting
delta_directional_repair,0.07783223671214763,0.05034224245237209,0.09752348669363464,1.0,1100,4,0.029456032657224712,P5,encoded_column,2000,drifting
delta_same_side_residual,-0.07783223671214763,-0.09752348669363464,-0.05034224245237209,0.0,1100,4,0.029456032657224712,P5,encoded_column,2000,drifting
delta_overcorrection,0.05738594281163936,0.02062752336439947,0.11697250429820924,1.0,1100,4,0.060580752057431374,P5,encoded_column,2000,drifting
delta_introduced_distortion,0.0006849135533690948,5.8946096934923834e-05,0.001310881009803266,0.9952,1100,4,0.0007251252502208229,P5,encoded_column,2000,drifting
delta_introduced_distortion_zero_opp,0.11033917917357766,0.03242035331420811,0.17480699722777848,1.0,6,3,0.0721400464338186,P5,encoded_column,2000,drifting
delta_leak_recall,0.45436363636363636,0.4349166666666666,0.47015151515151515,1.0,1100,4,0.020892216144756913,P5,encoded_column,2000,drifting
delta_deletion_precision,0.23186363636363638,0.21023939393939395,0.2534878787878788,1.0,1100,4,0.025222083550384765,P5,encoded_column,2000,drifting
delta_legit_retention,0.05822726119468767,0.04981844155844156,0.0667536963036963,1.0,1100,4,0.010704590466580252,P5,encoded_column,2000,drifting
delta_semantic_group_recall_full,0.3855,0.36554545454545456,0.4021363636363636,1.0,1100,4,0.020911659921229512,P5,encoded_column,2000,drifting
delta_semantic_group_recall_any,0.39222727272727276,0.3821818181818182,0.3976363636363637,1.0,1100,4,0.01010509513356516,P5,encoded_column,2000,drifting
delta_partial_group_violation_rate,0.006727272727272729,-0.004590909090909091,0.01640909090909091,0.8754,1100,4,0.01251863624535541,P5,encoded_column,2000,drifting
delta_legacy_sdr,0.05963369036883395,0.05486339978250178,0.06336431975557032,1.0,1100,4,0.004960914352484287,P5,encoded_column,2000,interaction
delta_directional_repair,0.09359928547009694,0.08276392394673082,0.10443464699346304,1.0,1100,4,0.013024311770893337,P5,encoded_column,2000,interaction
delta_same_side_residual,-0.09359928547009694,-0.10443464699346304,-0.08276392394673082,0.0,1100,4,0.013024311770893337,P5,encoded_column,2000,interaction
delta_overcorrection,0.033653577004732566,0.024050990456863076,0.044981945793576,1.0,1100,4,0.01207561291385304,P5,encoded_column,2000,interaction
delta_introduced_distortion,0.0003120180965304081,5.9452160314801384e-05,0.0006394037415357562,0.9964,1100,4,0.00032745466625781983,P5,encoded_column,2000,interaction
delta_introduced_distortion_zero_opp,0.06712645918868691,0.0650617369110851,0.07092026430869408,1.0,5,3,0.003289814800875461,P5,encoded_column,2000,interaction
delta_leak_recall,0.40999621212121207,0.3759166666666667,0.4470189393939394,1.0,1100,4,0.04147545358309511,P5,encoded_column,2000,interaction
delta_deletion_precision,0.21713257575757575,0.1948780303030303,0.23745454545454545,1.0,1100,4,0.02450693552939523,P5,encoded_column,2000,interaction
delta_legit_retention,0.055146246204775616,0.04605544372294372,0.06493379781982724,1.0,1100,4,0.01033662098962666,P5,encoded_column,2000,interaction
delta_semantic_group_recall_full,0.34490909090909094,0.3155454545454546,0.3742727272727273,1.0,1100,4,0.03707932082789343,P5,encoded_column,2000,interaction
delta_semantic_group_recall_any,0.34713636363636363,0.3166818181818182,0.3761818181818182,1.0,1100,4,0.035839979523311735,P5,encoded_column,2000,interaction
delta_partial_group_violation_rate,0.002227272727272728,-0.017772727272727273,0.021,0.6394,1100,4,0.021358477778220874,P5,encoded_column,2000,interaction
delta_legacy_sdr,-0.0023802924090351035,-0.12213844223484857,0.08508436566419468,0.4678,1100,4,0.12086144145015361,P5,encoded_column,2000,linear
delta_directional_repair,0.07746773787528682,0.04055493151941865,0.11230860617575486,1.0,1100,4,0.04217852365586104,P5,encoded_column,2000,linear
delta_same_side_residual,-0.07746773787528682,-0.11230860617575486,-0.04055493151941865,0.0,1100,4,0.04217852365586104,P5,encoded_column,2000,linear
delta_overcorrection,0.07937874339213574,0.026326806399325088,0.1581917034025601,1.0,1100,4,0.08256078086722468,P5,encoded_column,2000,linear
delta_introduced_distortion,0.00046928689218618275,0.00010610795454545453,0.000832465829826911,0.9962,1100,4,0.0004344453304192346,P5,encoded_column,2000,linear
delta_introduced_distortion_zero_opp,0.054926047460581086,0.029179687499999996,0.08453761312217202,1.0,9,3,0.02788063563893086,P5,encoded_column,2000,linear
delta_leak_recall,0.42907765151515154,0.36014772727272726,0.47135037878787883,1.0,1100,4,0.06841702118956004,P5,encoded_column,2000,linear
delta_deletion_precision,0.21831287878787878,0.19753787878787876,0.24034924242424244,1.0,1100,4,0.02400488718924697,P5,encoded_column,2000,linear
delta_legit_retention,0.05465330419580419,0.0481368648018648,0.06079691142191143,1.0,1100,4,0.007997803991149478,P5,encoded_column,2000,linear
delta_semantic_group_recall_full,0.36718181818181816,0.29518181818181816,0.40881818181818186,1.0,1100,4,0.07350171003051882,P5,encoded_column,2000,linear
delta_semantic_group_recall_any,0.3695909090909091,0.3151818181818181,0.40322727272727277,1.0,1100,4,0.05410516746120941,P5,encoded_column,2000,linear
delta_partial_group_violation_rate,0.0024090909090909093,-0.015727272727272725,0.023681818181818182,0.5758,1100,4,0.02190607297207446,P5,encoded_column,2000,linear
delta_legacy_sdr,0.04281558807056631,-0.04958134615040613,0.12272748765658481,0.8232,1100,4,0.10737177919391105,P5,encoded_column,2000,nonlinear
delta_directional_repair,0.0876204980819352,0.04668003791636602,0.12856095824750435,1.0,1100,4,0.04887655326501369,P5,encoded_column,2000,nonlinear
delta_same_side_residual,-0.0876204980819352,-0.12856095824750435,-0.04668003791636602,0.0,1100,4,0.04887655326501369,P5,encoded_column,2000,nonlinear
delta_overcorrection,0.04410309799576633,0.005857127929964576,0.10337649374127941,1.0,1100,4,0.061841530030841176,P5,encoded_column,2000,nonlinear
delta_introduced_distortion,0.0007018120156025382,-2.3657339045044763e-05,0.0018840367965367974,0.932,1100,4,0.0012192599350773013,P5,encoded_column,2000,nonlinear
delta_introduced_distortion_zero_opp,0.09028700885693797,-0.00650576823738731,0.2302711640211641,0.9636,7,3,0.12415695819053195,P5,encoded_column,2000,nonlinear
delta_leak_recall,0.4526780303030303,0.4158295454545454,0.49183333333333334,1.0,1100,4,0.04763630921971086,P5,encoded_column,2000,nonlinear
delta_deletion_precision,0.22931742424242427,0.218819696969697,0.23981515151515154,1.0,1100,4,0.012135707841145156,P5,encoded_column,2000,nonlinear
delta_legit_retention,0.05750758697185168,0.052049761904761904,0.06333320845820847,1.0,1100,4,0.007068313106489141,P5,encoded_column,2000,nonlinear
delta_semantic_group_recall_full,0.3839090909090909,0.3498181818181818,0.42872727272727273,1.0,1100,4,0.04872308892034038,P5,encoded_column,2000,nonlinear
delta_semantic_group_recall_any,0.3911363636363636,0.3707272727272727,0.4146363636363637,1.0,1100,4,0.027582633175470432,P5,encoded_column,2000,nonlinear
delta_partial_group_violation_rate,0.007227272727272726,-0.014090909090909091,0.024954545454545455,0.759,1100,4,0.021936735984984895,P5,encoded_column,2000,nonlinear
delta_legacy_sdr,0.00228925194190268,-0.06229928855574223,0.06687779243954758,0.5488,1100,4,0.07922512537604301,P5,encoded_column,2000,sparse
delta_directional_repair,0.06657500891810056,0.03213038997008737,0.10101962786611375,1.0,1100,4,0.040957096086659386,P5,encoded_column,2000,sparse
delta_same_side_residual,-0.06657500891810056,-0.10101962786611376,-0.03213038997008737,0.0,1100,4,0.040957096086659386,P5,encoded_column,2000,sparse
delta_overcorrection,0.06412806356501626,0.033445507241644315,0.09854905998903897,1.0,1100,4,0.040397565749597235,P5,encoded_column,2000,sparse
delta_introduced_distortion,0.0001576934111816389,0.0,0.0003842528432627852,0.9358,1100,4,0.00024293187702593185,P5,encoded_column,2000,sparse
delta_introduced_distortion_zero_opp,0.07858886537403935,0.016285021551724125,0.14089270919635458,1.0,3,2,0.08811094092149337,P5,encoded_column,2000,sparse
delta_leak_recall,0.43380871212121214,0.38103598484848483,0.47494318181818185,1.0,1100,4,0.058191459170380176,P5,encoded_column,2000,sparse
delta_deletion_precision,0.21846439393939393,0.20197954545454544,0.2283378787878788,1.0,1100,4,0.016266885013926945,P5,encoded_column,2000,sparse
delta_legit_retention,0.054577479383361736,0.04776709956709957,0.060904668860551216,1.0,1100,4,0.007481936673337956,P5,encoded_column,2000,sparse
delta_semantic_group_recall_full,0.36763636363636365,0.31177272727272726,0.4044545454545455,1.0,1100,4,0.05826338978751308,P5,encoded_column,2000,sparse
delta_semantic_group_recall_any,0.3760909090909091,0.33340909090909093,0.40281818181818185,1.0,1100,4,0.04380535459175156,P5,encoded_column,2000,sparse
delta_partial_group_violation_rate,0.008454545454545456,-0.004863636363636364,0.023409090909090914,0.8708,1100,4,0.015796571793929574,P5,encoded_column,2000,sparse
delta_legacy_sdr,0.10726142011337145,0.060239276412959696,0.13221164135676958,1.0,1100,4,0.047231856721262816,P5,semantic_group,500,drifting
delta_directional_repair,0.1154662771193733,0.08157773056012314,0.1343273193222261,1.0,1100,4,0.034245967980644665,P5,semantic_group,500,drifting
delta_same_side_residual,-0.1154662771193733,-0.1343273193222261,-0.08157773056012316,0.0,1100,4,0.034245967980644665,P5,semantic_group,500,drifting
delta_overcorrection,0.00792247957882543,0.0011067600213395554,0.020638042242086103,1.0,1100,4,0.012632615109033019,P5,semantic_group,500,drifting
delta_introduced_distortion,0.00028237742717640595,1.3020740395041974e-05,0.0006945493025253262,0.997,1100,4,0.00043125888385348135,P5,semantic_group,500,drifting
delta_introduced_distortion_zero_opp,0.05011982836170634,0.007161407217273086,0.12614047092676428,1.0,6,3,0.0660214909271716,P5,semantic_group,500,drifting
delta_leak_recall,0.613,0.517090909090909,0.6722727272727272,1.0,1100,4,0.09754287042243495,P5,semantic_group,500,drifting
delta_deletion_precision,0.613,0.517090909090909,0.6722727272727272,1.0,1100,4,0.09754287042243495,P5,semantic_group,500,drifting
delta_legit_retention,0.03631959981195275,0.025815173160173142,0.04682402646373236,1.0,1100,4,0.013199935578556119,P5,semantic_group,500,drifting
