metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,mechanism_family
delta_semantic_group_recall_any,0.795375,0.78575,0.8041499999999999,1.0,2000,20,0.02156378237986823,P4,semantic_group,2000,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,2000,boundary
delta_legacy_sdr,0.0013676738445782479,-0.04520676631558501,0.04157124573633032,0.5302,1500,20,0.10198206662153039,P4,semantic_group,2000,simple
delta_directional_repair,0.08009501201463182,0.06440489757366143,0.09415063779123889,1.0,1500,20,0.034473467287784575,P4,semantic_group,2000,simple
delta_same_side_residual,-0.08009501201463182,-0.09424738033161446,-0.06525963324202583,0.0,1500,20,0.034473467287784575,P4,semantic_group,2000,simple
delta_overcorrection,0.07822042616924238,0.05061813623257567,0.1104666128603611,1.0,1500,20,0.07066902481004768,P4,semantic_group,2000,simple
delta_introduced_distortion,0.0005069120008111656,5.980497000155893e-05,0.0012508396521590463,0.9974,1500,20,0.0014688244245095294,P4,semantic_group,2000,simple
delta_introduced_distortion_zero_opp,0.07751373977022051,0.027522524521748224,0.1490472331867781,0.9996,8,6,0.08571576338825651,P4,semantic_group,2000,simple
delta_leak_recall,0.47223333333333334,0.46046583333333335,0.4838341666666666,1.0,1500,20,0.027703758691088026,P4,semantic_group,2000,simple
delta_deletion_precision,0.13160666666666668,0.11967566666666668,0.1434325277777778,1.0,1500,20,0.027878480245858334,P4,semantic_group,2000,simple
delta_legit_retention,0.02782,0.024989385416666683,0.03068092708333334,1.0,1500,20,0.006641569267325582,P4,semantic_group,2000,simple
delta_semantic_group_recall_full,0.47223333333333334,0.46016583333333333,0.48336666666666667,1.0,1500,20,0.027703758691088026,P4,semantic_group,2000,simple
delta_semantic_group_recall_any,0.47223333333333334,0.4602325,0.4836666666666666,1.0,1500,20,0.027703758691088026,P4,semantic_group,2000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P4,semantic_group,2000,simple
delta_legacy_sdr,-0.04449878587460671,-0.0839514321062572,-0.008823027984183477,0.0058,2000,20,0.08900134321248147,P4,semantic_group,2000,structured
delta_directional_repair,0.011958762129725489,-0.00525674100156725,0.0277257278147127,0.916,2000,20,0.038877174464575705,P4,semantic_group,2000,structured
delta_same_side_residual,-0.01195876212972549,-0.027228333423309298,0.005405050727712642,0.0858,2000,20,0.038877174464575705,P4,semantic_group,2000,structured
delta_overcorrection,0.05548416703511473,0.03467108809990765,0.07996873952386371,1.0,2000,20,0.05288248077078063,P4,semantic_group,2000,structured
delta_introduced_distortion,0.0009733809692174704,0.0005049090787418966,0.0015225782999405582,1.0,2000,20,0.0011915851978635547,P4,semantic_group,2000,structured
delta_introduced_distortion_zero_opp,0.08955180036954481,0.05486028173751632,0.13021806499926106,1.0,22,13,0.07032530818907748,P4,semantic_group,2000,structured
delta_leak_recall,0.2805,0.26077375,0.298275625,1.0,2000,20,0.04469928764297563,P4,semantic_group,2000,structured
delta_deletion_precision,0.17065901515151516,0.1628625928030303,0.1786876316287879,1.0,2000,20,0.01801333142365791,P4,semantic_group,2000,structured
delta_legit_retention,0.016312395833333337,0.014692177083333337,0.018000427083333347,1.0,2000,20,0.003922254405473169,P4,semantic_group,2000,structured
delta_semantic_group_recall_full,0.2805,0.26052375,0.29862500000000003,1.0,2000,20,0.04469928764297563,P4,semantic_group,2000,structured
delta_semantic_group_recall_any,0.2805,0.2605993750000001,0.298925,1.0,2000,20,0.04469928764297563,P4,semantic_group,2000,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,2000,structured
delta_legacy_sdr,0.09990430220134365,0.0899485783887726,0.10926259720041494,1.0,2000,20,0.022779722806540396,P5,encoded_column,500,boundary
delta_directional_repair,0.10092420688622135,0.09166163339716606,0.11007444183235256,1.0,2000,20,0.02157896520930908,P5,encoded_column,500,boundary
delta_same_side_residual,-0.10092420688622135,-0.11012405770077807,-0.09193577245705799,0.0,2000,20,0.021578965209309076,P5,encoded_column,500,boundary
delta_overcorrection,0.001019904684877657,0.0002930920352796395,0.0018849268475531354,0.9994,2000,20,0.0018747561484166065,P5,encoded_column,500,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P5,encoded_column,500,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,500,boundary
delta_leak_recall,0.6013385416666666,0.584980703125,0.6165324999999999,1.0,2000,20,0.03721986734246728,P5,encoded_column,500,boundary
delta_deletion_precision,0.8478125000000001,0.827349375,0.8670009375,1.0,2000,20,0.046206264883386604,P5,encoded_column,500,boundary
delta_legit_retention,0.0507555240115277,0.04665725237017886,0.05510426609701574,1.0,2000,20,0.0101063079521261,P5,encoded_column,500,boundary
delta_semantic_group_recall_full,0.49849999999999994,0.48495,0.5103,1.0,2000,20,0.029142571500885266,P5,encoded_column,500,boundary
delta_semantic_group_recall_any,0.838775,0.81965,0.8567256249999999,1.0,2000,20,0.043087876851603486,P5,encoded_column,500,boundary
delta_partial_group_violation_rate,0.340275,0.331324375,0.349325625,1.0,2000,20,0.020776679107519614,P5,encoded_column,500,boundary
delta_legacy_sdr,0.09650394344054973,0.07806878102963248,0.1134594070356627,1.0,1500,20,0.041770093771199245,P5,encoded_column,500,simple
delta_directional_repair,0.10726687463149458,0.0942055252295885,0.12003354412240821,1.0,1500,20,0.030580643389325337,P5,encoded_column,500,simple
delta_same_side_residual,-0.10726687463149458,-0.12012878374297999,-0.0945134269427458,0.0,1500,20,0.030580643389325337,P5,encoded_column,500,simple
delta_overcorrection,0.01052671230829395,0.005011226242259345,0.016940674327157935,1.0,1500,20,0.01410159908316164,P5,encoded_column,500,simple
delta_introduced_distortion,0.00023621888265088438,2.5889625003844525e-05,0.0005762516388286999,0.9966,1500,20,0.0006574690022825681,P5,encoded_column,500,simple
delta_introduced_distortion_zero_opp,0.03583041978840887,0.01200222194365213,0.06629737783190981,1.0,8,6,0.03844338528480718,P5,encoded_column,500,simple
delta_leak_recall,0.5511666666666666,0.5201,0.5790666666666666,1.0,1500,20,0.06956401402150128,P5,encoded_column,500,simple
delta_deletion_precision,0.5511666666666666,0.5190975,0.5789683333333334,1.0,1500,20,0.06956401402150128,P5,encoded_column,500,simple
delta_legit_retention,0.032653749999999995,0.02876984375,0.03667756250000001,1.0,1500,20,0.009365100416514711,P5,encoded_column,500,simple
delta_semantic_group_recall_full,0.5511666666666666,0.5204308333333333,0.5795674999999999,1.0,1500,20,0.06956401402150128,P5,encoded_column,500,simple
delta_semantic_group_recall_any,0.5511666666666666,0.5197658333333334,0.5791,1.0,1500,20,0.06956401402150128,P5,encoded_column,500,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P5,encoded_column,500,simple
delta_legacy_sdr,-0.024245255240239513,-0.04144640690735133,-0.007578075271360862,0.0016,2000,20,0.03913876863041279,P5,encoded_column,500,structured
delta_directional_repair,-0.009789235781712074,-0.020913406315577386,0.0011247280180909421,0.0394,2000,20,0.025432500070740525,P5,encoded_column,500,structured
delta_same_side_residual,0.009789235781712072,-0.00046899014528670153,0.020762138206089083,0.9682,2000,20,0.025432500070740525,P5,encoded_column,500,structured
delta_overcorrection,0.013945683078669644,0.007416321025911089,0.02134389943609058,1.0,2000,20,0.016743406196178996,P5,encoded_column,500,structured
delta_introduced_distortion,0.0005103363798577982,0.00020373065599360663,0.0008689223609171425,1.0,2000,20,0.0007826195874030142,P5,encoded_column,500,structured
delta_introduced_distortion_zero_opp,0.048567603724557214,0.02370862674987558,0.0754087164171062,1.0,22,13,0.04967497989816638,P5,encoded_column,500,structured
delta_leak_recall,0.098409375,0.048157031249999996,0.14901265624999993,1.0,2000,20,0.11861889659545408,P5,encoded_column,500,structured
delta_deletion_precision,0.21578749999999997,0.1555821875,0.2736878125,1.0,2000,20,0.1378463168618169,P5,encoded_column,500,structured
delta_legit_retention,0.013688437500000001,0.010153846354166666,0.01736742187499999,1.0,2000,20,0.008342113260600479,P5,encoded_column,500,structured
delta_semantic_group_recall_full,0.07594999999999999,0.027224375,0.12332499999999999,0.999,2000,20,0.11292346033812832,P5,encoded_column,500,structured
delta_semantic_group_recall_any,0.20735,0.15089875,0.26191124999999976,1.0,2000,20,0.13233471319268225,P5,encoded_column,500,structured
delta_partial_group_violation_rate,0.13140000000000002,0.11782437499999998,0.144000625,1.0,2000,20,0.03042012837787368,P5,encoded_column,500,structured
delta_legacy_sdr,0.09836044453618463,0.07780540303835677,0.11532797158100795,1.0,2000,20,0.04322128860083669,P5,encoded_column,1000,boundary
delta_directional_repair,0.11884934866146894,0.10735604341618696,0.13057176970201104,1.0,2000,20,0.02647736455056377,P5,encoded_column,1000,boundary
delta_same_side_residual,-0.11884934866146894,-0.12991109761587127,-0.10779272325842307,0.0,2000,20,0.02647736455056377,P5,encoded_column,1000,boundary
delta_overcorrection,0.020488904125284285,0.01031679533606171,0.03342064537652305,1.0,2000,20,0.027130846111353555,P5,encoded_column,1000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P5,encoded_column,1000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,1000,boundary
delta_leak_recall,0.6811687499999999,0.6631863020833333,0.698308359375,1.0,2000,20,0.040730142223700444,P5,encoded_column,1000,boundary
delta_deletion_precision,0.6173666666666667,0.5667230208333334,0.6732934374999999,1.0,2000,20,0.12580923261706953,P5,encoded_column,1000,boundary
delta_legit_retention,0.07111322347015728,0.0668577364347662,0.07556262716346153,1.0,2000,20,0.010240088580749332,P5,encoded_column,1000,boundary
delta_semantic_group_recall_full,0.5479,0.530374375,0.564050625,1.0,2000,20,0.039857509363124786,P5,encoded_column,1000,boundary
delta_semantic_group_recall_any,0.7455,0.737324375,0.752775625,1.0,2000,20,0.01826486417025581,P5,encoded_column,1000,boundary
delta_partial_group_violation_rate,0.19760000000000003,0.185,0.21167499999999997,1.0,2000,20,0.03115436946629004,P5,encoded_column,1000,boundary
delta_legacy_sdr,0.05514531669807453,0.016524658217168697,0.08644786687004062,0.9968,1500,20,0.08355289088303218,P5,encoded_column,1000,simple
delta_directional_repair,0.09676443154802197,0.08227366944679994,0.10993201829641598,1.0,1500,20,0.032568942276048556,P5,encoded_column,1000,simple
delta_same_side_residual,-0.09676443154802197,-0.1102175752935587,-0.08208537291360654,0.0,1500,20,0.032568942276048556,P5,encoded_column,1000,simple
delta_overcorrection,0.04133905775715567,0.02060394483355272,0.06756736813734597,1.0,1500,20,0.05609940445122289,P5,encoded_column,1000,simple
delta_introduced_distortion,0.00028005709279178733,4.825462524315682e-05,0.0006038525922252644,0.9996,1500,20,0.0006763528170480725,P5,encoded_column,1000,simple
delta_introduced_distortion_zero_opp,0.047165832277038224,0.021970607597050825,0.07615833579408367,1.0,8,6,0.03776612889747431,P5,encoded_column,1000,simple
delta_leak_recall,0.5422666666666667,0.5174991666666666,0.5647341666666666,1.0,1500,20,0.055695244266616956,P5,encoded_column,1000,simple
delta_deletion_precision,0.31500000000000006,0.2587394444444444,0.37963347222222227,1.0,1500,20,0.14093272788168879,P5,encoded_column,1000,simple
delta_legit_retention,0.032077361111111105,0.02847243402777776,0.0361184201388889,1.0,1500,20,0.0089737554713953,P5,encoded_column,1000,simple
delta_semantic_group_recall_full,0.5422666666666667,0.518365,0.5665341666666668,1.0,1500,20,0.055695244266616956,P5,encoded_column,1000,simple
delta_semantic_group_recall_any,0.5422666666666667,0.5183991666666666,0.5649683333333334,1.0,1500,20,0.055695244266616956,P5,encoded_column,1000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P5,encoded_column,1000,simple
delta_legacy_sdr,-0.01881533497433086,-0.04720415286136228,0.004556852926339828,0.0692,2000,20,0.06132823000034433,P5,encoded_column,1000,structured
delta_directional_repair,0.003893825818885816,-0.013229027122490933,0.018500966990692595,0.6936,2000,20,0.03629758846942453,P5,encoded_column,1000,structured
delta_same_side_residual,-0.003893825818885816,-0.017756551756916334,0.013209146930061245,0.304,2000,20,0.03629758846942453,P5,encoded_column,1000,structured
delta_overcorrection,0.022001124466224778,0.011498512543264458,0.03531212932287429,1.0,2000,20,0.028135914757651388,P5,encoded_column,1000,structured
delta_introduced_distortion,0.0007080363269918973,0.00026679256789291213,0.0012917026917349708,1.0,2000,20,0.0012032580267915787,P5,encoded_column,1000,structured
delta_introduced_distortion_zero_opp,0.06377601585613958,0.029817395543116226,0.10247646069402067,1.0,22,13,0.06978929605509106,P5,encoded_column,1000,structured
delta_leak_recall,0.11232187499999999,0.0602740625,0.16176875,1.0,2000,20,0.11949542058467026,P5,encoded_column,1000,structured
delta_deletion_precision,0.17534583333333337,0.13782041666666667,0.2109334375,1.0,2000,20,0.08665402351689543,P5,encoded_column,1000,structured
delta_legit_retention,0.023405208333333326,0.019371434895833334,0.02737517708333333,1.0,2000,20,0.009416911105836097,P5,encoded_column,1000,structured
delta_semantic_group_recall_full,0.06717500000000001,0.019425000000000005,0.11307874999999995,0.9986,2000,20,0.10980404495952635,P5,encoded_column,1000,structured
delta_semantic_group_recall_any,0.15637500000000001,0.10689562500000002,0.20413124999999988,1.0,2000,20,0.11778871304608364,P5,encoded_column,1000,structured
delta_partial_group_violation_rate,0.0892,0.07947437499999999,0.09705,1.0,2000,20,0.021067185758650197,P5,encoded_column,1000,structured
delta_legacy_sdr,0.085936807484097,0.04875519168398584,0.11906862055947455,1.0,2000,20,0.08241256285734457,P5,encoded_column,2000,boundary
delta_directional_repair,0.1454199575602558,0.1297294466404651,0.16042727785147792,1.0,2000,20,0.035870432541928794,P5,encoded_column,2000,boundary
delta_same_side_residual,-0.1454199575602558,-0.1606515712709006,-0.12970490849033675,0.0,2000,20,0.035870432541928794,P5,encoded_column,2000,boundary
delta_overcorrection,0.059483150076158786,0.03748942756063942,0.08529764585002808,1.0,2000,20,0.05748555601989967,P5,encoded_column,2000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P5,encoded_column,2000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,encoded_column,2000,boundary
delta_leak_recall,0.7134302083333334,0.6986423697916667,0.7278417968750001,1.0,2000,20,0.03416981310060156,P5,encoded_column,2000,boundary
delta_deletion_precision,0.37964125,0.36463703125,0.39433304166666666,1.0,2000,20,0.0346367681117423,P5,encoded_column,2000,boundary
delta_legit_retention,0.09414122037276448,0.08818226667205345,0.100297682934039,1.0,2000,20,0.014272041594251397,P5,encoded_column,2000,boundary
delta_semantic_group_recall_full,0.61245,0.588798125,0.6361012500000001,1.0,2000,20,0.05609341362969078,P5,encoded_column,2000,boundary
delta_semantic_group_recall_any,0.599275,0.5943750000000001,0.6042249999999999,1.0,2000,20,0.011722083297865837,P5,encoded_column,2000,boundary
delta_partial_group_violation_rate,-0.013174999999999997,-0.035325625,0.008176874999999972,0.113,2000,20,0.0502049156221936,P5,encoded_column,2000,boundary
delta_legacy_sdr,0.005120748661573138,-0.03954117293812425,0.044446263532226984,0.6054,1500,20,0.09972845523396659,P5,encoded_column,2000,simple
delta_directional_repair,0.08057912607661247,0.06549168169284914,0.09484181197853402,1.0,1500,20,0.03416867668353127,P5,encoded_column,2000,simple
delta_same_side_residual,-0.08057912607661247,-0.09439605567694463,-0.06513497936703003,0.0,1500,20,0.03416867668353127,P5,encoded_column,2000,simple
delta_overcorrection,0.07500679243068653,0.047410889467763825,0.10454465014662144,1.0,1500,20,0.06903954911683431,P5,encoded_column,2000,simple
delta_introduced_distortion,0.00045158498435278645,5.5927921747373566e-05,0.001087359123093802,0.998,1500,20,0.0013276576175934914,P5,encoded_column,2000,simple
delta_introduced_distortion_zero_opp,0.06807654822644453,0.022460870937289334,0.13422365340521364,1.0,8,6,0.07836579510361717,P5,encoded_column,2000,simple
delta_leak_recall,0.4718333333333334,0.4558316666666666,0.48970166666666676,1.0,1500,20,0.04027035825996543,P5,encoded_column,2000,simple
delta_deletion_precision,0.1308083333333333,0.11984625000000002,0.1411939027777778,1.0,1500,20,0.025234423942739354,P5,encoded_column,2000,simple
delta_legit_retention,0.027665138888888902,0.025061642361111122,0.030343781250000017,1.0,1500,20,0.006266097688581991,P5,encoded_column,2000,simple
delta_semantic_group_recall_full,0.4718333333333334,0.45539833333333335,0.4904675,1.0,1500,20,0.04027035825996543,P5,encoded_column,2000,simple
delta_semantic_group_recall_any,0.4718333333333334,0.45576583333333337,0.4904,1.0,1500,20,0.04027035825996543,P5,encoded_column,2000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P5,encoded_column,2000,simple
delta_legacy_sdr,-0.022611578904602987,-0.05607521137227535,0.007363971453518699,0.0762,2000,20,0.07522541095880185,P5,encoded_column,2000,structured
delta_directional_repair,0.01584781976394679,-0.0016152744026786663,0.031891344124447094,0.9628,2000,20,0.038621316951383725,P5,encoded_column,2000,structured
delta_same_side_residual,-0.01584781976394679,-0.03191325618459542,0.0016663485399090114,0.0362,2000,20,0.03862131695138373,P5,encoded_column,2000,structured
delta_overcorrection,0.03751893922393594,0.02215385743338645,0.05615039123986781,1.0,2000,20,0.039153678278186,P5,encoded_column,2000,structured
delta_introduced_distortion,0.0009404594446138345,0.00046701627095660725,0.0014933016072828044,1.0,2000,20,0.0012097743785566262,P5,encoded_column,2000,structured
delta_introduced_distortion_zero_opp,0.08597705570419775,0.052642707816870166,0.12383035282959873,1.0,22,13,0.07048452247606793,P5,encoded_column,2000,structured
delta_leak_recall,0.13165312499999998,0.09098117187499999,0.165869765625,1.0,2000,20,0.08755336595123825,P5,encoded_column,2000,structured
delta_deletion_precision,0.13555250000000002,0.12250706249999997,0.14827353124999998,1.0,2000,20,0.030207468420769937,P5,encoded_column,2000,structured
delta_legit_retention,0.03917145833333333,0.0360472578125,0.04236324479166666,1.0,2000,20,0.0075009597369611125,P5,encoded_column,2000,structured
delta_semantic_group_recall_full,0.0507,0.015319374999999998,0.08157624999999998,0.9974,2000,20,0.07837534521035365,P5,encoded_column,2000,structured
delta_semantic_group_recall_any,0.07875000000000001,0.04227375,0.10877624999999998,1.0,2000,20,0.07990874729800763,P5,encoded_column,2000,structured
delta_partial_group_violation_rate,0.02805,0.025975000000000005,0.030224999999999995,1.0,2000,20,0.005057303213123934,P5,encoded_column,2000,structured
delta_legacy_sdr,0.20647823267619797,0.18701830351387508,0.22577531532630823,1.0,2000,20,0.04472731340438412,P5,semantic_group,500,boundary
delta_directional_repair,0.20750638120224546,0.18857661358686925,0.2255838675915742,1.0,2000,20,0.043481314071307786,P5,semantic_group,500,boundary
delta_same_side_residual,-0.20750638120224546,-0.22602091795780566,-0.18877450385988384,0.0,2000,20,0.043481314071307786,P5,semantic_group,500,boundary
delta_overcorrection,0.0010281485260474669,0.0002905589445227452,0.0018983130520872009,0.9998,2000,20,0.0018819481276103926,P5,semantic_group,500,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,500,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,500,boundary
delta_leak_recall,0.91845,0.90025,0.9346012500000002,1.0,2000,20,0.03928803889226337,P5,semantic_group,500,boundary
delta_deletion_precision,0.91845,0.9003743749999998,0.9344012499999997,1.0,2000,20,0.03928803889226337,P5,semantic_group,500,boundary
delta_legit_retention,0.053560605095884506,0.047760177926026166,0.05946595255433905,1.0,2000,20,0.013819233427173562,P5,semantic_group,500,boundary
delta_semantic_group_recall_full,0.91845,0.9010993749999999,0.9345006249999999,1.0,2000,20,0.03928803889226337,P5,semantic_group,500,boundary
delta_semantic_group_recall_any,0.91845,0.9005743749999999,0.9347518749999999,1.0,2000,20,0.03928803889226337,P5,semantic_group,500,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,500,boundary
delta_legacy_sdr,0.09676074182355034,0.07881215324410566,0.11383043496267739,1.0,1500,20,0.041133701797101345,P5,semantic_group,500,simple
delta_directional_repair,0.10735547460821784,0.09462748317910567,0.12023476722350915,1.0,1500,20,0.03006828070440766,P5,semantic_group,500,simple
delta_same_side_residual,-0.10735547460821784,-0.12020697071930848,-0.0940687594977203,0.0,1500,20,0.03006828070440766,P5,semantic_group,500,simple
delta_overcorrection,0.010380898774430481,0.0049721769571755906,0.0167039847044298,1.0,1500,20,0.013898808857871871,P5,semantic_group,500,simple
delta_introduced_distortion,0.00021383401023700836,1.911402891202936e-05,0.0005084045151590942,0.9962,1500,20,0.0005887495564201965,P5,semantic_group,500,simple
delta_introduced_distortion_zero_opp,0.03212556353064609,0.010111123068922609,0.0595687713235829,1.0,8,6,0.0344364655458929,P5,semantic_group,500,simple
delta_leak_recall,0.5535666666666665,0.522895,0.5811675,1.0,1500,20,0.06827747824200685,P5,semantic_group,500,simple
delta_deletion_precision,0.5535666666666665,0.5242983333333333,0.5818,1.0,1500,20,0.06827747824200685,P5,semantic_group,500,simple
delta_legit_retention,0.03285152777777778,0.02882228124999999,0.036850781250000006,1.0,1500,20,0.00953905690430767,P5,semantic_group,500,simple
delta_semantic_group_recall_full,0.5535666666666665,0.5216983333333334,0.5815683333333334,1.0,1500,20,0.06827747824200685,P5,semantic_group,500,simple
delta_semantic_group_recall_any,0.5535666666666665,0.5212333333333333,0.5816341666666668,1.0,1500,20,0.06827747824200685,P5,semantic_group,500,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P5,semantic_group,500,simple
delta_legacy_sdr,0.019855060776891816,-0.0005367037198828837,0.03777255526873369,0.9718,2000,20,0.045589412119875744,P5,semantic_group,500,structured
delta_directional_repair,0.03423493599033626,0.020273433201590467,0.046452309364152226,1.0,2000,20,0.030727815402853468,P5,semantic_group,500,structured
delta_same_side_residual,-0.03423493599033626,-0.04618529137320172,-0.020322409655228375,0.0,2000,20,0.030727815402853464,P5,semantic_group,500,structured
delta_overcorrection,0.013870447582501097,0.007259798342278047,0.02152082587673558,1.0,2000,20,0.016569346400947038,P5,semantic_group,500,structured
delta_introduced_distortion,0.0005094276309433526,0.00020863483131625566,0.0008632063205454665,1.0,2000,20,0.0007753408174148879,P5,semantic_group,500,structured
delta_introduced_distortion_zero_opp,0.04839785504660262,0.023907949943980225,0.07495112344871459,1.0,22,13,0.04968315900735089,P5,semantic_group,500,structured
delta_leak_recall,0.28002499999999997,0.22152375000000002,0.33957499999999996,1.0,2000,20,0.13773004440418565,P5,semantic_group,500,structured
delta_deletion_precision,0.28002499999999997,0.22296625,0.3383775,1.0,2000,20,0.13773004440418565,P5,semantic_group,500,structured
delta_legit_retention,0.016085104166666662,0.012574664062500004,0.019800041666666674,1.0,2000,20,0.008390293034967735,P5,semantic_group,500,structured
delta_semantic_group_recall_full,0.28002499999999997,0.22139812500000003,0.33965187500000005,1.0,2000,20,0.13773004440418565,P5,semantic_group,500,structured
delta_semantic_group_recall_any,0.28002499999999997,0.2198725,0.336925625,1.0,2000,20,0.13773004440418565,P5,semantic_group,500,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,500,structured
delta_legacy_sdr,0.1595504816370282,0.12326816778161184,0.190190900054038,1.0,2000,20,0.07831806195305929,P5,semantic_group,1000,boundary
delta_directional_repair,0.1947064229545317,0.1777907564286825,0.21122375305655616,1.0,2000,20,0.03903731392758935,P5,semantic_group,1000,boundary
delta_same_side_residual,-0.1947064229545317,-0.2110673153157424,-0.17783703690349525,0.0,2000,20,0.03903731392758935,P5,semantic_group,1000,boundary
delta_overcorrection,0.035155941317503485,0.016671869580539646,0.05936594836121491,1.0,2000,20,0.051044115981504726,P5,semantic_group,1000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,1000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P5,semantic_group,1000,boundary
delta_leak_recall,0.8859250000000001,0.875924375,0.8957756250000001,1.0,2000,20,0.023985892235140843,P5,semantic_group,1000,boundary
delta_deletion_precision,0.6116508531746032,0.5379140535714286,0.6898251612103173,1.0,2000,20,0.18115710365234997,P5,semantic_group,1000,boundary
delta_legit_retention,0.05190575522516697,0.045939578073152305,0.058254768038946345,1.0,2000,20,0.014439096205067151,P5,semantic_group,1000,boundary
delta_semantic_group_recall_full,0.8859250000000001,0.8758250000000001,0.8963006250000001,1.0,2000,20,0.023985892235140843,P5,semantic_group,1000,boundary
delta_semantic_group_recall_any,0.8859250000000001,0.8756,0.8964256249999998,1.0,2000,20,0.023985892235140843,P5,semantic_group,1000,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P5,semantic_group,1000,boundary
delta_legacy_sdr,0.055346775240013704,0.016126645709792938,0.08751362418164857,0.9954,1500,20,0.08376738335421026,P5,semantic_group,1000,simple
delta_directional_repair,0.09677796126470581,0.08213233166181398,0.1099824870630387,1.0,1500,20,0.032908953240272064,P5,semantic_group,1000,simple
delta_same_side_residual,-0.09677796126470581,-0.1099792243897712,-0.08188337797285283,0.0,1500,20,0.032908953240272064,P5,semantic_group,1000,simple
delta_overcorrection,0.04118354874067162,0.02012819822242651,0.06805517883475587,1.0,1500,20,0.056093769414689895,P5,semantic_group,1000,simple
delta_introduced_distortion,0.0002476372840204995,4.358949770933207e-05,0.0005439983714837642,0.9974,1500,20,0.0006081849103033148,P5,semantic_group,1000,simple
delta_introduced_distortion_zero_opp,0.04256039455525979,0.016789970934454643,0.07077151263450034,1.0,8,6,0.03684716988106502,P5,semantic_group,1000,simple
delta_leak_recall,0.5407333333333334,0.5148299999999999,0.5633691666666667,1.0,1500,20,0.05598408295095714,P5,semantic_group,1000,simple
delta_deletion_precision,0.31437777777777776,0.25832069444444444,0.3782670833333333,1.0,1500,20,0.1414001203043769,P5,semantic_group,1000,simple
delta_legit_retention,0.03198819444444444,0.028310444444444423,0.03612820138888889,1.0,1500,20,0.008992054145061988,P5,semantic_group,1000,simple
delta_semantic_group_recall_full,0.5407333333333334,0.5159983333333334,0.5638,1.0,1500,20,0.05598408295095714,P5,semantic_group,1000,simple
delta_semantic_group_recall_any,0.5407333333333334,0.5145333333333334,0.5638675000000002,1.0,1500,20,0.05598408295095714,P5,semantic_group,1000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P5,semantic_group,1000,simple
delta_legacy_sdr,-0.007966704284676333,-0.04430119612350448,0.02155042850922702,0.3298,2000,20,0.0785136505959332,P5,semantic_group,1000,structured
delta_directional_repair,0.024127209325528108,0.0054444546279303965,0.040174311955181397,0.994,2000,20,0.040762134150956635,P5,semantic_group,1000,structured
delta_same_side_residual,-0.024127209325528108,-0.04001098103378659,-0.005539500849318402,0.0076,2000,20,0.040762134150956635,P5,semantic_group,1000,structured
delta_overcorrection,0.03138764865105036,0.01624432265297838,0.05058850644213193,1.0,2000,20,0.04158301202282145,P5,semantic_group,1000,structured
delta_introduced_distortion,0.0007062649591540992,0.00026472216733643627,0.0012289052629798085,1.0,2000,20,0.0011676208310418803,P5,semantic_group,1000,structured
delta_introduced_distortion_zero_opp,0.064430158225849,0.029791130763140456,0.10221143167217936,1.0,22,13,0.06939906453711599,P5,semantic_group,1000,structured
delta_leak_recall,0.275175,0.22092312499999997,0.325754375,1.0,2000,20,0.12270324439154218,P5,semantic_group,1000,structured
delta_deletion_precision,0.21918055555555555,0.18370915277777777,0.25598669444444433,1.0,2000,20,0.08345750290086772,P5,semantic_group,1000,structured
delta_legit_retention,0.015716979166666662,0.012591031249999987,0.01909834114583333,1.0,2000,20,0.007699464767742242,P5,semantic_group,1000,structured
