id,intervention,dataset_index,mechanism,strength,seed,train_fraction
M04_14_S4_s42_O1,O1_fixed_epoch,14,M04,S4,42,
M04_14_S4_s2026_I2,I2_permuted,14,M04,S4,2026,
M04_14_S4_s2026_I4,I4_contam_only,14,M04,S4,2026,
M04_14_S4_s2026_O1,O1_fixed_epoch,14,M04,S4,2026,
M04_14_S4_s3407_I2,I2_permuted,14,M04,S4,3407,
M04_14_S4_s3407_I4,I4_contam_only,14,M04,S4,3407,
M04_14_S4_s3407_O1,O1_fixed_epoch,14,M04,S4,3407,
M04_14_S4_s7777_I2,I2_permuted,14,M04,S4,7777,
M04_14_S4_s7777_I4,I4_contam_only,14,M04,S4,7777,
M04_14_S4_s7777_O1,O1_fixed_epoch,14,M04,S4,7777,
M04_14_S5_s13_I2,I2_permuted,14,M04,S5,13,
M04_14_S5_s13_I4,I4_contam_only,14,M04,S5,13,
M04_14_S5_s13_O1,O1_fixed_epoch,14,M04,S5,13,
M04_14_S5_s42_I2,I2_permuted,14,M04,S5,42,
M04_14_S5_s42_I4,I4_contam_only,14,M04,S5,42,
M04_14_S5_s42_O1,O1_fixed_epoch,14,M04,S5,42,
M04_14_S5_s2026_I2,I2_permuted,14,M04,S5,2026,
M04_14_S5_s2026_I4,I4_contam_only,14,M04,S5,2026,
M04_14_S5_s2026_O1,O1_fixed_epoch,14,M04,S5,2026,
M04_14_S5_s3407_I2,I2_permuted,14,M04,S5,3407,
M04_14_S5_s3407_I4,I4_contam_only,14,M04,S5,3407,
M04_14_S5_s3407_O1,O1_fixed_epoch,14,M04,S5,3407,
M04_14_S5_s7777_I2,I2_permuted,14,M04,S5,7777,
M04_14_S5_s7777_I4,I4_contam_only,14,M04,S5,7777,
M04_14_S5_s7777_O1,O1_fixed_epoch,14,M04,S5,7777,
M05_14_S1_s13_I2,I2_permuted,14,M05,S1,13,
M05_14_S1_s13_I4,I4_contam_only,14,M05,S1,13,
M05_14_S1_s13_O1,O1_fixed_epoch,14,M05,S1,13,
M05_14_S1_s42_I2,I2_permuted,14,M05,S1,42,
M05_14_S1_s42_I4,I4_contam_only,14,M05,S1,42,
M05_14_S1_s42_O1,O1_fixed_epoch,14,M05,S1,42,
M05_14_S1_s2026_I2,I2_permuted,14,M05,S1,2026,
M05_14_S1_s2026_I4,I4_contam_only,14,M05,S1,2026,
M05_14_S1_s2026_O1,O1_fixed_epoch,14,M05,S1,2026,
M05_14_S1_s3407_I2,I2_permuted,14,M05,S1,3407,
M05_14_S1_s3407_I4,I4_contam_only,14,M05,S1,3407,
M05_14_S1_s3407_O1,O1_fixed_epoch,14,M05,S1,3407,
M05_14_S1_s7777_I2,I2_permuted,14,M05,S1,7777,
M05_14_S1_s7777_I4,I4_contam_only,14,M05,S1,7777,
M05_14_S1_s7777_O1,O1_fixed_epoch,14,M05,S1,7777,
M05_14_S2_s13_I2,I2_permuted,14,M05,S2,13,
M05_14_S2_s13_I4,I4_contam_only,14,M05,S2,13,
M05_14_S2_s13_O1,O1_fixed_epoch,14,M05,S2,13,
M05_14_S2_s42_I2,I2_permuted,14,M05,S2,42,
M05_14_S2_s42_I4,I4_contam_only,14,M05,S2,42,
M05_14_S2_s42_O1,O1_fixed_epoch,14,M05,S2,42,
M05_14_S2_s2026_I2,I2_permuted,14,M05,S2,2026,
M05_14_S2_s2026_I4,I4_contam_only,14,M05,S2,2026,
M05_14_S2_s2026_O1,O1_fixed_epoch,14,M05,S2,2026,
M05_14_S2_s3407_I2,I2_permuted,14,M05,S2,3407,
M05_14_S2_s3407_I4,I4_contam_only,14,M05,S2,3407,
M05_14_S2_s3407_O1,O1_fixed_epoch,14,M05,S2,3407,
M05_14_S2_s7777_I2,I2_permuted,14,M05,S2,7777,
M05_14_S2_s7777_I4,I4_contam_only,14,M05,S2,7777,
M05_14_S2_s7777_O1,O1_fixed_epoch,14,M05,S2,7777,
M05_14_S3_s13_I2,I2_permuted,14,M05,S3,13,
M05_14_S3_s13_I4,I4_contam_only,14,M05,S3,13,
M05_14_S3_s13_O1,O1_fixed_epoch,14,M05,S3,13,
M05_14_S3_s42_I2,I2_permuted,14,M05,S3,42,
M05_14_S3_s42_I4,I4_contam_only,14,M05,S3,42,
M05_14_S3_s42_O1,O1_fixed_epoch,14,M05,S3,42,
M05_14_S3_s2026_I2,I2_permuted,14,M05,S3,2026,
M05_14_S3_s2026_I4,I4_contam_only,14,M05,S3,2026,
M05_14_S3_s2026_O1,O1_fixed_epoch,14,M05,S3,2026,
M05_14_S3_s3407_I2,I2_permuted,14,M05,S3,3407,
M05_14_S3_s3407_I4,I4_contam_only,14,M05,S3,3407,
M05_14_S3_s3407_O1,O1_fixed_epoch,14,M05,S3,3407,
M05_14_S3_s7777_I2,I2_permuted,14,M05,S3,7777,
M05_14_S3_s7777_I4,I4_contam_only,14,M05,S3,7777,
M05_14_S3_s7777_O1,O1_fixed_epoch,14,M05,S3,7777,
M05_14_S4_s13_I2,I2_permuted,14,M05,S4,13,
M05_14_S4_s13_I4,I4_contam_only,14,M05,S4,13,
M05_14_S4_s13_O1,O1_fixed_epoch,14,M05,S4,13,
M05_14_S4_s42_I2,I2_permuted,14,M05,S4,42,
M05_14_S4_s42_I4,I4_contam_only,14,M05,S4,42,
M05_14_S4_s42_O1,O1_fixed_epoch,14,M05,S4,42,
M05_14_S4_s2026_I2,I2_permuted,14,M05,S4,2026,
M05_14_S4_s2026_I4,I4_contam_only,14,M05,S4,2026,
M05_14_S4_s2026_O1,O1_fixed_epoch,14,M05,S4,2026,
M05_14_S4_s3407_I2,I2_permuted,14,M05,S4,3407,
M05_14_S4_s3407_I4,I4_contam_only,14,M05,S4,3407,
M05_14_S4_s3407_O1,O1_fixed_epoch,14,M05,S4,3407,
M05_14_S4_s7777_I2,I2_permuted,14,M05,S4,7777,
M05_14_S4_s7777_I4,I4_contam_only,14,M05,S4,7777,
M05_14_S4_s7777_O1,O1_fixed_epoch,14,M05,S4,7777,
M05_14_S5_s13_I2,I2_permuted,14,M05,S5,13,
M05_14_S5_s13_I4,I4_contam_only,14,M05,S5,13,
M05_14_S5_s13_O1,O1_fixed_epoch,14,M05,S5,13,
M05_14_S5_s42_I2,I2_permuted,14,M05,S5,42,
M05_14_S5_s42_I4,I4_contam_only,14,M05,S5,42,
M05_14_S5_s42_O1,O1_fixed_epoch,14,M05,S5,42,
M05_14_S5_s2026_I2,I2_permuted,14,M05,S5,2026,
M05_14_S5_s2026_I4,I4_contam_only,14,M05,S5,2026,
M05_14_S5_s2026_O1,O1_fixed_epoch,14,M05,S5,2026,
M05_14_S5_s3407_I2,I2_permuted,14,M05,S5,3407,
M05_14_S5_s3407_I4,I4_contam_only,14,M05,S5,3407,
M05_14_S5_s3407_O1,O1_fixed_epoch,14,M05,S5,3407,
M05_14_S5_s7777_I2,I2_permuted,14,M05,S5,7777,
M05_14_S5_s7777_I4,I4_contam_only,14,M05,S5,7777,
M05_14_S5_s7777_O1,O1_fixed_epoch,14,M05,S5,7777,
M04_0_S3_s13_S1_25,S1_fraction_25,0,M04,S3,13,0.25
M04_0_S3_s13_S1_50,S1_fraction_50,0,M04,S3,13,0.5
M04_0_S3_s13_S1_75,S1_fraction_75,0,M04,S3,13,0.75
M04_0_S3_s13_S1_100,S1_fraction_100,0,M04,S3,13,1.0
M05_0_S3_s13_S1_25,S1_fraction_25,0,M05,S3,13,0.25
M05_0_S3_s13_S1_50,S1_fraction_50,0,M05,S3,13,0.5
M05_0_S3_s13_S1_75,S1_fraction_75,0,M05,S3,13,0.75
M05_0_S3_s13_S1_100,S1_fraction_100,0,M05,S3,13,1.0
M04_2_S3_s13_S1_25,S1_fraction_25,2,M04,S3,13,0.25
M04_2_S3_s13_S1_50,S1_fraction_50,2,M04,S3,13,0.5
M04_2_S3_s13_S1_75,S1_fraction_75,2,M04,S3,13,0.75
M04_2_S3_s13_S1_100,S1_fraction_100,2,M04,S3,13,1.0
M05_2_S3_s13_S1_25,S1_fraction_25,2,M05,S3,13,0.25
M05_2_S3_s13_S1_50,S1_fraction_50,2,M05,S3,13,0.5
M05_2_S3_s13_S1_75,S1_fraction_75,2,M05,S3,13,0.75
M05_2_S3_s13_S1_100,S1_fraction_100,2,M05,S3,13,1.0
M04_4_S3_s13_S1_25,S1_fraction_25,4,M04,S3,13,0.25
M04_4_S3_s13_S1_50,S1_fraction_50,4,M04,S3,13,0.5
M04_4_S3_s13_S1_75,S1_fraction_75,4,M04,S3,13,0.75
M04_4_S3_s13_S1_100,S1_fraction_100,4,M04,S3,13,1.0
M05_4_S3_s13_S1_25,S1_fraction_25,4,M05,S3,13,0.25
M05_4_S3_s13_S1_50,S1_fraction_50,4,M05,S3,13,0.5
M05_4_S3_s13_S1_75,S1_fraction_75,4,M05,S3,13,0.75
M05_4_S3_s13_S1_100,S1_fraction_100,4,M05,S3,13,1.0
M04_7_S3_s13_S1_25,S1_fraction_25,7,M04,S3,13,0.25
M04_7_S3_s13_S1_50,S1_fraction_50,7,M04,S3,13,0.5
M04_7_S3_s13_S1_75,S1_fraction_75,7,M04,S3,13,0.75
M04_7_S3_s13_S1_100,S1_fraction_100,7,M04,S3,13,1.0
M05_7_S3_s13_S1_25,S1_fraction_25,7,M05,S3,13,0.25
M05_7_S3_s13_S1_50,S1_fraction_50,7,M05,S3,13,0.5
M05_7_S3_s13_S1_75,S1_fraction_75,7,M05,S3,13,0.75
M05_7_S3_s13_S1_100,S1_fraction_100,7,M05,S3,13,1.0
M04_9_S3_s13_S1_25,S1_fraction_25,9,M04,S3,13,0.25
M04_9_S3_s13_S1_50,S1_fraction_50,9,M04,S3,13,0.5
M04_9_S3_s13_S1_75,S1_fraction_75,9,M04,S3,13,0.75
M04_9_S3_s13_S1_100,S1_fraction_100,9,M04,S3,13,1.0
M05_9_S3_s13_S1_25,S1_fraction_25,9,M05,S3,13,0.25
M05_9_S3_s13_S1_50,S1_fraction_50,9,M05,S3,13,0.5
M05_9_S3_s13_S1_75,S1_fraction_75,9,M05,S3,13,0.75
M05_9_S3_s13_S1_100,S1_fraction_100,9,M05,S3,13,1.0
M04_14_S3_s13_S1_25,S1_fraction_25,14,M04,S3,13,0.25
M04_14_S3_s13_S1_50,S1_fraction_50,14,M04,S3,13,0.5
M04_14_S3_s13_S1_75,S1_fraction_75,14,M04,S3,13,0.75
M04_14_S3_s13_S1_100,S1_fraction_100,14,M04,S3,13,1.0
M05_14_S3_s13_S1_25,S1_fraction_25,14,M05,S3,13,0.25
M05_14_S3_s13_S1_50,S1_fraction_50,14,M05,S3,13,0.5
M05_14_S3_s13_S1_75,S1_fraction_75,14,M05,S3,13,0.75
M05_14_S3_s13_S1_100,S1_fraction_100,14,M05,S3,13,1.0
