dataset_index,mechanism,strength,seed,split,univariate_auc,pearson,spearman
6,M04,S5,7777,test,0.546734,0.083974,0.080547
6,M05,S1,13,train,0.493567,-0.026788,-0.010989
6,M05,S1,13,val,0.493364,-0.032264,-0.011335
6,M05,S1,13,test,0.520108,0.027435,0.034656
6,M05,S1,42,train,0.515476,0.019509,0.026436
6,M05,S1,42,val,0.496243,-0.017181,-0.006417
6,M05,S1,42,test,0.513624,0.035399,0.02348
6,M05,S1,2026,train,0.525322,0.035169,0.043256
6,M05,S1,2026,val,0.528755,0.016497,0.04912
6,M05,S1,2026,test,0.501483,-0.000888,0.002556
6,M05,S1,3407,train,0.485765,-0.01597,-0.024317
6,M05,S1,3407,val,0.473,-0.04524,-0.046122
6,M05,S1,3407,test,0.475202,-0.039577,-0.04274
6,M05,S1,7777,train,0.515811,0.016523,0.027009
6,M05,S1,7777,val,0.535777,0.05937,0.061116
6,M05,S1,7777,test,0.535628,0.079628,0.061406
6,M05,S2,13,train,0.496665,-0.018592,-0.005698
6,M05,S2,13,val,0.493996,-0.035934,-0.010256
6,M05,S2,13,test,0.523281,0.028279,0.040125
6,M05,S2,42,train,0.52018,0.025101,0.034473
6,M05,S2,42,val,0.493013,-0.021704,-0.011935
6,M05,S2,42,test,0.513417,0.035006,0.023124
6,M05,S2,2026,train,0.527788,0.038764,0.047467
6,M05,S2,2026,val,0.528755,0.010784,0.04912
6,M05,S2,2026,test,0.503483,0.001377,0.006004
6,M05,S2,3407,train,0.489744,-0.008948,-0.01752
6,M05,S2,3407,val,0.471877,-0.049601,-0.048041
6,M05,S2,3407,test,0.475892,-0.035429,-0.041552
6,M05,S2,7777,train,0.521273,0.02133,0.036339
6,M05,S2,7777,val,0.526859,0.052048,0.045882
6,M05,S2,7777,test,0.547148,0.078815,0.08126
6,M05,S3,13,train,0.499091,-0.011113,-0.001553
6,M05,S3,13,val,0.492662,-0.03846,-0.012535
6,M05,S3,13,test,0.524798,0.028181,0.04274
6,M05,S3,42,train,0.522833,0.029067,0.039004
6,M05,S3,42,val,0.490064,-0.025288,-0.016973
6,M05,S3,42,test,0.515003,0.033797,0.025858
6,M05,S3,2026,train,0.529418,0.040748,0.050253
6,M05,S3,2026,val,0.528825,0.005394,0.04924
6,M05,S3,2026,test,0.506795,0.003302,0.011711
6,M05,S3,3407,train,0.494433,-0.00259,-0.009509
6,M05,S3,3407,val,0.47293,-0.052289,-0.046242
6,M05,S3,3407,test,0.474719,-0.030531,-0.043573
6,M05,S3,7777,train,0.523473,0.024782,0.040097
6,M05,S3,7777,val,0.518994,0.044122,0.032447
6,M05,S3,7777,test,0.55039,0.07532,0.086848
6,M05,S4,13,train,0.500222,-0.004822,0.00038
6,M05,S4,13,val,0.490345,-0.040034,-0.016493
6,M05,S4,13,test,0.52466,0.027515,0.042503
6,M05,S4,42,train,0.522942,0.0316,0.039191
6,M05,S4,42,val,0.485851,-0.027969,-0.02417
6,M05,S4,42,test,0.515003,0.032247,0.025858
6,M05,S4,2026,train,0.529754,0.041605,0.050826
6,M05,S4,2026,val,0.521944,0.000589,0.037485
6,M05,S4,2026,test,0.509278,0.004856,0.015991
6,M05,S4,3407,train,0.49906,0.002736,-0.001606
6,M05,S4,3407,val,0.475037,-0.053543,-0.042643
6,M05,S4,3407,test,0.479065,-0.025643,-0.036083
6,M05,S4,7777,train,0.522841,0.027135,0.039018
6,M05,S4,7777,val,0.513658,0.036334,0.023331
6,M05,S4,7777,test,0.5497,0.070463,0.085659
6,M05,S5,13,train,0.502173,0.000269,0.003712
6,M05,S5,13,val,0.488589,-0.040906,-0.019492
6,M05,S5,13,test,0.525281,0.026587,0.043573
6,M05,S5,42,train,0.522053,0.033105,0.037671
6,M05,S5,42,val,0.481497,-0.029903,-0.031607
6,M05,S5,42,test,0.516521,0.030646,0.028474
6,M05,S5,2026,train,0.528888,0.041779,0.049347
6,M05,S5,2026,val,0.516537,-0.003541,0.028249
6,M05,S5,2026,test,0.510588,0.006079,0.018249
6,M05,S5,3407,train,0.50339,0.007022,0.005791
6,M05,S5,3407,val,0.47609,-0.053768,-0.040844
6,M05,S5,3407,test,0.479961,-0.021208,-0.034537
6,M05,S5,7777,train,0.521366,0.028704,0.036499
6,M05,S5,7777,val,0.509374,0.02916,0.016014
6,M05,S5,7777,test,0.546458,0.065285,0.080071
7,M04,S1,13,train,0.538289,0.059519,0.06606
7,M04,S1,13,val,0.44154,-0.101818,-0.100202
7,M04,S1,13,test,0.494018,-0.016869,-0.010325
7,M04,S1,42,train,0.507954,0.018271,0.013722
7,M04,S1,42,val,0.480103,-0.010203,-0.034104
7,M04,S1,42,test,0.477605,-0.05478,-0.038655
7,M04,S1,2026,train,0.495832,0.001295,-0.007191
7,M04,S1,2026,val,0.563207,0.131392,0.108338
7,M04,S1,2026,test,0.490204,-0.017558,-0.016908
7,M04,S1,3407,train,0.502741,0.015188,0.004729
7,M04,S1,3407,val,0.543339,0.083079,0.074285
7,M04,S1,3407,test,0.473675,-0.043984,-0.045438
7,M04,S1,7777,train,0.499425,-0.009657,-0.000992
7,M04,S1,7777,val,0.434214,-0.089324,-0.112758
7,M04,S1,7777,test,0.511761,-0.002631,0.0203
7,M04,S2,13,train,0.542981,0.068465,0.074154
7,M04,S2,13,val,0.441071,-0.107808,-0.101005
7,M04,S2,13,test,0.500722,-0.007996,0.001247
7,M04,S2,42,train,0.512613,0.029063,0.021761
7,M04,S2,42,val,0.474243,-0.017041,-0.044149
7,M04,S2,42,test,0.481997,-0.044736,-0.031073
7,M04,S2,2026,train,0.499206,0.012327,-0.001369
7,M04,S2,2026,val,0.564555,0.120314,0.110649
7,M04,S2,2026,test,0.491707,-0.00941,-0.014315
7,M04,S2,3407,train,0.51109,0.025867,0.019133
7,M04,S2,3407,val,0.538651,0.072043,0.066249
7,M04,S2,3407,test,0.478703,-0.034515,-0.036759
7,M04,S2,7777,train,0.506559,0.002119,0.011316
7,M04,S2,7777,val,0.433159,-0.093642,-0.114566
7,M04,S2,7777,test,0.515922,0.005888,0.027482
7,M04,S3,13,train,0.545591,0.074852,0.078656
7,M04,S3,13,val,0.440778,-0.111208,-0.101508
7,M04,S3,13,test,0.508814,0.000522,0.015212
7,M04,S3,42,train,0.517703,0.038106,0.030543
7,M04,S3,42,val,0.472777,-0.022955,-0.04666
7,M04,S3,42,test,0.485349,-0.034736,-0.025288
7,M04,S3,2026,train,0.503692,0.022114,0.00637
7,M04,S3,2026,val,0.559104,0.107897,0.101307
7,M04,S3,2026,test,0.493845,-0.001647,-0.010624
7,M04,S3,3407,train,0.518462,0.03509,0.031852
7,M04,S3,3407,val,0.535135,0.060879,0.060221
7,M04,S3,3407,test,0.485234,-0.02515,-0.025487
7,M04,S3,7777,train,0.512363,0.012651,0.021329
7,M04,S3,7777,val,0.433277,-0.095831,-0.114366
7,M04,S3,7777,test,0.521355,0.013768,0.036859
7,M04,S4,13,train,0.547969,0.079042,0.082759
7,M04,S4,13,val,0.438844,-0.112288,-0.104823
7,M04,S4,13,test,0.51494,0.008353,0.025786
7,M04,S4,42,train,0.522826,0.045281,0.039381
7,M04,S4,42,val,0.471898,-0.027849,-0.048167
7,M04,S4,42,test,0.48847,-0.025234,-0.019901
7,M04,S4,2026,train,0.50947,0.030345,0.016339
7,M04,S4,2026,val,0.551603,0.095176,0.088449
7,M04,S4,2026,test,0.498122,0.005506,-0.003242
7,M04,S4,3407,train,0.52539,0.042618,0.043805
7,M04,S4,3407,val,0.530622,0.050297,0.052487
7,M04,S4,3407,test,0.489915,-0.016287,-0.017407
7,M04,S4,7777,train,0.517723,0.021579,0.030577
7,M04,S4,7777,val,0.432925,-0.096311,-0.114968
7,M04,S4,7777,test,0.526729,0.02078,0.046136
7,M04,S5,13,train,0.548084,0.081585,0.082959
7,M04,S5,13,val,0.438903,-0.111599,-0.104722
7,M04,S5,13,test,0.517598,0.015317,0.030375
7,M04,S5,42,train,0.527357,0.05079,0.047198
7,M04,S5,42,val,0.470257,-0.031784,-0.05098
7,M04,S5,42,test,0.492285,-0.016512,-0.013317
7,M04,S5,2026,train,0.514104,0.037033,0.024334
7,M04,S5,2026,val,0.543691,0.082918,0.074888
7,M04,S5,2026,test,0.500896,0.01193,0.001546
7,M04,S5,3407,train,0.530178,0.048534,0.052066
7,M04,S5,3407,val,0.527516,0.040686,0.047163
7,M04,S5,3407,test,0.495463,-0.008177,-0.007831
7,M04,S5,7777,train,0.52111,0.028902,0.03642
7,M04,S5,7777,val,0.434273,-0.095594,-0.112658
7,M04,S5,7777,test,0.530255,0.026846,0.052221
7,M05,S1,13,train,0.539491,0.05911,0.068133
7,M05,S1,13,val,0.443416,-0.099507,-0.096987
7,M05,S1,13,test,0.486043,-0.030072,-0.024091
7,M05,S1,42,train,0.505312,0.018546,0.009165
7,M05,S1,42,val,0.481686,-0.00918,-0.031392
7,M05,S1,42,test,0.472808,-0.067548,-0.046934
7,M05,S1,2026,train,0.496443,0.002279,-0.006137
7,M05,S1,2026,val,0.566958,0.13216,0.114767
7,M05,S1,2026,test,0.481419,-0.029472,-0.032071
7,M05,S1,3407,train,0.50323,0.015883,0.005572
7,M05,S1,3407,val,0.541054,0.082975,0.070367
7,M05,S1,3407,test,0.466393,-0.056456,-0.058007
7,M05,S1,7777,train,0.498126,-0.008479,-0.003232
7,M05,S1,7777,val,0.434566,-0.08755,-0.112156
7,M05,S1,7777,test,0.503092,-0.015757,0.005337
7,M05,S2,13,train,0.543238,0.064901,0.074598
7,M05,S2,13,val,0.442712,-0.101923,-0.098193
7,M05,S2,13,test,0.485407,-0.033818,-0.025188
7,M05,S2,42,train,0.509271,0.027867,0.015995
7,M05,S2,42,val,0.48022,-0.014821,-0.033903
7,M05,S2,42,test,0.471883,-0.0694,-0.04853
7,M05,S2,2026,train,0.50276,0.013434,0.004763
7,M05,S2,2026,val,0.564027,0.120392,0.109745
7,M05,S2,2026,test,0.478703,-0.032575,-0.036759
7,M05,S2,3407,train,0.512481,0.025875,0.021534
7,M05,S2,3407,val,0.5366,0.071336,0.062733
7,M05,S2,3407,test,0.466971,-0.0587,-0.057009
7,M05,S2,7777,train,0.502921,0.003869,0.00504
7,M05,S2,7777,val,0.435152,-0.089128,-0.111151
7,M05,S2,7777,test,0.499913,-0.019657,-0.00015
7,M05,S3,13,train,0.545713,0.066864,0.078867
7,M05,S3,13,val,0.443474,-0.101194,-0.096887
7,M05,S3,13,test,0.485754,-0.03676,-0.024589
7,M05,S3,42,train,0.513699,0.034169,0.023635
7,M05,S3,42,val,0.478931,-0.019365,-0.036113
7,M05,S3,42,test,0.47171,-0.070021,-0.048829
7,M05,S3,2026,train,0.510229,0.021989,0.017647
7,M05,S3,2026,val,0.557405,0.106687,0.098394
7,M05,S3,2026,test,0.47801,-0.035028,-0.037956
7,M05,S3,3407,train,0.519143,0.032977,0.033027
7,M05,S3,3407,val,0.533845,0.059713,0.058012
7,M05,S3,3407,test,0.467202,-0.05988,-0.05661
7,M05,S3,7777,train,0.506,0.01361,0.010351
7,M05,S3,7777,val,0.43861,-0.08819,-0.105224
7,M05,S3,7777,test,0.496503,-0.022968,-0.006035
7,M05,S4,13,train,0.545989,0.066796,0.079344
7,M05,S4,13,val,0.444822,-0.098379,-0.094576
7,M05,S4,13,test,0.486736,-0.038902,-0.022893
7,M05,S4,42,train,0.518552,0.038242,0.032007
7,M05,S4,42,val,0.478462,-0.022827,-0.036916
7,M05,S4,42,test,0.470092,-0.069695,-0.051623
7,M05,S4,2026,train,0.516759,0.028082,0.028913
7,M05,S4,2026,val,0.551193,0.092818,0.087746
7,M05,S4,2026,test,0.475236,-0.036863,-0.042744
7,M05,S4,3407,train,0.524767,0.037672,0.04273
7,M05,S4,3407,val,0.531325,0.049087,0.053692
7,M05,S4,3407,test,0.466855,-0.060204,-0.057209
7,M05,S4,7777,train,0.509541,0.020739,0.016461
7,M05,S4,7777,val,0.442712,-0.08572,-0.098193
7,M05,S4,7777,test,0.493383,-0.02565,-0.011422
7,M05,S5,13,train,0.546677,0.065863,0.08053
7,M05,S5,13,val,0.447752,-0.094507,-0.089554
7,M05,S5,13,test,0.485292,-0.040348,-0.025387
7,M05,S5,42,train,0.522035,0.040878,0.038017
7,M05,S5,42,val,0.480279,-0.025394,-0.033802
7,M05,S5,42,test,0.469109,-0.068724,-0.053318
7,M05,S5,2026,train,0.521624,0.032337,0.037307
7,M05,S5,2026,val,0.546211,0.079894,0.079207
7,M05,S5,2026,test,0.473039,-0.038166,-0.046535
7,M05,S5,3407,train,0.527871,0.040719,0.048085
7,M05,S5,3407,val,0.529157,0.03983,0.049975
7,M05,S5,3407,test,0.467433,-0.059909,-0.056211
7,M05,S5,7777,train,0.511726,0.025861,0.020231
7,M05,S5,7777,val,0.444177,-0.082539,-0.095681
7,M05,S5,7777,test,0.49136,-0.027745,-0.014913
8,M04,S1,13,train,0.483335,-0.024861,-0.028732
8,M04,S1,13,val,0.447059,-0.081988,-0.091587
8,M04,S1,13,test,0.555556,0.097918,0.095543
8,M04,S1,42,train,0.452934,-0.07856,-0.081148
8,M04,S1,42,val,0.52549,0.062419,0.044098
8,M04,S1,42,test,0.475546,-0.03529,-0.042056
8,M04,S1,2026,train,0.50385,1.9e-05,0.006637
8,M04,S1,2026,val,0.543971,0.080766,0.076068
8,M04,S1,2026,test,0.527232,0.030375,0.046833
8,M04,S1,3407,train,0.508231,0.007581,0.014191
8,M04,S1,3407,val,0.536029,0.070009,0.06233
8,M04,S1,3407,test,0.530804,0.047923,0.052975
8,M04,S1,7777,train,0.526064,0.056106,0.044937
8,M04,S1,7777,val,0.500637,-0.000342,0.001102
8,M04,S1,7777,test,0.514087,0.029206,0.024227
8,M04,S2,13,train,0.481909,-0.02388,-0.03119
8,M04,S2,13,val,0.455098,-0.068876,-0.07768
8,M04,S2,13,test,0.56002,0.104646,0.103221
8,M04,S2,42,train,0.454551,-0.076405,-0.078359
8,M04,S2,42,val,0.526225,0.067422,0.04537
8,M04,S2,42,test,0.483234,-0.025241,-0.028834
8,M04,S2,2026,train,0.50425,0.000627,0.007327
8,M04,S2,2026,val,0.545637,0.08554,0.078952
8,M04,S2,2026,test,0.530704,0.038524,0.052805
8,M04,S2,3407,train,0.509158,0.008073,0.015789
8,M04,S2,3407,val,0.543284,0.074983,0.074881
8,M04,S2,3407,test,0.533482,0.056053,0.057582
8,M04,S2,7777,train,0.527791,0.055854,0.047915
8,M04,S2,7777,val,0.508333,0.008019,0.014417
8,M04,S2,7777,test,0.51994,0.037918,0.034293
8,M04,S3,13,train,0.482145,-0.022625,-0.030784
8,M04,S3,13,val,0.464314,-0.055816,-0.061737
8,M04,S3,13,test,0.56121,0.109736,0.105268
8,M04,S3,42,train,0.457079,-0.073467,-0.074
8,M04,S3,42,val,0.529118,0.069891,0.050373
8,M04,S3,42,test,0.492212,-0.015367,-0.013393
8,M04,S3,2026,train,0.50436,0.001201,0.007516
8,M04,S3,2026,val,0.546814,0.08741,0.080987
8,M04,S3,2026,test,0.533284,0.045938,0.057241
8,M04,S3,3407,train,0.509739,0.008455,0.016791
8,M04,S3,3407,val,0.544608,0.077046,0.077171
8,M04,S3,3407,test,0.536657,0.063097,0.063041
8,M04,S3,7777,train,0.530253,0.054962,0.052161
8,M04,S3,7777,val,0.512647,0.015175,0.021879
8,M04,S3,7777,test,0.524107,0.045724,0.041459
8,M04,S4,13,train,0.4835,-0.021185,-0.028449
8,M04,S4,13,val,0.472598,-0.043921,-0.047405
8,M04,S4,13,test,0.564038,0.113324,0.110131
8,M04,S4,42,train,0.459596,-0.069982,-0.069661
8,M04,S4,42,val,0.531373,0.070549,0.054274
8,M04,S4,42,test,0.500546,-0.006011,0.000938
8,M04,S4,2026,train,0.504562,0.001726,0.007866
8,M04,S4,2026,val,0.548333,0.087172,0.083616
8,M04,S4,2026,test,0.537996,0.052481,0.065345
8,M04,S4,3407,train,0.510233,0.008732,0.017642
8,M04,S4,3407,val,0.545098,0.077098,0.078019
8,M04,S4,3407,test,0.539881,0.068991,0.068586
8,M04,S4,7777,train,0.530111,0.053555,0.051915
8,M04,S4,7777,val,0.515245,0.020908,0.026374
8,M04,S4,7777,test,0.52877,0.052489,0.049478
8,M04,S5,13,train,0.484986,-0.019647,-0.025886
8,M04,S5,13,val,0.479412,-0.033615,-0.035617
8,M04,S5,13,test,0.566121,0.115639,0.113714
8,M04,S5,42,train,0.461444,-0.066185,-0.066475
8,M04,S5,42,val,0.53,0.070118,0.0519
8,M04,S5,42,test,0.5062,0.002597,0.010663
8,M04,S5,2026,train,0.504316,0.002196,0.007441
8,M04,S5,2026,val,0.550294,0.085676,0.087008
8,M04,S5,2026,test,0.54251,0.058113,0.073108
8,M04,S5,3407,train,0.510589,0.008914,0.018257
8,M04,S5,3407,val,0.544902,0.07601,0.07768
8,M04,S5,3407,test,0.544296,0.073785,0.076179
8,M04,S5,7777,train,0.530467,0.051782,0.052529
8,M04,S5,7777,val,0.515343,0.02534,0.026543
8,M04,S5,7777,test,0.532837,0.058199,0.056473
8,M05,S1,13,train,0.485962,-0.020452,-0.024204
8,M05,S1,13,val,0.44799,-0.08334,-0.089976
8,M05,S1,13,test,0.556002,0.100368,0.096311
8,M05,S1,42,train,0.454102,-0.073955,-0.079134
8,M05,S1,42,val,0.525343,0.060634,0.043843
8,M05,S1,42,test,0.480605,-0.033229,-0.033355
8,M05,S1,2026,train,0.505067,0.003748,0.008736
8,M05,S1,2026,val,0.543137,0.078728,0.074627
8,M05,S1,2026,test,0.525248,0.032564,0.043421
8,M05,S1,3407,train,0.510243,0.011212,0.017661
8,M05,S1,3407,val,0.535049,0.068619,0.060634
8,M05,S1,3407,test,0.533135,0.050241,0.056985
8,M05,S1,7777,train,0.528049,0.058783,0.04836
8,M05,S1,7777,val,0.500735,-0.001787,0.001272
8,M05,S1,7777,test,0.517857,0.031198,0.03071
8,M05,S2,13,train,0.488111,-0.014965,-0.020497
8,M05,S2,13,val,0.457794,-0.070843,-0.073016
8,M05,S2,13,test,0.563145,0.109559,0.108595
8,M05,S2,42,train,0.45969,-0.065907,-0.0695
8,M05,S2,42,val,0.52799,0.063484,0.048423
8,M05,S2,42,test,0.485764,-0.020984,-0.024483
8,M05,S2,2026,train,0.506663,0.007695,0.011487
8,M05,S2,2026,val,0.54201,0.080977,0.072676
8,M05,S2,2026,test,0.53006,0.042886,0.051696
8,M05,S2,3407,train,0.511976,0.014798,0.020649
8,M05,S2,3407,val,0.540245,0.071655,0.069623
8,M05,S2,3407,test,0.537897,0.060654,0.065174
8,M05,S2,7777,train,0.531345,0.059713,0.054042
8,M05,S2,7777,val,0.508922,0.005195,0.015434
8,M05,S2,7777,test,0.524901,0.041651,0.042824
8,M05,S3,13,train,0.491407,-0.009723,-0.014815
8,M05,S3,13,val,0.466863,-0.058154,-0.057327
8,M05,S3,13,test,0.568899,0.117042,0.118491
8,M05,S3,42,train,0.465376,-0.056972,-0.059696
8,M05,S3,42,val,0.527598,0.063847,0.047744
8,M05,S3,42,test,0.489633,-0.008833,-0.017829
8,M05,S3,2026,train,0.50873,0.010979,0.015052
8,M05,S3,2026,val,0.542696,0.08036,0.073864
8,M05,S3,2026,test,0.533532,0.052414,0.057667
8,M05,S3,3407,train,0.512377,0.017579,0.021339
8,M05,S3,3407,val,0.546569,0.071628,0.080563
8,M05,S3,3407,test,0.542212,0.069896,0.072596
8,M05,S3,7777,train,0.53396,0.058964,0.058552
8,M05,S3,7777,val,0.512304,0.011034,0.021286
8,M05,S3,7777,test,0.535169,0.050994,0.060482
8,M05,S4,13,train,0.494566,-0.005125,-0.009369
8,M05,S4,13,val,0.473137,-0.046663,-0.046472
8,M05,S4,13,test,0.572718,0.122878,0.125059
8,M05,S4,42,train,0.470865,-0.048275,-0.050232
8,M05,S4,42,val,0.530294,0.062749,0.052408
8,M05,S4,42,test,0.497966,0.002798,-0.003498
8,M05,S4,2026,train,0.510222,0.013558,0.017623
8,M05,S4,2026,val,0.544118,0.078063,0.076323
8,M05,S4,2026,test,0.535813,0.060969,0.061591
8,M05,S4,3407,train,0.513292,0.019604,0.022918
8,M05,S4,3407,val,0.547402,0.069836,0.082005
8,M05,S4,3407,test,0.547371,0.077856,0.081468
8,M05,S4,7777,train,0.534021,0.057227,0.058656
8,M05,S4,7777,val,0.514461,0.01557,0.025017
8,M05,S4,7777,test,0.542956,0.059144,0.073875
8,M05,S5,13,train,0.496688,-0.001283,-0.005711
8,M05,S5,13,val,0.478824,-0.036846,-0.036635
8,M05,S5,13,test,0.57495,0.127245,0.128898
8,M05,S5,42,train,0.475356,-0.04042,-0.042489
8,M05,S5,42,val,0.531618,0.060989,0.054698
8,M05,S5,42,test,0.503968,0.013595,0.006825
8,M05,S5,2026,train,0.511258,0.015521,0.01941
8,M05,S5,2026,val,0.545294,0.075045,0.078358
8,M05,S5,2026,test,0.537897,0.068474,0.065174
8,M05,S5,3407,train,0.5131,0.021024,0.022587
8,M05,S5,3407,val,0.544412,0.067309,0.076832
8,M05,S5,3407,test,0.550546,0.084547,0.086927
8,M05,S5,7777,train,0.533006,0.055054,0.056907
8,M05,S5,7777,val,0.514608,0.018977,0.025271
8,M05,S5,7777,test,0.550942,0.066125,0.08761
9,M04,S1,13,train,0.486813,-0.02466,-0.022775
9,M04,S1,13,val,0.411931,-0.146583,-0.152279
9,M04,S1,13,test,0.48119,-0.031284,-0.032246
9,M04,S1,42,train,0.515298,0.024575,0.026421
9,M04,S1,42,val,0.441506,-0.075921,-0.101142
9,M04,S1,42,test,0.50452,0.004858,0.007748
9,M04,S1,2026,train,0.507645,0.005238,0.013204
9,M04,S1,2026,val,0.505395,0.009226,0.009328
9,M04,S1,2026,test,0.527806,0.032196,0.047668
9,M04,S1,3407,train,0.501595,-0.005389,0.002755
9,M04,S1,3407,val,0.454072,-0.043683,-0.079413
9,M04,S1,3407,test,0.511665,0.028518,0.019997
9,M04,S1,7777,train,0.492614,-0.01108,-0.012757
9,M04,S1,7777,val,0.474339,-0.048582,-0.044371
9,M04,S1,7777,test,0.458678,-0.062786,-0.070839
9,M04,S2,13,train,0.491813,-0.017957,-0.01414
9,M04,S2,13,val,0.405923,-0.154107,-0.162668
9,M04,S2,13,test,0.478865,-0.03361,-0.036231
9,M04,S2,42,train,0.515562,0.029158,0.026876
9,M04,S2,42,val,0.436641,-0.088315,-0.109555
9,M04,S2,42,test,0.503659,0.001984,0.006272
9,M04,S2,2026,train,0.510741,0.010549,0.018551
9,M04,S2,2026,val,0.499556,-0.007375,-0.000768
9,M04,S2,2026,test,0.526644,0.02921,0.045676
9,M04,S2,3407,train,0.506486,0.000273,0.011202
9,M04,S2,3407,val,0.445018,-0.058891,-0.095069
9,M04,S2,3407,test,0.510072,0.025354,0.017267
9,M04,S2,7777,train,0.496162,-0.005022,-0.006629
9,M04,S2,7777,val,0.463719,-0.062837,-0.062733
9,M04,S2,7777,test,0.459022,-0.06458,-0.070248
9,M04,S3,13,train,0.496087,-0.011504,-0.006759
9,M04,S3,13,val,0.40495,-0.157084,-0.16435
9,M04,S3,13,test,0.479296,-0.03556,-0.035493
9,M04,S3,42,train,0.51617,0.03271,0.027926
9,M04,S3,42,val,0.435075,-0.096968,-0.112262
9,M04,S3,42,test,0.504003,-0.000848,0.006862
9,M04,S3,2026,train,0.512391,0.015209,0.021399
9,M04,S3,2026,val,0.492786,-0.022164,-0.012474
9,M04,S3,2026,test,0.526644,0.026082,0.045676
9,M04,S3,3407,train,0.51027,0.005466,0.017737
9,M04,S3,3407,val,0.441168,-0.070622,-0.101727
9,M04,S3,3407,test,0.510288,0.022083,0.017636
9,M04,S3,7777,train,0.498626,0.000636,-0.002372
9,M04,S3,7777,val,0.455976,-0.073761,-0.076121
9,M04,S3,7777,test,0.459409,-0.065763,-0.069584
9,M04,S4,13,train,0.499366,-0.005659,-0.001095
9,M04,S4,13,val,0.406812,-0.156979,-0.161131
9,M04,S4,13,test,0.478048,-0.037136,-0.037633
9,M04,S4,42,train,0.516335,0.035314,0.028211
9,M04,S4,42,val,0.432621,-0.102529,-0.116505
9,M04,S4,42,test,0.504304,-0.00357,0.007379
9,M04,S4,2026,train,0.513564,0.019108,0.023426
9,M04,S4,2026,val,0.486228,-0.034528,-0.023813
9,M04,S4,2026,test,0.526171,0.022896,0.044864
9,M04,S4,3407,train,0.513111,0.009996,0.022644
9,M04,S4,3407,val,0.436429,-0.079075,-0.109921
9,M04,S4,3407,test,0.509685,0.018798,0.016603
9,M04,S4,7777,train,0.501826,0.005633,0.003154
9,M04,S4,7777,val,0.450603,-0.081619,-0.085412
9,M04,S4,7777,test,0.460916,-0.066392,-0.067002
9,M04,S5,13,train,0.502295,-0.000571,0.003963
9,M04,S5,13,val,0.409435,-0.155081,-0.156596
9,M04,S5,13,test,0.477918,-0.038365,-0.037854
9,M04,S5,42,train,0.516598,0.037147,0.028667
9,M04,S5,42,val,0.431225,-0.105858,-0.118919
9,M04,S5,42,test,0.504907,-0.006129,0.008412
9,M04,S5,2026,train,0.514162,0.022267,0.024459
9,M04,S5,2026,val,0.482378,-0.044473,-0.03047
9,M04,S5,2026,test,0.525956,0.019728,0.044496
9,M04,S5,3407,train,0.51518,0.013816,0.026217
9,M04,S5,3407,val,0.433467,-0.084932,-0.115042
9,M04,S5,3407,test,0.50792,0.01558,0.013577
9,M04,S5,7777,train,0.504111,0.009884,0.007101
9,M04,S5,7777,val,0.446033,-0.087066,-0.093314
9,M04,S5,7777,test,0.461777,-0.066547,-0.065526
9,M05,S1,13,train,0.492279,-0.015268,-0.013334
9,M05,S1,13,val,0.421747,-0.127808,-0.135307
9,M05,S1,13,test,0.497762,-0.007766,-0.003837
9,M05,S1,42,train,0.521918,0.033776,0.037855
9,M05,S1,42,val,0.45238,-0.056973,-0.08234
9,M05,S1,42,test,0.516572,0.026591,0.028409
9,M05,S1,2026,train,0.509888,0.013927,0.017078
9,M05,S1,2026,val,0.514914,0.028459,0.025788
9,M05,S1,2026,test,0.540418,0.052066,0.069289
9,M05,S1,3407,train,0.507047,0.003415,0.012171
9,M05,S1,3407,val,0.469854,-0.023404,-0.052125
9,M05,S1,3407,test,0.525052,0.048412,0.042946
9,M05,S1,7777,train,0.497599,-0.001888,-0.004146
9,M05,S1,7777,val,0.483436,-0.028981,-0.028642
9,M05,S1,7777,test,0.47271,-0.03727,-0.046783
9,M05,S2,13,train,0.502236,-4.9e-05,0.003862
9,M05,S2,13,val,0.425301,-0.119137,-0.129161
9,M05,S2,13,test,0.507834,0.010391,0.01343
9,M05,S2,42,train,0.52623,0.045944,0.045301
9,M05,S2,42,val,0.457838,-0.052528,-0.072902
9,M05,S2,42,test,0.525181,0.041522,0.043167
9,M05,S2,2026,train,0.515321,0.026628,0.026461
9,M05,S2,2026,val,0.515591,0.029759,0.026959
9,M05,S2,2026,test,0.550706,0.064128,0.086925
9,M05,S2,3407,train,0.517046,0.016819,0.02944
9,M05,S2,3407,val,0.4751,-0.020317,-0.043054
9,M05,S2,3407,test,0.536329,0.059878,0.062279
9,M05,S2,7777,train,0.506307,0.012165,0.010893
9,M05,S2,7777,val,0.486736,-0.025645,-0.022935
9,M05,S2,7777,test,0.486915,-0.016049,-0.022432
9,M05,S3,13,train,0.510859,0.01298,0.018754
9,M05,S3,13,val,0.431648,-0.108967,-0.118187
9,M05,S3,13,test,0.511794,0.02402,0.020219
9,M05,S3,42,train,0.531069,0.05492,0.053659
9,M05,S3,42,val,0.460546,-0.04725,-0.06822
9,M05,S3,42,test,0.531164,0.051606,0.053424
9,M05,S3,2026,train,0.519925,0.036803,0.034412
9,M05,S3,2026,val,0.520034,0.03024,0.034641
9,M05,S3,2026,test,0.547822,0.071269,0.081981
9,M05,S3,3407,train,0.524025,0.027939,0.041492
