dataset_index,mechanism,strength,seed,model,best_epoch_strict,best_epoch_full,epoch_diff
8,M06,S2,42,modernnca,0.0,0.0,0.0
8,M06,S2,2026,modernnca,0.0,0.0,0.0
8,M06,S2,3407,modernnca,0.0,0.0,0.0
8,M06,S2,7777,modernnca,0.0,0.0,0.0
8,M06,S3,13,modernnca,0.0,0.0,0.0
8,M06,S3,42,modernnca,0.0,0.0,0.0
8,M06,S3,2026,modernnca,0.0,0.0,0.0
8,M06,S3,3407,modernnca,0.0,1.0,1.0
8,M06,S3,7777,modernnca,0.0,1.0,1.0
8,M06,S4,13,modernnca,0.0,0.0,0.0
8,M06,S4,42,modernnca,0.0,0.0,0.0
8,M06,S4,2026,modernnca,0.0,0.0,0.0
8,M06,S4,3407,modernnca,0.0,0.0,0.0
8,M06,S4,7777,modernnca,0.0,0.0,0.0
8,M06,S5,13,modernnca,0.0,0.0,0.0
8,M06,S5,42,modernnca,0.0,0.0,0.0
8,M06,S5,2026,modernnca,0.0,0.0,0.0
8,M06,S5,3407,modernnca,0.0,0.0,0.0
8,M06,S5,7777,modernnca,0.0,0.0,0.0
8,M07,S1,13,modernnca,0.0,0.0,0.0
8,M07,S1,42,modernnca,0.0,0.0,0.0
8,M07,S1,2026,modernnca,0.0,0.0,0.0
8,M07,S1,3407,modernnca,0.0,0.0,0.0
8,M07,S1,7777,modernnca,0.0,0.0,0.0
8,M07,S2,13,modernnca,0.0,0.0,0.0
8,M07,S2,42,modernnca,0.0,0.0,0.0
8,M07,S2,2026,modernnca,0.0,0.0,0.0
8,M07,S2,3407,modernnca,0.0,0.0,0.0
8,M07,S2,7777,modernnca,0.0,0.0,0.0
8,M07,S3,13,modernnca,0.0,0.0,0.0
8,M07,S3,42,modernnca,0.0,0.0,0.0
8,M07,S3,2026,modernnca,0.0,0.0,0.0
8,M07,S3,3407,modernnca,0.0,0.0,0.0
8,M07,S3,7777,modernnca,0.0,0.0,0.0
8,M07,S4,13,modernnca,0.0,0.0,0.0
8,M07,S4,42,modernnca,0.0,0.0,0.0
8,M07,S4,2026,modernnca,0.0,0.0,0.0
8,M07,S4,3407,modernnca,0.0,1.0,1.0
8,M07,S4,7777,modernnca,0.0,0.0,0.0
8,M07,S5,13,modernnca,0.0,0.0,0.0
8,M07,S5,42,modernnca,0.0,0.0,0.0
8,M07,S5,2026,modernnca,0.0,0.0,0.0
8,M07,S5,3407,modernnca,0.0,1.0,1.0
8,M07,S5,7777,modernnca,0.0,1.0,1.0
8,M08,S1,13,modernnca,0.0,0.0,0.0
8,M08,S1,42,modernnca,0.0,0.0,0.0
8,M08,S1,2026,modernnca,0.0,0.0,0.0
8,M08,S1,3407,modernnca,0.0,0.0,0.0
8,M08,S1,7777,modernnca,0.0,0.0,0.0
8,M08,S2,13,modernnca,0.0,0.0,0.0
8,M08,S2,42,modernnca,0.0,0.0,0.0
8,M08,S2,2026,modernnca,0.0,0.0,0.0
8,M08,S2,3407,modernnca,0.0,0.0,0.0
8,M08,S2,7777,modernnca,0.0,0.0,0.0
8,M08,S3,13,modernnca,0.0,0.0,0.0
8,M08,S3,42,modernnca,0.0,0.0,0.0
8,M08,S3,2026,modernnca,0.0,0.0,0.0
8,M08,S3,3407,modernnca,0.0,0.0,0.0
8,M08,S3,7777,modernnca,0.0,0.0,0.0
8,M08,S4,13,modernnca,0.0,0.0,0.0
8,M08,S4,42,modernnca,0.0,0.0,0.0
8,M08,S4,2026,modernnca,0.0,0.0,0.0
8,M08,S4,3407,modernnca,0.0,0.0,0.0
8,M08,S4,7777,modernnca,0.0,0.0,0.0
8,M08,S5,13,modernnca,0.0,0.0,0.0
8,M08,S5,42,modernnca,0.0,0.0,0.0
8,M08,S5,2026,modernnca,0.0,0.0,0.0
8,M08,S5,3407,modernnca,0.0,0.0,0.0
8,M08,S5,7777,modernnca,0.0,0.0,0.0
8,M09,S1,13,modernnca,0.0,0.0,0.0
8,M09,S1,42,modernnca,0.0,0.0,0.0
8,M09,S1,2026,modernnca,0.0,0.0,0.0
8,M09,S1,3407,modernnca,0.0,0.0,0.0
8,M09,S1,7777,modernnca,0.0,0.0,0.0
8,M09,S2,13,modernnca,0.0,0.0,0.0
8,M09,S2,42,modernnca,0.0,0.0,0.0
8,M09,S2,2026,modernnca,0.0,0.0,0.0
8,M09,S2,3407,modernnca,0.0,0.0,0.0
8,M09,S2,7777,modernnca,0.0,0.0,0.0
8,M09,S3,13,modernnca,0.0,0.0,0.0
8,M09,S3,42,modernnca,0.0,0.0,0.0
8,M09,S3,2026,modernnca,0.0,10.0,10.0
8,M09,S3,3407,modernnca,0.0,0.0,0.0
8,M09,S3,7777,modernnca,0.0,0.0,0.0
8,M09,S4,13,modernnca,0.0,0.0,0.0
8,M09,S4,42,modernnca,0.0,0.0,0.0
8,M09,S4,2026,modernnca,0.0,12.0,12.0
8,M09,S4,3407,modernnca,0.0,0.0,0.0
8,M09,S4,7777,modernnca,0.0,0.0,0.0
8,M09,S5,13,modernnca,0.0,1.0,1.0
8,M09,S5,42,modernnca,0.0,0.0,0.0
8,M09,S5,2026,modernnca,0.0,0.0,0.0
8,M09,S5,3407,modernnca,0.0,0.0,0.0
8,M09,S5,7777,modernnca,0.0,0.0,0.0
8,M10,S1,13,modernnca,0.0,0.0,0.0
8,M10,S1,42,modernnca,0.0,0.0,0.0
8,M10,S1,2026,modernnca,0.0,0.0,0.0
8,M10,S1,3407,modernnca,0.0,0.0,0.0
8,M10,S1,7777,modernnca,0.0,0.0,0.0
8,M10,S2,13,modernnca,0.0,1.0,1.0
8,M10,S2,42,modernnca,0.0,0.0,0.0
8,M10,S2,2026,modernnca,0.0,0.0,0.0
8,M10,S2,3407,modernnca,0.0,0.0,0.0
8,M10,S2,7777,modernnca,0.0,0.0,0.0
8,M10,S3,13,modernnca,0.0,0.0,0.0
8,M10,S3,42,modernnca,0.0,0.0,0.0
8,M10,S3,2026,modernnca,0.0,0.0,0.0
8,M10,S3,3407,modernnca,0.0,0.0,0.0
8,M10,S3,7777,modernnca,0.0,1.0,1.0
8,M10,S4,13,modernnca,0.0,0.0,0.0
8,M10,S4,42,modernnca,0.0,0.0,0.0
8,M10,S4,2026,modernnca,0.0,1.0,1.0
8,M10,S4,3407,modernnca,0.0,0.0,0.0
8,M10,S4,7777,modernnca,0.0,0.0,0.0
8,M10,S5,13,modernnca,0.0,0.0,0.0
8,M10,S5,42,modernnca,0.0,14.0,14.0
8,M10,S5,2026,modernnca,0.0,7.0,7.0
8,M10,S5,3407,modernnca,0.0,0.0,0.0
8,M10,S5,7777,modernnca,0.0,1.0,1.0
8,M11,S1,13,modernnca,0.0,0.0,0.0
8,M11,S1,42,modernnca,0.0,0.0,0.0
8,M11,S1,2026,modernnca,0.0,0.0,0.0
8,M11,S1,3407,modernnca,0.0,0.0,0.0
8,M11,S1,7777,modernnca,0.0,0.0,0.0
8,M11,S2,13,modernnca,0.0,0.0,0.0
8,M11,S2,42,modernnca,0.0,0.0,0.0
8,M11,S2,2026,modernnca,0.0,0.0,0.0
8,M11,S2,3407,modernnca,0.0,6.0,6.0
8,M11,S2,7777,modernnca,0.0,0.0,0.0
8,M11,S3,13,modernnca,0.0,0.0,0.0
8,M11,S3,42,modernnca,0.0,0.0,0.0
8,M11,S3,2026,modernnca,0.0,0.0,0.0
8,M11,S3,3407,modernnca,0.0,1.0,1.0
8,M11,S3,7777,modernnca,0.0,0.0,0.0
8,M11,S4,13,modernnca,0.0,0.0,0.0
8,M11,S4,42,modernnca,0.0,0.0,0.0
8,M11,S4,2026,modernnca,0.0,0.0,0.0
8,M11,S4,3407,modernnca,0.0,0.0,0.0
8,M11,S4,7777,modernnca,0.0,0.0,0.0
8,M11,S5,13,modernnca,0.0,0.0,0.0
8,M11,S5,42,modernnca,0.0,0.0,0.0
8,M11,S5,2026,modernnca,0.0,0.0,0.0
8,M11,S5,3407,modernnca,0.0,0.0,0.0
8,M11,S5,7777,modernnca,0.0,0.0,0.0
9,M01,S1,13,modernnca,0.0,0.0,0.0
9,M01,S1,42,modernnca,0.0,0.0,0.0
9,M01,S1,2026,modernnca,0.0,0.0,0.0
9,M01,S1,3407,modernnca,0.0,5.0,5.0
9,M01,S1,7777,modernnca,7.0,0.0,-7.0
9,M01,S2,13,modernnca,0.0,0.0,0.0
9,M01,S2,42,modernnca,0.0,0.0,0.0
9,M01,S2,2026,modernnca,0.0,0.0,0.0
9,M01,S2,3407,modernnca,0.0,0.0,0.0
9,M01,S2,7777,modernnca,7.0,0.0,-7.0
9,M01,S3,13,modernnca,0.0,0.0,0.0
9,M01,S3,42,modernnca,0.0,1.0,1.0
9,M01,S3,2026,modernnca,0.0,1.0,1.0
9,M01,S3,3407,modernnca,0.0,0.0,0.0
9,M01,S3,7777,modernnca,7.0,14.0,7.0
9,M01,S4,13,modernnca,0.0,0.0,0.0
9,M01,S4,42,modernnca,0.0,1.0,1.0
9,M01,S4,2026,modernnca,0.0,0.0,0.0
9,M01,S4,3407,modernnca,0.0,14.0,14.0
9,M01,S4,7777,modernnca,7.0,7.0,0.0
9,M01,S5,13,modernnca,0.0,0.0,0.0
9,M01,S5,42,modernnca,0.0,0.0,0.0
9,M01,S5,2026,modernnca,0.0,0.0,0.0
9,M01,S5,3407,modernnca,0.0,0.0,0.0
9,M01,S5,7777,modernnca,7.0,0.0,-7.0
9,M02,S1,13,modernnca,0.0,16.0,16.0
9,M02,S1,42,modernnca,0.0,0.0,0.0
9,M02,S1,2026,modernnca,0.0,0.0,0.0
9,M02,S1,3407,modernnca,0.0,0.0,0.0
9,M02,S1,7777,modernnca,7.0,0.0,-7.0
9,M02,S2,13,modernnca,0.0,0.0,0.0
9,M02,S2,42,modernnca,0.0,0.0,0.0
9,M02,S2,2026,modernnca,0.0,0.0,0.0
9,M02,S2,3407,modernnca,0.0,0.0,0.0
9,M02,S2,7777,modernnca,7.0,0.0,-7.0
9,M02,S3,13,modernnca,0.0,0.0,0.0
9,M02,S3,42,modernnca,0.0,0.0,0.0
9,M02,S3,2026,modernnca,0.0,0.0,0.0
9,M02,S3,3407,modernnca,0.0,0.0,0.0
9,M02,S3,7777,modernnca,7.0,0.0,-7.0
9,M02,S4,13,modernnca,0.0,0.0,0.0
9,M02,S4,42,modernnca,0.0,0.0,0.0
9,M02,S4,2026,modernnca,0.0,0.0,0.0
9,M02,S4,3407,modernnca,0.0,0.0,0.0
9,M02,S4,7777,modernnca,7.0,0.0,-7.0
9,M02,S5,13,modernnca,0.0,0.0,0.0
9,M02,S5,42,modernnca,0.0,0.0,0.0
9,M02,S5,2026,modernnca,0.0,0.0,0.0
9,M02,S5,3407,modernnca,0.0,0.0,0.0
9,M02,S5,7777,modernnca,7.0,1.0,-6.0
9,M03,S1,13,modernnca,0.0,0.0,0.0
9,M03,S1,42,modernnca,0.0,6.0,6.0
9,M03,S1,2026,modernnca,0.0,3.0,3.0
9,M03,S1,3407,modernnca,0.0,12.0,12.0
9,M03,S1,7777,modernnca,7.0,1.0,-6.0
9,M03,S2,13,modernnca,0.0,1.0,1.0
9,M03,S2,42,modernnca,0.0,9.0,9.0
9,M03,S2,2026,modernnca,0.0,8.0,8.0
9,M03,S2,3407,modernnca,0.0,8.0,8.0
9,M03,S2,7777,modernnca,7.0,12.0,5.0
9,M03,S3,13,modernnca,0.0,2.0,2.0
9,M03,S3,42,modernnca,0.0,5.0,5.0
9,M03,S3,2026,modernnca,0.0,1.0,1.0
9,M03,S3,3407,modernnca,0.0,4.0,4.0
9,M03,S3,7777,modernnca,7.0,3.0,-4.0
9,M03,S4,13,modernnca,0.0,3.0,3.0
9,M03,S4,42,modernnca,0.0,3.0,3.0
9,M03,S4,2026,modernnca,0.0,1.0,1.0
9,M03,S4,3407,modernnca,0.0,2.0,2.0
9,M03,S4,7777,modernnca,7.0,7.0,0.0
9,M03,S5,13,modernnca,0.0,2.0,2.0
9,M03,S5,42,modernnca,0.0,2.0,2.0
9,M03,S5,2026,modernnca,0.0,2.0,2.0
9,M03,S5,3407,modernnca,0.0,5.0,5.0
9,M03,S5,7777,modernnca,7.0,17.0,10.0
9,M04,S1,13,modernnca,0.0,0.0,0.0
9,M04,S1,42,modernnca,0.0,0.0,0.0
9,M04,S1,2026,modernnca,0.0,0.0,0.0
9,M04,S1,3407,modernnca,0.0,0.0,0.0
9,M04,S1,7777,modernnca,7.0,5.0,-2.0
9,M04,S2,13,modernnca,0.0,0.0,0.0
9,M04,S2,42,modernnca,0.0,0.0,0.0
9,M04,S2,2026,modernnca,0.0,0.0,0.0
9,M04,S2,3407,modernnca,0.0,5.0,5.0
9,M04,S2,7777,modernnca,7.0,5.0,-2.0
9,M04,S3,13,modernnca,0.0,0.0,0.0
9,M04,S3,42,modernnca,0.0,0.0,0.0
9,M04,S3,2026,modernnca,0.0,0.0,0.0
9,M04,S3,3407,modernnca,0.0,0.0,0.0
9,M04,S3,7777,modernnca,7.0,17.0,10.0
9,M04,S4,13,modernnca,0.0,6.0,6.0
9,M04,S4,42,modernnca,0.0,0.0,0.0
9,M04,S4,2026,modernnca,0.0,0.0,0.0
9,M04,S4,3407,modernnca,0.0,0.0,0.0
9,M04,S4,7777,modernnca,7.0,6.0,-1.0
9,M04,S5,13,modernnca,0.0,0.0,0.0
9,M04,S5,42,modernnca,0.0,0.0,0.0
9,M04,S5,2026,modernnca,0.0,12.0,12.0
9,M04,S5,3407,modernnca,0.0,7.0,7.0
9,M04,S5,7777,modernnca,7.0,10.0,3.0
9,M05,S1,13,modernnca,0.0,3.0,3.0
9,M05,S1,42,modernnca,0.0,0.0,0.0
9,M05,S1,2026,modernnca,0.0,14.0,14.0
9,M05,S1,3407,modernnca,0.0,0.0,0.0
9,M05,S1,7777,modernnca,7.0,22.0,15.0
9,M05,S2,13,modernnca,0.0,19.0,19.0
9,M05,S2,42,modernnca,0.0,0.0,0.0
9,M05,S2,2026,modernnca,0.0,15.0,15.0
9,M05,S2,3407,modernnca,0.0,18.0,18.0
9,M05,S2,7777,modernnca,7.0,6.0,-1.0
9,M05,S3,13,modernnca,0.0,6.0,6.0
9,M05,S3,42,modernnca,0.0,0.0,0.0
9,M05,S3,2026,modernnca,0.0,0.0,0.0
9,M05,S3,3407,modernnca,0.0,5.0,5.0
9,M05,S3,7777,modernnca,7.0,10.0,3.0
9,M05,S4,13,modernnca,0.0,11.0,11.0
9,M05,S4,42,modernnca,0.0,0.0,0.0
9,M05,S4,2026,modernnca,0.0,0.0,0.0
9,M05,S4,3407,modernnca,0.0,1.0,1.0
9,M05,S4,7777,modernnca,7.0,17.0,10.0
9,M05,S5,13,modernnca,0.0,1.0,1.0
9,M05,S5,42,modernnca,0.0,0.0,0.0
9,M05,S5,2026,modernnca,0.0,11.0,11.0
9,M05,S5,3407,modernnca,0.0,20.0,20.0
9,M05,S5,7777,modernnca,7.0,10.0,3.0
9,M06,S1,13,modernnca,0.0,0.0,0.0
9,M06,S1,42,modernnca,0.0,0.0,0.0
9,M06,S1,2026,modernnca,0.0,0.0,0.0
9,M06,S1,3407,modernnca,0.0,0.0,0.0
9,M06,S1,7777,modernnca,7.0,0.0,-7.0
9,M06,S2,13,modernnca,0.0,0.0,0.0
9,M06,S2,42,modernnca,0.0,0.0,0.0
9,M06,S2,2026,modernnca,0.0,0.0,0.0
9,M06,S2,3407,modernnca,0.0,0.0,0.0
9,M06,S2,7777,modernnca,7.0,0.0,-7.0
9,M06,S3,13,modernnca,0.0,0.0,0.0
9,M06,S3,42,modernnca,0.0,1.0,1.0
9,M06,S3,2026,modernnca,0.0,0.0,0.0
9,M06,S3,3407,modernnca,0.0,0.0,0.0
9,M06,S3,7777,modernnca,7.0,0.0,-7.0
9,M06,S4,13,modernnca,0.0,0.0,0.0
9,M06,S4,42,modernnca,0.0,0.0,0.0
9,M06,S4,2026,modernnca,0.0,0.0,0.0
9,M06,S4,3407,modernnca,0.0,0.0,0.0
9,M06,S4,7777,modernnca,7.0,0.0,-7.0
9,M06,S5,13,modernnca,0.0,0.0,0.0
9,M06,S5,42,modernnca,0.0,0.0,0.0
9,M06,S5,2026,modernnca,0.0,0.0,0.0
9,M06,S5,3407,modernnca,0.0,0.0,0.0
9,M06,S5,7777,modernnca,7.0,0.0,-7.0
9,M07,S1,13,modernnca,0.0,13.0,13.0
9,M07,S1,42,modernnca,0.0,0.0,0.0
9,M07,S1,2026,modernnca,0.0,7.0,7.0
9,M07,S1,3407,modernnca,0.0,0.0,0.0
9,M07,S1,7777,modernnca,7.0,0.0,-7.0
9,M07,S2,13,modernnca,0.0,4.0,4.0
9,M07,S2,42,modernnca,0.0,0.0,0.0
9,M07,S2,2026,modernnca,0.0,0.0,0.0
9,M07,S2,3407,modernnca,0.0,34.0,34.0
9,M07,S2,7777,modernnca,7.0,7.0,0.0
9,M07,S3,13,modernnca,0.0,0.0,0.0
9,M07,S3,42,modernnca,0.0,13.0,13.0
9,M07,S3,2026,modernnca,0.0,0.0,0.0
9,M07,S3,3407,modernnca,0.0,7.0,7.0
9,M07,S3,7777,modernnca,7.0,13.0,6.0
9,M07,S4,13,modernnca,0.0,0.0,0.0
9,M07,S4,42,modernnca,0.0,6.0,6.0
9,M07,S4,2026,modernnca,0.0,0.0,0.0
9,M07,S4,3407,modernnca,0.0,22.0,22.0
9,M07,S4,7777,modernnca,7.0,1.0,-6.0
9,M07,S5,13,modernnca,0.0,8.0,8.0
9,M07,S5,42,modernnca,0.0,2.0,2.0
9,M07,S5,2026,modernnca,0.0,1.0,1.0
9,M07,S5,3407,modernnca,0.0,2.0,2.0
9,M07,S5,7777,modernnca,7.0,11.0,4.0
9,M08,S1,13,modernnca,0.0,0.0,0.0
9,M08,S1,42,modernnca,0.0,0.0,0.0
9,M08,S1,2026,modernnca,0.0,7.0,7.0
9,M08,S1,3407,modernnca,0.0,3.0,3.0
9,M08,S1,7777,modernnca,7.0,7.0,0.0
9,M08,S2,13,modernnca,0.0,15.0,15.0
9,M08,S2,42,modernnca,0.0,0.0,0.0
9,M08,S2,2026,modernnca,0.0,0.0,0.0
9,M08,S2,3407,modernnca,0.0,0.0,0.0
9,M08,S2,7777,modernnca,7.0,1.0,-6.0
9,M08,S3,13,modernnca,0.0,0.0,0.0
9,M08,S3,42,modernnca,0.0,0.0,0.0
9,M08,S3,2026,modernnca,0.0,0.0,0.0
9,M08,S3,3407,modernnca,0.0,0.0,0.0
9,M08,S3,7777,modernnca,7.0,2.0,-5.0
9,M08,S4,13,modernnca,0.0,12.0,12.0
9,M08,S4,42,modernnca,0.0,5.0,5.0
9,M08,S4,2026,modernnca,0.0,0.0,0.0
9,M08,S4,3407,modernnca,0.0,19.0,19.0
9,M08,S4,7777,modernnca,7.0,6.0,-1.0
9,M08,S5,13,modernnca,0.0,9.0,9.0
9,M08,S5,42,modernnca,0.0,5.0,5.0
9,M08,S5,2026,modernnca,0.0,6.0,6.0
9,M08,S5,3407,modernnca,0.0,18.0,18.0
9,M08,S5,7777,modernnca,7.0,14.0,7.0
9,M09,S1,13,modernnca,0.0,0.0,0.0
9,M09,S1,42,modernnca,0.0,0.0,0.0
9,M09,S1,2026,modernnca,0.0,0.0,0.0
9,M09,S1,3407,modernnca,0.0,0.0,0.0
9,M09,S1,7777,modernnca,7.0,0.0,-7.0
9,M09,S2,13,modernnca,0.0,0.0,0.0
9,M09,S2,42,modernnca,0.0,0.0,0.0
9,M09,S2,2026,modernnca,0.0,0.0,0.0
9,M09,S2,3407,modernnca,0.0,0.0,0.0
9,M09,S2,7777,modernnca,7.0,0.0,-7.0
9,M09,S3,13,modernnca,0.0,0.0,0.0
9,M09,S3,42,modernnca,0.0,0.0,0.0
9,M09,S3,2026,modernnca,0.0,0.0,0.0
9,M09,S3,3407,modernnca,0.0,0.0,0.0
9,M09,S3,7777,modernnca,7.0,0.0,-7.0
9,M09,S4,13,modernnca,0.0,0.0,0.0
9,M09,S4,42,modernnca,0.0,0.0,0.0
9,M09,S4,2026,modernnca,0.0,0.0,0.0
9,M09,S4,3407,modernnca,0.0,0.0,0.0
9,M09,S4,7777,modernnca,7.0,2.0,-5.0
9,M09,S5,13,modernnca,0.0,0.0,0.0
9,M09,S5,42,modernnca,0.0,0.0,0.0
9,M09,S5,2026,modernnca,0.0,0.0,0.0
9,M09,S5,3407,modernnca,0.0,0.0,0.0
9,M09,S5,7777,modernnca,7.0,1.0,-6.0
9,M10,S1,13,modernnca,1.0,0.0,-1.0
9,M10,S1,42,modernnca,4.0,0.0,-4.0
9,M10,S1,2026,modernnca,2.0,0.0,-2.0
9,M10,S1,3407,modernnca,1.0,0.0,-1.0
9,M10,S1,7777,modernnca,0.0,0.0,0.0
9,M10,S2,13,modernnca,1.0,10.0,9.0
9,M10,S2,42,modernnca,4.0,0.0,-4.0
9,M10,S2,2026,modernnca,2.0,0.0,-2.0
9,M10,S2,3407,modernnca,1.0,1.0,0.0
9,M10,S2,7777,modernnca,0.0,0.0,0.0
9,M10,S3,13,modernnca,1.0,0.0,-1.0
9,M10,S3,42,modernnca,4.0,0.0,-4.0
9,M10,S3,2026,modernnca,2.0,0.0,-2.0
9,M10,S3,3407,modernnca,1.0,0.0,-1.0
9,M10,S3,7777,modernnca,0.0,0.0,0.0
9,M10,S4,13,modernnca,1.0,0.0,-1.0
9,M10,S4,42,modernnca,4.0,0.0,-4.0
9,M10,S4,2026,modernnca,2.0,0.0,-2.0
9,M10,S4,3407,modernnca,1.0,1.0,0.0
9,M10,S4,7777,modernnca,0.0,1.0,1.0
9,M10,S5,13,modernnca,1.0,0.0,-1.0
9,M10,S5,42,modernnca,4.0,0.0,-4.0
9,M10,S5,2026,modernnca,2.0,0.0,-2.0
9,M10,S5,3407,modernnca,1.0,0.0,-1.0
9,M10,S5,7777,modernnca,0.0,1.0,1.0
9,M11,S1,13,modernnca,0.0,0.0,0.0
9,M11,S1,42,modernnca,0.0,0.0,0.0
9,M11,S1,2026,modernnca,0.0,0.0,0.0
9,M11,S1,3407,modernnca,0.0,0.0,0.0
9,M11,S1,7777,modernnca,7.0,0.0,-7.0
9,M11,S2,13,modernnca,0.0,1.0,1.0
9,M11,S2,42,modernnca,0.0,0.0,0.0
9,M11,S2,2026,modernnca,0.0,1.0,1.0
9,M11,S2,3407,modernnca,0.0,2.0,2.0
9,M11,S2,7777,modernnca,7.0,0.0,-7.0
9,M11,S3,13,modernnca,0.0,0.0,0.0
9,M11,S3,42,modernnca,0.0,6.0,6.0
9,M11,S3,2026,modernnca,0.0,5.0,5.0
9,M11,S3,3407,modernnca,0.0,0.0,0.0
9,M11,S3,7777,modernnca,7.0,1.0,-6.0
9,M11,S4,13,modernnca,0.0,0.0,0.0
9,M11,S4,42,modernnca,0.0,1.0,1.0
9,M11,S4,2026,modernnca,0.0,0.0,0.0
9,M11,S4,3407,modernnca,0.0,0.0,0.0
9,M11,S4,7777,modernnca,7.0,0.0,-7.0
9,M11,S5,13,modernnca,0.0,0.0,0.0
9,M11,S5,42,modernnca,0.0,0.0,0.0
9,M11,S5,2026,modernnca,0.0,0.0,0.0
9,M11,S5,3407,modernnca,0.0,0.0,0.0
9,M11,S5,7777,modernnca,7.0,0.0,-7.0
10,M01,S1,13,modernnca,0.0,0.0,0.0
10,M01,S1,42,modernnca,0.0,0.0,0.0
10,M01,S1,2026,modernnca,0.0,0.0,0.0
10,M01,S1,3407,modernnca,1.0,0.0,-1.0
10,M01,S1,7777,modernnca,0.0,0.0,0.0
10,M01,S2,13,modernnca,0.0,0.0,0.0
10,M01,S2,42,modernnca,0.0,0.0,0.0
10,M01,S2,2026,modernnca,0.0,0.0,0.0
10,M01,S2,3407,modernnca,1.0,1.0,0.0
10,M01,S2,7777,modernnca,0.0,0.0,0.0
10,M01,S3,13,modernnca,0.0,0.0,0.0
10,M01,S3,42,modernnca,0.0,0.0,0.0
10,M01,S3,2026,modernnca,0.0,0.0,0.0
10,M01,S3,3407,modernnca,1.0,0.0,-1.0
10,M01,S3,7777,modernnca,0.0,0.0,0.0
10,M01,S4,13,modernnca,0.0,0.0,0.0
10,M01,S4,42,modernnca,0.0,0.0,0.0
10,M01,S4,2026,modernnca,0.0,0.0,0.0
10,M01,S4,3407,modernnca,1.0,0.0,-1.0
10,M01,S4,7777,modernnca,0.0,2.0,2.0
10,M01,S5,13,modernnca,0.0,0.0,0.0
10,M01,S5,42,modernnca,0.0,0.0,0.0
10,M01,S5,2026,modernnca,0.0,0.0,0.0
10,M01,S5,3407,modernnca,1.0,0.0,-1.0
10,M01,S5,7777,modernnca,0.0,0.0,0.0
10,M02,S1,13,modernnca,0.0,0.0,0.0
10,M02,S1,42,modernnca,0.0,0.0,0.0
10,M02,S1,2026,modernnca,0.0,0.0,0.0
10,M02,S1,3407,modernnca,1.0,0.0,-1.0
10,M02,S1,7777,modernnca,0.0,1.0,1.0
10,M02,S2,13,modernnca,0.0,0.0,0.0
10,M02,S2,42,modernnca,0.0,0.0,0.0
10,M02,S2,2026,modernnca,0.0,0.0,0.0
10,M02,S2,3407,modernnca,1.0,0.0,-1.0
10,M02,S2,7777,modernnca,0.0,1.0,1.0
10,M02,S3,13,modernnca,0.0,0.0,0.0
10,M02,S3,42,modernnca,0.0,0.0,0.0
10,M02,S3,2026,modernnca,0.0,0.0,0.0
10,M02,S3,3407,modernnca,1.0,0.0,-1.0
10,M02,S3,7777,modernnca,0.0,0.0,0.0
10,M02,S4,13,modernnca,0.0,0.0,0.0
10,M02,S4,42,modernnca,0.0,2.0,2.0
10,M02,S4,2026,modernnca,0.0,1.0,1.0
10,M02,S4,3407,modernnca,1.0,0.0,-1.0
10,M02,S4,7777,modernnca,0.0,0.0,0.0
10,M02,S5,13,modernnca,0.0,0.0,0.0
10,M02,S5,42,modernnca,0.0,0.0,0.0
10,M02,S5,2026,modernnca,0.0,0.0,0.0
10,M02,S5,3407,modernnca,1.0,0.0,-1.0
10,M02,S5,7777,modernnca,0.0,0.0,0.0
10,M03,S1,13,modernnca,0.0,9.0,9.0
10,M03,S1,42,modernnca,0.0,8.0,8.0
10,M03,S1,2026,modernnca,0.0,3.0,3.0
10,M03,S1,3407,modernnca,1.0,14.0,13.0
10,M03,S1,7777,modernnca,0.0,11.0,11.0
10,M03,S2,13,modernnca,0.0,11.0,11.0
10,M03,S2,42,modernnca,0.0,1.0,1.0
10,M03,S2,2026,modernnca,0.0,1.0,1.0
10,M03,S2,3407,modernnca,1.0,1.0,0.0
10,M03,S2,7777,modernnca,0.0,1.0,1.0
10,M03,S3,13,modernnca,0.0,3.0,3.0
10,M03,S3,42,modernnca,0.0,7.0,7.0
10,M03,S3,2026,modernnca,0.0,2.0,2.0
10,M03,S3,3407,modernnca,1.0,2.0,1.0
10,M03,S3,7777,modernnca,0.0,2.0,2.0
10,M03,S4,13,modernnca,0.0,2.0,2.0
10,M03,S4,42,modernnca,0.0,3.0,3.0
10,M03,S4,2026,modernnca,0.0,3.0,3.0
10,M03,S4,3407,modernnca,1.0,4.0,3.0
10,M03,S4,7777,modernnca,0.0,1.0,1.0
10,M03,S5,13,modernnca,0.0,2.0,2.0
10,M03,S5,42,modernnca,0.0,6.0,6.0
10,M03,S5,2026,modernnca,0.0,4.0,4.0
10,M03,S5,3407,modernnca,1.0,10.0,9.0
10,M03,S5,7777,modernnca,0.0,3.0,3.0
10,M04,S1,13,modernnca,0.0,0.0,0.0
10,M04,S1,42,modernnca,0.0,0.0,0.0
10,M04,S1,2026,modernnca,0.0,0.0,0.0
10,M04,S1,3407,modernnca,1.0,0.0,-1.0
10,M04,S1,7777,modernnca,0.0,0.0,0.0
10,M04,S2,13,modernnca,0.0,0.0,0.0
10,M04,S2,42,modernnca,0.0,0.0,0.0
10,M04,S2,2026,modernnca,0.0,0.0,0.0
10,M04,S2,3407,modernnca,1.0,0.0,-1.0
