ds,mech,str,budget,strategy,leak_recall,legit_retention
opmeta_5,M05,S1,0.05,op_lifecycle,1.0,1.0
opmeta_5,M05,S1,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M05,S1,0.1,op_lifecycle,1.0,1.0
opmeta_5,M05,S1,0.2,field_budget,0.0,0.75
opmeta_5,M05,S1,0.2,op_lifecycle,1.0,1.0
opmeta_5,M05,S1,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M05,S1,0.3,op_lifecycle,1.0,1.0
opmeta_5,M05,S3,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M05,S3,0.05,op_lifecycle,1.0,1.0
opmeta_5,M05,S3,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M05,S3,0.1,op_lifecycle,1.0,1.0
opmeta_5,M05,S3,0.2,field_budget,0.0,0.75
opmeta_5,M05,S3,0.2,op_lifecycle,1.0,1.0
opmeta_5,M05,S3,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M05,S3,0.3,op_lifecycle,1.0,1.0
opmeta_5,M05,S5,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M05,S5,0.05,op_lifecycle,1.0,1.0
opmeta_5,M05,S5,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M05,S5,0.1,op_lifecycle,1.0,1.0
opmeta_5,M05,S5,0.2,field_budget,0.0,0.75
opmeta_5,M05,S5,0.2,op_lifecycle,1.0,1.0
opmeta_5,M05,S5,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M05,S5,0.3,op_lifecycle,1.0,1.0
opmeta_5,M06,S1,0.05,field_budget,0.3333333333333333,1.0
opmeta_5,M06,S1,0.05,op_lifecycle,0.0,1.0
opmeta_5,M06,S1,0.1,field_budget,0.3333333333333333,0.9166666666666666
opmeta_5,M06,S1,0.1,op_lifecycle,0.0,1.0
opmeta_5,M06,S1,0.2,field_budget,0.6666666666666666,0.9166666666666666
opmeta_5,M06,S1,0.2,op_lifecycle,0.0,1.0
opmeta_5,M06,S1,0.3,field_budget,1.0,0.8333333333333334
opmeta_5,M06,S1,0.3,op_lifecycle,0.0,1.0
opmeta_5,M06,S3,0.05,field_budget,0.3333333333333333,1.0
opmeta_5,M06,S3,0.05,op_lifecycle,0.0,1.0
opmeta_5,M06,S3,0.1,field_budget,0.6666666666666666,1.0
opmeta_5,M06,S3,0.1,op_lifecycle,0.0,1.0
opmeta_5,M06,S3,0.2,field_budget,1.0,1.0
opmeta_5,M06,S3,0.2,op_lifecycle,0.0,1.0
opmeta_5,M06,S3,0.3,field_budget,1.0,0.8333333333333334
opmeta_5,M06,S3,0.3,op_lifecycle,0.0,1.0
opmeta_5,M06,S5,0.05,field_budget,0.3333333333333333,1.0
opmeta_5,M06,S5,0.05,op_lifecycle,0.0,1.0
opmeta_5,M06,S5,0.1,field_budget,0.6666666666666666,1.0
opmeta_5,M06,S5,0.1,op_lifecycle,0.0,1.0
opmeta_5,M06,S5,0.2,field_budget,1.0,1.0
opmeta_5,M06,S5,0.2,op_lifecycle,0.0,1.0
opmeta_5,M06,S5,0.3,field_budget,1.0,0.8333333333333334
opmeta_5,M06,S5,0.3,op_lifecycle,0.0,1.0
opmeta_5,M07,S1,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M07,S1,0.05,op_lifecycle,0.0,1.0
opmeta_5,M07,S1,0.1,field_budget,0.5,0.9166666666666666
opmeta_5,M07,S1,0.1,op_lifecycle,0.0,1.0
opmeta_5,M07,S1,0.2,field_budget,0.5,0.8333333333333334
opmeta_5,M07,S1,0.2,op_lifecycle,0.0,1.0
opmeta_5,M07,S1,0.3,field_budget,0.5,0.6666666666666666
opmeta_5,M07,S1,0.3,op_lifecycle,0.0,1.0
opmeta_5,M07,S3,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M07,S3,0.05,op_lifecycle,0.0,1.0
opmeta_5,M07,S3,0.1,field_budget,0.5,0.9166666666666666
opmeta_5,M07,S3,0.1,op_lifecycle,0.0,1.0
opmeta_5,M07,S3,0.2,field_budget,0.5,0.8333333333333334
opmeta_5,M07,S3,0.2,op_lifecycle,0.0,1.0
opmeta_5,M07,S3,0.3,field_budget,0.5,0.6666666666666666
opmeta_5,M07,S3,0.3,op_lifecycle,0.0,1.0
opmeta_5,M07,S5,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M07,S5,0.05,op_lifecycle,0.0,1.0
opmeta_5,M07,S5,0.1,field_budget,0.5,0.9166666666666666
opmeta_5,M07,S5,0.1,op_lifecycle,0.0,1.0
opmeta_5,M07,S5,0.2,field_budget,0.5,0.8333333333333334
opmeta_5,M07,S5,0.2,op_lifecycle,0.0,1.0
opmeta_5,M07,S5,0.3,field_budget,0.5,0.6666666666666666
opmeta_5,M07,S5,0.3,op_lifecycle,0.0,1.0
opmeta_5,M08,S1,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M08,S1,0.05,op_lifecycle,0.0,1.0
opmeta_5,M08,S1,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M08,S1,0.1,op_lifecycle,0.0,1.0
opmeta_5,M08,S1,0.2,field_budget,0.0,0.75
opmeta_5,M08,S1,0.2,op_lifecycle,0.0,1.0
opmeta_5,M08,S1,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M08,S1,0.3,op_lifecycle,0.0,1.0
opmeta_5,M08,S3,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M08,S3,0.05,op_lifecycle,0.0,1.0
opmeta_5,M08,S3,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M08,S3,0.1,op_lifecycle,0.0,1.0
opmeta_5,M08,S3,0.2,field_budget,0.0,0.75
opmeta_5,M08,S3,0.2,op_lifecycle,0.0,1.0
opmeta_5,M08,S3,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M08,S3,0.3,op_lifecycle,0.0,1.0
opmeta_5,M08,S5,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M08,S5,0.05,op_lifecycle,0.0,1.0
opmeta_5,M08,S5,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M08,S5,0.1,op_lifecycle,0.0,1.0
opmeta_5,M08,S5,0.2,field_budget,0.0,0.75
opmeta_5,M08,S5,0.2,op_lifecycle,0.0,1.0
opmeta_5,M08,S5,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M08,S5,0.3,op_lifecycle,0.0,1.0
opmeta_5,M09,S1,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M09,S1,0.05,op_lifecycle,0.0,1.0
opmeta_5,M09,S1,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M09,S1,0.1,op_lifecycle,0.0,1.0
opmeta_5,M09,S1,0.2,field_budget,0.0,0.75
opmeta_5,M09,S1,0.2,op_lifecycle,0.0,1.0
opmeta_5,M09,S1,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M09,S1,0.3,op_lifecycle,0.0,1.0
opmeta_5,M09,S3,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M09,S3,0.05,op_lifecycle,0.0,1.0
opmeta_5,M09,S3,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M09,S3,0.1,op_lifecycle,0.0,1.0
opmeta_5,M09,S3,0.2,field_budget,0.0,0.75
opmeta_5,M09,S3,0.2,op_lifecycle,0.0,1.0
opmeta_5,M09,S3,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M09,S3,0.3,op_lifecycle,0.0,1.0
opmeta_5,M09,S5,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M09,S5,0.05,op_lifecycle,0.0,1.0
opmeta_5,M09,S5,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M09,S5,0.1,op_lifecycle,0.0,1.0
opmeta_5,M09,S5,0.2,field_budget,0.0,0.75
opmeta_5,M09,S5,0.2,op_lifecycle,0.0,1.0
opmeta_5,M09,S5,0.3,field_budget,0.0,0.6666666666666666
opmeta_5,M09,S5,0.3,op_lifecycle,0.0,1.0
opmeta_5,M11,S1,0.05,field_budget,0.0,0.9166666666666666
opmeta_5,M11,S1,0.05,op_lifecycle,0.0,1.0
opmeta_5,M11,S1,0.1,field_budget,0.0,0.8333333333333334
opmeta_5,M11,S1,0.1,op_lifecycle,0.0,1.0
opmeta_5,M11,S1,0.2,field_budget,0.3333333333333333,0.8333333333333334
opmeta_5,M11,S1,0.2,op_lifecycle,0.0,1.0
opmeta_5,M11,S1,0.3,field_budget,0.6666666666666666,0.75
opmeta_5,M11,S1,0.3,op_lifecycle,0.0,1.0
opmeta_5,M11,S3,0.05,field_budget,0.3333333333333333,1.0
opmeta_5,M11,S3,0.05,op_lifecycle,0.0,1.0
opmeta_5,M11,S3,0.1,field_budget,0.6666666666666666,1.0
opmeta_5,M11,S3,0.1,op_lifecycle,0.0,1.0
opmeta_5,M11,S3,0.2,field_budget,0.6666666666666666,0.9166666666666666
opmeta_5,M11,S3,0.2,op_lifecycle,0.0,1.0
opmeta_5,M11,S3,0.3,field_budget,1.0,0.8333333333333334
opmeta_5,M11,S3,0.3,op_lifecycle,0.0,1.0
opmeta_5,M11,S5,0.05,field_budget,0.3333333333333333,1.0
opmeta_5,M11,S5,0.05,op_lifecycle,0.0,1.0
opmeta_5,M11,S5,0.1,field_budget,0.6666666666666666,1.0
opmeta_5,M11,S5,0.1,op_lifecycle,0.0,1.0
opmeta_5,M11,S5,0.2,field_budget,1.0,1.0
opmeta_5,M11,S5,0.2,op_lifecycle,0.0,1.0
opmeta_5,M11,S5,0.3,field_budget,1.0,0.8333333333333334
opmeta_5,M11,S5,0.3,op_lifecycle,0.0,1.0
